"Plot Title: Experiment"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309221, SEN S/N: 20309221)","Event, units (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Attached (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Detached (LGR S/N: 20309221, SEN S/N: 20309221)","Host Connected (LGR S/N: 20309221, SEN S/N: 20309221)","End Of File (LGR S/N: 20309221, SEN S/N: 20309221)"
95,05/27/19 12:00:00 AM,49.582,,,,,
96,05/27/19 01:00:00 AM,48.871,,,,,
97,05/27/19 02:00:00 AM,48.871,,,,,
98,05/27/19 02:51:24 AM,,0.11,,,,
99,05/27/19 03:00:00 AM,49.759,,,,,
100,05/27/19 04:00:00 AM,49.937,,,,,
101,05/27/19 05:00:00 AM,50.290,,,,,
102,05/27/19 06:00:00 AM,50.466,,,,,
103,05/27/19 07:00:00 AM,51.172,,,,,
104,05/27/19 08:00:00 AM,51.699,,,,,
105,05/27/19 09:00:00 AM,53.973,,,,,
106,05/27/19 10:00:00 AM,61.398,,,,,
107,05/27/19 11:00:00 AM,62.940,,,,,
108,05/27/19 12:00:00 PM,62.254,,,,,
109,05/27/19 01:00:00 PM,61.054,,,,,
110,05/27/19 02:00:00 PM,58.476,,,,,
111,05/27/19 03:00:00 PM,59.164,,,,,
112,05/27/19 04:00:00 PM,57.441,,,,,
113,05/27/19 05:00:00 PM,56.404,,,,,
114,05/27/19 06:00:00 PM,56.404,,,,,
115,05/27/19 07:00:00 PM,54.669,,,,,
116,05/27/19 08:00:00 PM,53.449,,,,,
117,05/27/19 09:00:00 PM,52.750,,,,,
118,05/27/19 10:00:00 PM,52.225,,,,,
119,05/27/19 11:00:00 PM,52.050,,,,,
120,05/28/19 12:00:00 AM,51.874,,,,,
121,05/28/19 01:00:00 AM,51.523,,,,,
122,05/28/19 02:00:00 AM,51.172,,,,,
123,05/28/19 03:00:00 AM,51.172,,,,,
124,05/28/19 04:00:00 AM,51.346,,,,,
125,05/28/19 05:00:00 AM,50.995,,,,,
126,05/28/19 06:00:00 AM,51.172,,,,,
127,05/28/19 07:00:00 AM,51.874,,,,,
128,05/28/19 08:00:00 AM,53.798,,,,,
129,05/28/19 09:00:00 AM,56.577,,,,,
130,05/28/19 10:00:00 AM,57.614,,,,,
131,05/28/19 11:00:00 AM,58.131,,,,,
132,05/28/19 12:00:00 PM,60.883,,,,,
133,05/28/19 01:00:00 PM,62.769,,,,,
134,05/28/19 02:00:00 PM,69.964,,,,,
135,05/28/19 03:00:00 PM,71.856,,,,,
136,05/28/19 04:00:00 PM,71.168,,,,,
137,05/28/19 05:00:00 PM,74.791,,,,,
138,05/28/19 06:00:00 PM,75.832,,,,,
139,05/28/19 07:00:00 PM,59.680,,,,,
140,05/28/19 08:00:00 PM,55.364,,,,,
141,05/28/19 09:00:00 PM,51.874,,,,,
142,05/28/19 10:00:00 PM,50.643,,,,,
143,05/28/19 11:00:00 PM,52.225,,,,,
144,05/29/19 12:00:00 AM,52.576,,,,,
145,05/29/19 01:00:00 AM,52.576,,,,,
146,05/29/19 02:00:00 AM,52.225,,,,,
147,05/29/19 03:00:00 AM,50.466,,,,,
148,05/29/19 04:00:00 AM,51.172,,,,,
149,05/29/19 05:00:00 AM,50.995,,,,,
150,05/29/19 06:00:00 AM,50.819,,,,,
151,05/29/19 07:00:00 AM,51.172,,,,,
152,05/29/19 08:00:00 AM,52.750,,,,,
153,05/29/19 09:00:00 AM,55.364,,,,,
154,05/29/19 10:00:00 AM,59.508,,,,,
155,05/29/19 11:00:00 AM,64.996,,,,,
156,05/29/19 12:00:00 PM,67.564,,,,,
157,05/29/19 01:00:00 PM,67.564,,,,,
158,05/29/19 02:00:00 PM,69.622,,,,,
159,05/29/19 03:00:00 PM,70.651,,,,,
160,05/29/19 04:00:00 PM,72.028,,,,,
161,05/29/19 05:00:00 PM,77.574,,,,,
162,05/29/19 06:00:00 PM,77.923,,,,,
163,05/29/19 07:00:00 PM,61.569,,,,,
164,05/29/19 08:00:00 PM,55.711,,,,,
165,05/29/19 09:00:00 PM,52.576,,,,,
166,05/29/19 10:00:00 PM,50.995,,,,,
167,05/29/19 11:00:00 PM,51.699,,,,,
168,05/30/19 12:00:00 AM,51.346,,,,,
169,05/30/19 01:00:00 AM,51.172,,,,,
170,05/30/19 02:00:00 AM,50.995,,,,,
171,05/30/19 03:00:00 AM,50.290,,,,,
172,05/30/19 04:00:00 AM,49.582,,,,,
173,05/30/19 05:00:00 AM,49.050,,,,,
174,05/30/19 06:00:00 AM,49.404,,,,,
175,05/30/19 07:00:00 AM,48.517,,,,,
176,05/30/19 08:00:00 AM,57.785,,,,,
177,05/30/19 09:00:00 AM,68.934,,,,,
178,05/30/19 10:00:00 AM,68.934,,,,,
179,05/30/19 11:00:00 AM,67.050,,,,,
180,05/30/19 12:00:00 PM,68.592,,,,,
181,05/30/19 01:00:00 PM,67.564,,,,,
182,05/30/19 02:00:00 PM,68.248,,,,,
183,05/30/19 03:00:00 PM,67.392,,,,,
184,05/30/19 04:00:00 PM,67.906,,,,,
185,05/30/19 05:00:00 PM,74.619,,,,,
186,05/30/19 06:00:00 PM,76.006,,,,,
187,05/30/19 07:00:00 PM,59.508,,,,,
188,05/30/19 08:00:00 PM,54.669,,,,,
189,05/30/19 09:00:00 PM,51.523,,,,,
190,05/30/19 10:00:00 PM,50.113,,,,,
191,05/30/19 11:00:00 PM,50.466,,,,,
192,05/31/19 12:00:00 AM,51.346,,,,,
193,05/31/19 01:00:00 AM,51.172,,,,,
194,05/31/19 02:00:00 AM,51.172,,,,,
195,05/31/19 03:00:00 AM,51.172,,,,,
196,05/31/19 04:00:00 AM,51.172,,,,,
197,05/31/19 05:00:00 AM,50.643,,,,,
198,05/31/19 06:00:00 AM,50.113,,,,,
199,05/31/19 07:00:00 AM,51.699,,,,,
200,05/31/19 08:00:00 AM,54.322,,,,,
201,05/31/19 09:00:00 AM,55.364,,,,,
202,05/31/19 10:00:00 AM,58.476,,,,,
203,05/31/19 11:00:00 AM,62.083,,,,,
204,05/31/19 12:00:00 PM,67.564,,,,,
205,05/31/19 01:00:00 PM,68.077,,,,,
206,05/31/19 02:00:00 PM,66.708,,,,,
207,05/31/19 03:00:00 PM,66.193,,,,,
208,05/31/19 04:00:00 PM,68.248,,,,,
209,05/31/19 05:00:00 PM,74.271,,,,,
210,05/31/19 06:00:00 PM,77.574,,,,,
211,05/31/19 07:00:00 PM,61.227,,,,,
212,05/31/19 08:00:00 PM,56.230,,,,,
213,05/31/19 09:00:00 PM,52.401,,,,,
214,05/31/19 10:00:00 PM,50.466,,,,,
215,05/31/19 11:00:00 PM,51.346,,,,,
216,06/01/19 12:00:00 AM,51.874,,,,,
217,06/01/19 01:00:00 AM,51.874,,,,,
218,06/01/19 02:00:00 AM,51.523,,,,,
219,06/01/19 03:00:00 AM,50.819,,,,,
220,06/01/19 04:00:00 AM,50.643,,,,,
221,06/01/19 05:00:00 AM,50.113,,,,,
222,06/01/19 06:00:00 AM,49.404,,,,,
223,06/01/19 07:00:00 AM,50.290,,,,,
224,06/01/19 08:00:00 AM,52.925,,,,,
225,06/01/19 09:00:00 AM,55.537,,,,,
226,06/01/19 10:00:00 AM,56.057,,,,,
227,06/01/19 11:00:00 AM,58.476,,,,,
228,06/01/19 12:00:00 PM,58.647,,,,,
229,06/01/19 01:00:00 PM,61.398,,,,,
230,06/01/19 02:00:00 PM,65.851,,,,,
231,06/01/19 03:00:00 PM,64.996,,,,,
232,06/01/19 04:00:00 PM,62.769,,,,,
233,06/01/19 05:00:00 PM,60.712,,,,,
234,06/01/19 06:00:00 PM,58.303,,,,,
235,06/01/19 07:00:00 PM,56.230,,,,,
236,06/01/19 08:00:00 PM,54.669,,,,,
237,06/01/19 09:00:00 PM,53.973,,,,,
238,06/01/19 10:00:00 PM,53.623,,,,,
239,06/01/19 11:00:00 PM,53.449,,,,,
240,06/02/19 12:00:00 AM,53.274,,,,,
241,06/02/19 01:00:00 AM,52.925,,,,,
242,06/02/19 02:00:00 AM,52.750,,,,,
243,06/02/19 03:00:00 AM,52.925,,,,,
244,06/02/19 04:00:00 AM,52.925,,,,,
245,06/02/19 05:00:00 AM,52.750,,,,,
246,06/02/19 05:45:01 AM,,0.12,,,,
247,06/02/19 06:00:00 AM,53.100,,,,,
248,06/02/19 07:00:00 AM,53.100,,,,,
249,06/02/19 08:00:00 AM,55.017,,,,,
250,06/02/19 08:41:58 AM,,0.13,,,,
251,06/02/19 09:00:00 AM,56.057,,,,,
252,06/02/19 10:00:00 AM,56.923,,,,,
253,06/02/19 11:00:00 AM,58.303,,,,,
254,06/02/19 12:00:00 PM,60.195,,,,,
255,06/02/19 01:00:00 PM,64.139,,,,,
256,06/02/19 02:00:00 PM,66.879,,,,,
257,06/02/19 03:00:00 PM,68.248,,,,,
258,06/02/19 04:00:00 PM,68.421,,,,,
259,06/02/19 05:00:00 PM,63.626,,,,,
260,06/02/19 06:00:00 PM,61.054,,,,,
261,06/02/19 07:00:00 PM,58.820,,,,,
262,06/02/19 08:00:00 PM,56.577,,,,,
263,06/02/19 09:00:00 PM,54.842,,,,,
264,06/02/19 10:00:00 PM,53.973,,,,,
265,06/02/19 11:00:00 PM,53.798,,,,,
266,06/03/19 12:00:00 AM,53.449,,,,,
267,06/03/19 01:00:00 AM,53.100,,,,,
268,06/03/19 02:00:00 AM,52.925,,,,,
269,06/03/19 03:00:00 AM,52.750,,,,,
270,06/03/19 04:00:00 AM,52.225,,,,,
271,06/03/19 05:00:00 AM,51.523,,,,,
272,06/03/19 06:00:00 AM,50.995,,,,,
273,06/03/19 07:00:00 AM,51.523,,,,,
274,06/03/19 08:00:00 AM,53.798,,,,,
275,06/03/19 09:00:00 AM,56.577,,,,,
276,06/03/19 10:00:00 AM,58.647,,,,,
277,06/03/19 11:00:00 AM,61.054,,,,,
278,06/03/19 12:00:00 PM,64.825,,,,,
279,06/03/19 01:00:00 PM,68.763,,,,,
280,06/03/19 02:00:00 PM,69.622,,,,,
281,06/03/19 03:00:00 PM,70.308,,,,,
282,06/03/19 04:00:00 PM,69.793,,,,,
283,06/03/19 05:00:00 PM,74.446,,,,,
284,06/03/19 06:00:00 PM,76.006,,,,,
285,06/03/19 07:00:00 PM,61.398,,,,,
286,06/03/19 08:00:00 PM,56.577,,,,,
287,06/03/19 09:00:00 PM,53.100,,,,,
288,06/03/19 10:00:00 PM,52.225,,,,,
289,06/03/19 11:00:00 PM,52.576,,,,,
290,06/04/19 12:00:00 AM,50.466,,,,,
291,06/04/19 01:00:00 AM,50.819,,,,,
292,06/04/19 02:00:00 AM,48.517,,,,,
293,06/04/19 03:00:00 AM,47.624,,,,,
294,06/04/19 04:00:00 AM,50.113,,,,,
295,06/04/19 05:00:00 AM,49.404,,,,,
296,06/04/19 06:00:00 AM,49.759,,,,,
297,06/04/19 07:00:00 AM,51.172,,,,,
298,06/04/19 08:00:00 AM,53.623,,,,,
299,06/04/19 09:00:00 AM,56.057,,,,,
300,06/04/19 10:00:00 AM,60.368,,,,,
301,06/04/19 11:00:00 AM,67.221,,,,,
302,06/04/19 12:00:00 PM,71.512,,,,,
303,06/04/19 01:00:00 PM,74.791,,,,,
304,06/04/19 02:00:00 PM,76.528,,,,,
305,06/04/19 03:00:00 PM,78.800,,,,,
306,06/04/19 04:00:00 PM,79.326,,,,,
307,06/04/19 05:00:00 PM,85.014,,,,,
308,06/04/19 06:00:00 PM,89.017,,,,,
309,06/04/19 07:00:00 PM,71.683,,,,,
310,06/04/19 08:00:00 PM,62.083,,,,,
311,06/04/19 09:00:00 PM,56.057,,,,,
312,06/04/19 10:00:00 PM,54.147,,,,,
313,06/04/19 11:00:00 PM,52.925,,,,,
314,06/05/19 12:00:00 AM,52.225,,,,,
315,06/05/19 01:00:00 AM,51.874,,,,,
316,06/05/19 02:00:00 AM,52.225,,,,,
317,06/05/19 03:00:00 AM,51.523,,,,,
318,06/05/19 04:00:00 AM,51.523,,,,,
319,06/05/19 05:00:00 AM,50.995,,,,,
320,06/05/19 06:00:00 AM,50.643,,,,,
321,06/05/19 07:00:00 AM,52.050,,,,,
322,06/05/19 08:00:00 AM,57.096,,,,,
323,06/05/19 09:00:00 AM,61.054,,,,,
324,06/05/19 10:00:00 AM,66.537,,,,,
325,06/05/19 11:00:00 AM,69.793,,,,,
326,06/05/19 12:00:00 PM,72.199,,,,,
327,06/05/19 01:00:00 PM,71.856,,,,,
328,06/05/19 02:00:00 PM,74.271,,,,,
329,06/05/19 03:00:00 PM,72.891,,,,,
330,06/05/19 04:00:00 PM,73.062,,,,,
331,06/05/19 05:00:00 PM,78.098,,,,,
332,06/05/19 06:00:00 PM,80.559,,,,,
333,06/05/19 07:00:00 PM,65.338,,,,,
334,06/05/19 08:00:00 PM,58.303,,,,,
335,06/05/19 09:00:00 PM,54.669,,,,,
336,06/05/19 10:00:00 PM,53.449,,,,,
337,06/05/19 11:00:00 PM,54.147,,,,,
338,06/06/19 12:00:00 AM,51.172,,,,,
339,06/06/19 01:00:00 AM,50.113,,,,,
340,06/06/19 02:00:00 AM,50.113,,,,,
341,06/06/19 03:00:00 AM,50.995,,,,,
342,06/06/19 04:00:00 AM,51.172,,,,,
343,06/06/19 05:00:00 AM,49.404,,,,,
344,06/06/19 06:00:00 AM,50.466,,,,,
345,06/06/19 07:00:00 AM,51.346,,,,,
346,06/06/19 08:00:00 AM,60.195,,,,,
347,06/06/19 09:00:00 AM,71.168,,,,,
348,06/06/19 10:00:00 AM,70.308,,,,,
349,06/06/19 11:00:00 AM,70.480,,,,,
350,06/06/19 12:00:00 PM,72.891,,,,,
351,06/06/19 01:00:00 PM,74.791,,,,,
352,06/06/19 02:00:00 PM,74.964,,,,,
353,06/06/19 03:00:00 PM,75.659,,,,,
354,06/06/19 04:00:00 PM,73.926,,,,,
355,06/06/19 05:00:00 PM,80.911,,,,,
356,06/06/19 06:00:00 PM,81.621,,,,,
357,06/06/19 07:00:00 PM,63.797,,,,,
358,06/06/19 08:00:00 PM,57.441,,,,,
359,06/06/19 09:00:00 PM,53.798,,,,,
360,06/06/19 10:00:00 PM,52.225,,,,,
361,06/06/19 11:00:00 PM,50.819,,,,,
362,06/07/19 12:00:00 AM,50.290,,,,,
363,06/07/19 01:00:00 AM,49.759,,,,,
364,06/07/19 02:00:00 AM,48.871,,,,,
365,06/07/19 03:00:00 AM,48.160,,,,,
366,06/07/19 04:00:00 AM,47.088,,,,,
367,06/07/19 05:00:00 AM,46.008,,,,,
368,06/07/19 06:00:00 AM,44.013,,,,,
369,06/07/19 07:00:00 AM,45.648,,,,,
370,06/07/19 08:00:00 AM,51.874,,,,,
371,06/07/19 09:00:00 AM,58.820,,,,,
372,06/07/19 10:00:00 AM,65.167,,,,,
373,06/07/19 11:00:00 AM,69.793,,,,,
374,06/07/19 12:00:00 PM,71.168,,,,,
375,06/07/19 01:00:00 PM,73.062,,,,,
376,06/07/19 02:00:00 PM,75.659,,,,,
377,06/07/19 03:00:00 PM,77.225,,,,,
378,06/07/19 04:00:00 PM,77.574,,,,,
379,06/07/19 05:00:00 PM,83.399,,,,,
380,06/07/19 06:00:00 PM,83.757,,,,,
381,06/07/19 07:00:00 PM,67.564,,,,,
382,06/07/19 08:00:00 PM,62.940,,,,,
383,06/07/19 09:00:00 PM,58.131,,,,,
384,06/07/19 10:00:00 PM,55.017,,,,,
385,06/07/19 11:00:00 PM,52.925,,,,,
386,06/08/19 12:00:00 AM,51.172,,,,,
387,06/08/19 01:00:00 AM,50.643,,,,,
388,06/08/19 02:00:00 AM,50.466,,,,,
389,06/08/19 03:00:00 AM,49.582,,,,,
390,06/08/19 04:00:00 AM,47.446,,,,,
391,06/08/19 05:00:00 AM,46.908,,,,,
392,06/08/19 06:00:00 AM,46.728,,,,,
393,06/08/19 07:00:00 AM,48.339,,,,,
394,06/08/19 08:00:00 AM,62.083,,,,,
395,06/08/19 09:00:00 AM,73.926,,,,,
396,06/08/19 10:00:00 AM,77.400,,,,,
397,06/08/19 11:00:00 AM,78.800,,,,,
398,06/08/19 12:00:00 PM,83.221,,,,,
399,06/08/19 01:00:00 PM,87.733,,,,,
400,06/08/19 02:00:00 PM,89.384,,,,,
401,06/08/19 03:00:00 PM,89.755,,,,,
402,06/08/19 04:00:00 PM,88.650,,,,,
403,06/08/19 05:00:00 PM,94.253,,,,,
404,06/08/19 06:00:00 PM,97.525,,,,,
405,06/08/19 07:00:00 PM,80.029,,,,,
406,06/08/19 08:00:00 PM,73.234,,,,,
407,06/08/19 09:00:00 PM,66.022,,,,,
408,06/08/19 10:00:00 PM,62.083,,,,,
409,06/08/19 11:00:00 PM,59.680,,,,,
410,06/09/19 12:00:00 AM,58.476,,,,,
411,06/09/19 01:00:00 AM,57.958,,,,,
412,06/09/19 02:00:00 AM,57.096,,,,,
413,06/09/19 03:00:00 AM,56.577,,,,,
414,06/09/19 04:00:00 AM,55.884,,,,,
415,06/09/19 05:00:00 AM,55.537,,,,,
416,06/09/19 06:00:00 AM,55.884,,,,,
417,06/09/19 07:00:00 AM,56.923,,,,,
418,06/09/19 08:00:00 AM,69.622,,,,,
419,06/09/19 09:00:00 AM,84.295,,,,,
420,06/09/19 10:00:00 AM,87.004,,,,,
421,06/09/19 11:00:00 AM,85.735,,,,,
422,06/09/19 12:00:00 PM,88.833,,,,,
423,06/09/19 01:00:00 PM,90.495,,,,,
424,06/09/19 02:00:00 PM,90.124,,,,,
425,06/09/19 03:00:00 PM,93.304,,,,,
426,06/09/19 04:00:00 PM,90.309,,,,,
427,06/09/19 05:00:00 PM,90.680,,,,,
428,06/09/19 06:00:00 PM,86.277,,,,,
429,06/09/19 07:00:00 PM,83.579,,,,,
430,06/09/19 08:00:00 PM,77.574,,,,,
431,06/09/19 09:00:00 PM,70.480,,,,,
432,06/09/19 10:00:00 PM,67.906,,,,,
433,06/09/19 11:00:00 PM,66.366,,,,,
434,06/10/19 12:00:00 AM,65.680,,,,,
435,06/10/19 01:00:00 AM,64.996,,,,,
436,06/10/19 02:00:00 AM,64.481,,,,,
437,06/10/19 03:00:00 AM,64.996,,,,,
438,06/10/19 04:00:00 AM,65.680,,,,,
439,06/10/19 05:00:00 AM,66.879,,,,,
440,06/10/19 06:00:00 AM,64.996,,,,,
441,06/10/19 07:00:00 AM,65.851,,,,,
442,06/10/19 08:00:00 AM,75.484,,,,,
443,06/10/19 09:00:00 AM,91.240,,,,,
444,06/10/19 10:00:00 AM,94.444,,,,,
445,06/10/19 11:00:00 AM,95.016,,,,,
446,06/10/19 12:00:00 PM,97.331,,,,,
447,06/10/19 01:00:00 PM,91.053,,,,,
448,06/10/19 02:00:00 PM,91.987,,,,,
449,06/10/19 03:00:00 PM,92.363,,,,,
450,06/10/19 04:00:00 PM,90.124,,,,,
451,06/10/19 05:00:00 PM,88.833,,,,,
452,06/10/19 06:00:00 PM,85.014,,,,,
453,06/10/19 07:00:00 PM,77.574,,,,,
454,06/10/19 08:00:00 PM,70.995,,,,,
455,06/10/19 09:00:00 PM,66.537,,,,,
456,06/10/19 10:00:00 PM,65.680,,,,,
457,06/10/19 11:00:00 PM,64.310,,,,,
458,06/11/19 12:00:00 AM,63.626,,,,,
459,06/11/19 01:00:00 AM,64.652,,,,,
460,06/11/19 02:00:00 AM,64.996,,,,,
461,06/11/19 03:00:00 AM,64.996,,,,,
462,06/11/19 04:00:00 AM,63.797,,,,,
463,06/11/19 05:00:00 AM,64.481,,,,,
464,06/11/19 06:00:00 AM,62.083,,,,,
465,06/11/19 07:00:00 AM,61.912,,,,,
466,06/11/19 08:00:00 AM,74.446,,,,,
467,06/11/19 09:00:00 AM,87.552,,,,,
468,06/11/19 10:00:00 AM,88.466,,,,,
469,06/11/19 11:00:00 AM,92.926,,,,,
470,06/11/19 12:00:00 PM,96.168,,,,,
471,06/11/19 01:00:00 PM,98.307,,,,,
472,06/11/19 02:00:00 PM,99.291,,,,,
473,06/11/19 03:00:00 PM,100.283,,,,,
474,06/11/19 04:00:00 PM,92.550,,,,,
475,06/11/19 05:00:00 PM,88.466,,,,,
476,06/11/19 06:00:00 PM,88.833,,,,,
477,06/11/19 07:00:00 PM,77.574,,,,,
478,06/11/19 08:00:00 PM,72.028,,,,,
479,06/11/19 09:00:00 PM,65.167,,,,,
480,06/11/19 10:00:00 PM,63.626,,,,,
481,06/11/19 11:00:00 PM,64.825,,,,,
482,06/12/19 12:00:00 AM,65.167,,,,,
483,06/12/19 01:00:00 AM,62.769,,,,,
484,06/12/19 02:00:00 AM,61.569,,,,,
485,06/12/19 03:00:00 AM,62.425,,,,,
486,06/12/19 04:00:00 AM,61.054,,,,,
487,06/12/19 05:00:00 AM,60.368,,,,,
488,06/12/19 06:00:00 AM,59.680,,,,,
489,06/12/19 07:00:00 AM,61.227,,,,,
490,06/12/19 08:00:00 AM,71.168,,,,,
491,06/12/19 09:00:00 AM,79.326,,,,,
492,06/12/19 10:00:00 AM,78.800,,,,,
493,06/12/19 11:00:00 AM,78.975,,,,,
494,06/12/19 12:00:00 PM,78.274,,,,,
495,06/12/19 01:00:00 PM,77.749,,,,,
496,06/12/19 02:00:00 PM,77.050,,,,,
497,06/12/19 03:00:00 PM,76.703,,,,,
498,06/12/19 04:00:00 PM,75.484,,,,,
499,06/12/19 05:00:00 PM,73.926,,,,,
500,06/12/19 06:00:00 PM,65.509,,,,,
501,06/12/19 07:00:00 PM,63.626,,,,,
502,06/12/19 08:00:00 PM,59.851,,,,,
503,06/12/19 09:00:00 PM,58.303,,,,,
504,06/12/19 10:00:00 PM,57.785,,,,,
505,06/12/19 11:00:00 PM,57.614,,,,,
506,06/13/19 12:00:00 AM,57.268,,,,,
507,06/13/19 01:00:00 AM,56.750,,,,,
508,06/13/19 02:00:00 AM,56.404,,,,,
509,06/13/19 03:00:00 AM,56.057,,,,,
510,06/13/19 04:00:00 AM,55.884,,,,,
511,06/13/19 05:00:00 AM,55.884,,,,,
512,06/13/19 06:00:00 AM,55.537,,,,,
513,06/13/19 07:00:00 AM,55.884,,,,,
514,06/13/19 08:00:00 AM,57.268,,,,,
515,06/13/19 09:00:00 AM,59.164,,,,,
516,06/13/19 10:00:00 AM,61.398,,,,,
517,06/13/19 11:00:00 AM,63.968,,,,,
518,06/13/19 12:00:00 PM,67.392,,,,,
519,06/13/19 01:00:00 PM,67.564,,,,,
520,06/13/19 02:00:00 PM,66.537,,,,,
521,06/13/19 03:00:00 PM,70.137,,,,,
