"Plot Title: SF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20521509, SEN S/N: 20521509)","Event, units (LGR S/N: 20521509, SEN S/N: 20521509)","Coupler Attached (LGR S/N: 20521509, SEN S/N: 20521509)","Coupler Detached (LGR S/N: 20521509, SEN S/N: 20521509)","Host Connected (LGR S/N: 20521509, SEN S/N: 20521509)","Stopped (LGR S/N: 20521509, SEN S/N: 20521509)","End Of File (LGR S/N: 20521509, SEN S/N: 20521509)"
287,06/03/19 02:00:00 PM,91.053,,,,,,
288,06/03/19 03:00:00 PM,92.737,,,,,,
289,06/03/19 04:00:00 PM,91.240,,,,,,
290,06/03/19 05:00:00 PM,87.915,,,,,,
291,06/03/19 06:00:00 PM,81.975,,,,,,
292,06/03/19 07:00:00 PM,78.624,,,,,,
293,06/03/19 08:00:00 PM,68.077,,,,,,
294,06/03/19 09:00:00 PM,61.569,,,,,,
295,06/03/19 10:00:00 PM,60.712,,,,,,
296,06/03/19 11:00:00 PM,57.785,,,,,,
297,06/04/19 12:00:00 AM,57.096,,,,,,
298,06/04/19 01:00:00 AM,57.268,,,,,,
299,06/04/19 02:00:00 AM,56.923,,,,,,
300,06/04/19 03:00:00 AM,55.884,,,,,,
301,06/04/19 04:00:00 AM,55.711,,,,,,
302,06/04/19 05:00:00 AM,56.230,,,,,,
303,06/04/19 06:00:00 AM,56.404,,,,,,
304,06/04/19 07:00:00 AM,56.923,,,,,,
305,06/04/19 08:00:00 AM,61.227,,,,,,
306,06/04/19 09:00:00 AM,81.266,,,,,,
307,06/04/19 10:00:00 AM,111.360,,,,,,
308,06/04/19 11:00:00 AM,118.441,,,,,,
309,06/04/19 12:00:00 PM,112.914,,,,,,
310,06/04/19 01:00:00 PM,100.882,,,,,,
311,06/04/19 02:00:00 PM,101.484,,,,,,
312,06/04/19 03:00:00 PM,102.088,,,,,,
313,06/04/19 04:00:00 PM,101.484,,,,,,
314,06/04/19 05:00:00 PM,96.555,,,,,,
315,06/04/19 06:00:00 PM,91.987,,,,,,
316,06/04/19 07:00:00 PM,86.459,,,,,,
317,06/04/19 08:00:00 PM,75.312,,,,,,
318,06/04/19 09:00:00 PM,67.564,,,,,,
319,06/04/19 10:00:00 PM,65.851,,,,,,
320,06/04/19 11:00:00 PM,63.455,,,,,,
321,06/05/19 12:00:00 AM,64.825,,,,,,
322,06/05/19 01:00:00 AM,66.022,,,,,,
323,06/05/19 02:00:00 AM,66.022,,,,,,
324,06/05/19 03:00:00 AM,65.167,,,,,,
325,06/05/19 04:00:00 AM,63.797,,,,,,
326,06/05/19 05:00:00 AM,63.111,,,,,,
327,06/05/19 06:00:00 AM,62.254,,,,,,
328,06/05/19 07:00:00 AM,64.139,,,,,,
329,06/05/19 08:00:00 AM,67.906,,,,,,
330,06/05/19 09:00:00 AM,86.641,,,,,,
331,06/05/19 10:00:00 AM,115.407,,,,,,
332,06/05/19 11:00:00 AM,119.158,,,,,,
333,06/05/19 12:00:00 PM,113.362,,,,,,
334,06/05/19 01:00:00 PM,100.083,,,,,,
335,06/05/19 02:00:00 PM,98.897,,,,,,
336,06/05/19 03:00:00 PM,100.283,,,,,,
337,06/05/19 04:00:00 PM,97.137,,,,,,
338,06/05/19 05:00:00 PM,91.425,,,,,,
339,06/05/19 06:00:00 PM,87.186,,,,,,
340,06/05/19 07:00:00 PM,79.853,,,,,,
341,06/05/19 08:00:00 PM,67.564,,,,,,
342,06/05/19 09:00:00 PM,60.368,,,,,,
343,06/05/19 10:00:00 PM,57.958,,,,,,
344,06/05/19 11:00:00 PM,61.569,,,,,,
345,06/06/19 12:00:00 AM,61.741,,,,,,
346,06/06/19 01:00:00 AM,59.508,,,,,,
347,06/06/19 02:00:00 AM,57.614,,,,,,
348,06/06/19 03:00:00 AM,55.364,,,,,,
349,06/06/19 04:00:00 AM,55.364,,,,,,
350,06/06/19 05:00:00 AM,53.973,,,,,,
351,06/06/19 06:00:00 AM,53.973,,,,,,
352,06/06/19 07:00:00 AM,54.147,,,,,,
353,06/06/19 08:00:00 AM,57.441,,,,,,
354,06/06/19 09:00:00 AM,77.400,,,,,,
355,06/06/19 10:00:00 AM,107.046,,,,,,
356,06/06/19 11:00:00 AM,113.137,,,,,,
357,06/06/19 12:00:00 PM,105.577,,,,,,
358,06/06/19 01:00:00 PM,94.062,,,,,,
359,06/06/19 02:00:00 PM,93.682,,,,,,
360,06/06/19 03:00:00 PM,91.240,,,,,,
361,06/06/19 04:00:00 PM,89.384,,,,,,
362,06/06/19 05:00:00 PM,81.621,,,,,,
363,06/06/19 06:00:00 PM,75.312,,,,,,
364,06/06/19 07:00:00 PM,70.308,,,,,,
365,06/06/19 08:00:00 PM,57.614,,,,,,
366,06/06/19 09:00:00 PM,51.523,,,,,,
367,06/06/19 10:00:00 PM,49.759,,,,,,
368,06/06/19 11:00:00 PM,49.050,,,,,,
369,06/07/19 12:00:00 AM,48.871,,,,,,
370,06/07/19 01:00:00 AM,48.695,,,,,,
371,06/07/19 02:00:00 AM,47.446,,,,,,
372,06/07/19 03:00:00 AM,45.828,,,,,,
373,06/07/19 04:00:00 AM,44.742,,,,,,
374,06/07/19 05:00:00 AM,42.548,,,,,,
375,06/07/19 06:00:00 AM,42.548,,,,,,
376,06/07/19 07:00:00 AM,47.624,,,,,,
377,06/07/19 08:00:00 AM,54.669,,,,,,
378,06/07/19 09:00:00 AM,66.022,,,,,,
379,06/07/19 10:00:00 AM,92.737,,,,,,
380,06/07/19 11:00:00 AM,106.835,,,,,,
381,06/07/19 12:00:00 PM,104.333,,,,,,
382,06/07/19 01:00:00 PM,91.425,,,,,,
383,06/07/19 02:00:00 PM,91.987,,,,,,
384,06/07/19 03:00:00 PM,92.550,,,,,,
385,06/07/19 04:00:00 PM,89.938,,,,,,
386,06/07/19 05:00:00 PM,85.735,,,,,,
387,06/07/19 06:00:00 PM,79.151,,,,,,
388,06/07/19 07:00:00 PM,72.891,,,,,,
389,06/07/19 08:00:00 PM,61.398,,,,,,
390,06/07/19 09:00:00 PM,56.404,,,,,,
391,06/07/19 10:00:00 PM,56.230,,,,,,
392,06/07/19 11:00:00 PM,56.577,,,,,,
393,06/08/19 12:00:00 AM,57.268,,,,,,
394,06/08/19 01:00:00 AM,56.923,,,,,,
395,06/08/19 02:00:00 AM,55.364,,,,,,
396,06/08/19 03:00:00 AM,56.230,,,,,,
397,06/08/19 04:00:00 AM,55.364,,,,,,
398,06/08/19 05:00:00 AM,54.669,,,,,,
399,06/08/19 06:00:00 AM,55.017,,,,,,
400,06/08/19 07:00:00 AM,55.189,,,,,,
401,06/08/19 08:00:00 AM,59.337,,,,,,
402,06/08/19 09:00:00 AM,81.797,,,,,,
403,06/08/19 10:00:00 AM,108.322,,,,,,
404,06/08/19 11:00:00 AM,115.867,,,,,,
405,06/08/19 12:00:00 PM,112.244,,,,,,
406,06/08/19 01:00:00 PM,100.882,,,,,,
407,06/08/19 02:00:00 PM,100.683,,,,,,
408,06/08/19 03:00:00 PM,100.483,,,,,,
409,06/08/19 04:00:00 PM,97.525,,,,,,
410,06/08/19 05:00:00 PM,92.550,,,,,,
411,06/08/19 06:00:00 PM,87.004,,,,,,
412,06/08/19 07:00:00 PM,81.266,,,,,,
413,06/08/19 08:00:00 PM,70.308,,,,,,
414,06/08/19 09:00:00 PM,63.111,,,,,,
415,06/08/19 10:00:00 PM,63.797,,,,,,
416,06/08/19 11:00:00 PM,63.797,,,,,,
417,06/09/19 12:00:00 AM,62.940,,,,,,
418,06/09/19 01:00:00 AM,63.111,,,,,,
419,06/09/19 02:00:00 AM,62.769,,,,,,
420,06/09/19 03:00:00 AM,62.769,,,,,,
421,06/09/19 04:00:00 AM,62.083,,,,,,
422,06/09/19 05:00:00 AM,61.741,,,,,,
423,06/09/19 06:00:00 AM,60.368,,,,,,
424,06/09/19 07:00:00 AM,63.111,,,,,,
425,06/09/19 08:00:00 AM,66.537,,,,,,
426,06/09/19 09:00:00 AM,91.800,,,,,,
427,06/09/19 10:00:00 AM,117.968,,,,,,
428,06/09/19 11:00:00 AM,125.096,,,,,,
429,06/09/19 12:00:00 PM,117.498,,,,,,
430,06/09/19 01:00:00 PM,106.835,,,,,,
431,06/09/19 02:00:00 PM,105.161,,,,,,
432,06/09/19 03:00:00 PM,108.750,,,,,,
433,06/09/19 04:00:00 PM,98.110,,,,,,
434,06/09/19 05:00:00 PM,95.207,,,,,,
435,06/09/19 06:00:00 PM,88.833,,,,,,
436,06/09/19 07:00:00 PM,84.654,,,,,,
437,06/09/19 08:00:00 PM,77.050,,,,,,
438,06/09/19 09:00:00 PM,72.545,,,,,,
439,06/09/19 10:00:00 PM,72.372,,,,,,
440,06/09/19 11:00:00 PM,69.622,,,,,,
441,06/10/19 12:00:00 AM,69.622,,,,,,
442,06/10/19 01:00:00 AM,68.248,,,,,,
443,06/10/19 02:00:00 AM,67.564,,,,,,
444,06/10/19 03:00:00 AM,67.735,,,,,,
445,06/10/19 04:00:00 AM,67.906,,,,,,
446,06/10/19 05:00:00 AM,69.278,,,,,,
447,06/10/19 06:00:00 AM,68.934,,,,,,
448,06/10/19 07:00:00 AM,68.421,,,,,,
449,06/10/19 08:00:00 AM,73.234,,,,,,
450,06/10/19 09:00:00 AM,97.720,,,,,,
451,06/10/19 10:00:00 AM,120.119,,,,,,
452,06/10/19 11:00:00 AM,125.868,,,,,,
453,06/10/19 12:00:00 PM,124.840,,,,,,
454,06/10/19 01:00:00 PM,112.467,,,,,,
455,06/10/19 02:00:00 PM,111.801,,,,,,
456,06/10/19 03:00:00 PM,108.322,,,,,,
457,06/10/19 04:00:00 PM,104.333,,,,,,
458,06/10/19 05:00:00 PM,95.016,,,,,,
459,06/10/19 06:00:00 PM,87.552,,,,,,
460,06/10/19 07:00:00 PM,84.834,,,,,,
461,06/10/19 08:00:00 PM,76.528,,,,,,
462,06/10/19 09:00:00 PM,73.580,,,,,,
463,06/10/19 10:00:00 PM,72.545,,,,,,
464,06/10/19 11:00:00 PM,72.718,,,,,,
465,06/11/19 12:00:00 AM,73.234,,,,,,
466,06/11/19 01:00:00 AM,73.926,,,,,,
467,06/11/19 02:00:00 AM,75.139,,,,,,
468,06/11/19 03:00:00 AM,72.891,,,,,,
469,06/11/19 04:00:00 AM,73.753,,,,,,
470,06/11/19 05:00:00 AM,74.271,,,,,,
471,06/11/19 06:00:00 AM,72.718,,,,,,
472,06/11/19 07:00:00 AM,72.199,,,,,,
473,06/11/19 08:00:00 AM,75.484,,,,,,
474,06/11/19 09:00:00 AM,100.083,,,,,,
475,06/11/19 10:00:00 AM,123.321,,,,,,
476,06/11/19 11:00:00 AM,130.660,,,,,,
477,06/11/19 12:00:00 PM,125.868,,,,,,
478,06/11/19 01:00:00 PM,114.265,,,,,,
479,06/11/19 02:00:00 PM,116.100,,,,,,
480,06/11/19 03:00:00 PM,114.949,,,,,,
481,06/11/19 04:00:00 PM,106.414,,,,,,
482,06/11/19 05:00:00 PM,97.720,,,,,,
483,06/11/19 06:00:00 PM,95.016,,,,,,
484,06/11/19 07:00:00 PM,86.459,,,,,,
485,06/11/19 08:00:00 PM,81.090,,,,,,
486,06/11/19 09:00:00 PM,74.098,,,,,,
487,06/11/19 10:00:00 PM,72.028,,,,,,
488,06/11/19 11:00:00 PM,74.098,,,,,,
489,06/12/19 12:00:00 AM,75.484,,,,,,
490,06/12/19 01:00:00 AM,74.446,,,,,,
491,06/12/19 02:00:00 AM,73.753,,,,,,
492,06/12/19 03:00:00 AM,73.580,,,,,,
493,06/12/19 04:00:00 AM,71.168,,,,,,
494,06/12/19 05:00:00 AM,70.480,,,,,,
495,06/12/19 06:00:00 AM,68.248,,,,,,
496,06/12/19 07:00:00 AM,69.107,,,,,,
497,06/12/19 08:00:00 AM,69.964,,,,,,
498,06/12/19 09:00:00 AM,92.926,,,,,,
499,06/12/19 10:00:00 AM,115.637,,,,,,
500,06/12/19 11:00:00 AM,122.324,,,,,,
