"Plot Title: LC RRG"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Attached (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Detached (LGR S/N: 10592081, SEN S/N: 10592081)","Stopped (LGR S/N: 10592081, SEN S/N: 10592081)","End Of File (LGR S/N: 10592081, SEN S/N: 10592081)"
37,02/06/15 06:10:50 PM,0.36,,,,
38,02/06/15 06:12:20 PM,0.37,,,,
39,02/06/15 06:13:14 PM,0.38,,,,
40,02/06/15 06:14:33 PM,0.39,,,,
41,02/06/15 06:15:57 PM,0.40,,,,
42,02/06/15 06:18:31 PM,0.41,,,,
43,02/06/15 06:20:06 PM,0.42,,,,
44,02/06/15 06:22:20 PM,0.43,,,,
45,02/06/15 06:24:03 PM,0.44,,,,
46,02/06/15 06:26:37 PM,0.45,,,,
47,02/06/15 06:29:15 PM,0.46,,,,
48,02/06/15 06:32:34 PM,0.47,,,,
49,02/06/15 06:37:18 PM,0.48,,,,
50,02/06/15 06:44:13 PM,0.49,,,,
51,02/06/15 06:48:19 PM,0.50,,,,
52,02/06/15 06:50:00 PM,0.51,,,,
53,02/06/15 06:52:41 PM,0.52,,,,
54,02/06/15 06:56:29 PM,0.53,,,,
55,02/06/15 06:58:45 PM,0.54,,,,
56,02/06/15 07:02:24 PM,0.55,,,,
57,02/06/15 07:04:56 PM,0.56,,,,
58,02/06/15 07:07:20 PM,0.57,,,,
59,02/06/15 07:09:37 PM,0.58,,,,
60,02/06/15 07:15:16 PM,0.59,,,,
61,02/06/15 07:22:11 PM,0.60,,,,
62,02/06/15 07:53:47 PM,0.61,,,,
63,02/06/15 07:56:50 PM,0.62,,,,
64,02/06/15 08:07:58 PM,0.63,,,,
65,02/06/15 08:23:37 PM,0.64,,,,
66,02/06/15 08:43:46 PM,0.65,,,,
67,02/06/15 08:50:50 PM,0.66,,,,
68,02/06/15 09:03:26 PM,0.67,,,,
69,02/06/15 09:06:54 PM,0.68,,,,
70,02/06/15 09:19:25 PM,0.69,,,,
71,02/06/15 09:23:27 PM,0.70,,,,
72,02/06/15 09:28:54 PM,0.71,,,,
73,02/06/15 09:33:32 PM,0.72,,,,
74,02/06/15 09:39:25 PM,0.73,,,,
75,02/06/15 09:45:57 PM,0.74,,,,
76,02/06/15 09:56:26 PM,0.75,,,,
77,02/06/15 10:08:48 PM,0.76,,,,
78,02/06/15 10:31:53 PM,0.77,,,,
79,02/06/15 10:45:51 PM,0.78,,,,
80,02/06/15 10:53:54 PM,0.79,,,,
81,02/06/15 11:11:30 PM,0.80,,,,
82,02/06/15 11:56:46 PM,0.81,,,,
83,02/07/15 02:01:40 AM,0.82,,,,
84,02/07/15 03:36:03 AM,0.83,,,,
85,02/07/15 03:40:54 AM,0.84,,,,
86,02/07/15 07:04:45 AM,0.85,,,,
87,02/07/15 07:38:29 AM,0.86,,,,
88,02/07/15 08:17:18 AM,0.87,,,,
89,02/07/15 08:25:22 AM,0.88,,,,
90,02/07/15 08:37:01 AM,0.89,,,,
91,02/07/15 09:14:06 AM,0.90,,,,
92,02/07/15 09:36:30 AM,0.91,,,,
93,02/07/15 09:38:29 AM,0.92,,,,
94,02/07/15 11:41:54 AM,0.93,,,,
95,02/07/15 01:54:07 PM,0.94,,,,
96,02/08/15 01:42:35 AM,0.95,,,,
97,02/08/15 07:20:20 AM,0.96,,,,
98,02/08/15 07:27:20 AM,0.97,,,,
99,02/08/15 07:30:05 AM,0.98,,,,
100,02/08/15 07:31:53 AM,0.99,,,,
101,02/08/15 07:33:26 AM,1.00,,,,
102,02/08/15 07:36:56 AM,1.01,,,,
103,02/08/15 07:39:20 AM,1.02,,,,
104,02/08/15 07:42:16 AM,1.03,,,,
105,02/08/15 07:45:25 AM,1.04,,,,
106,02/08/15 07:48:25 AM,1.05,,,,
107,02/08/15 07:51:20 AM,1.06,,,,
108,02/08/15 07:53:47 AM,1.07,,,,
109,02/08/15 07:57:07 AM,1.08,,,,
110,02/08/15 07:59:21 AM,1.09,,,,
111,02/08/15 08:01:39 AM,1.10,,,,
112,02/08/15 08:04:48 AM,1.11,,,,
113,02/08/15 08:07:56 AM,1.12,,,,
114,02/08/15 08:10:29 AM,1.13,,,,
115,02/08/15 08:12:55 AM,1.14,,,,
116,02/08/15 08:15:45 AM,1.15,,,,
117,02/08/15 08:17:28 AM,1.16,,,,
118,02/08/15 08:19:55 AM,1.17,,,,
119,02/08/15 08:23:29 AM,1.18,,,,
120,02/08/15 08:28:40 AM,1.19,,,,
121,02/08/15 08:32:48 AM,1.20,,,,
122,02/08/15 08:36:08 AM,1.21,,,,
123,02/08/15 08:39:26 AM,1.22,,,,
124,02/08/15 08:43:12 AM,1.23,,,,
125,02/08/15 08:45:50 AM,1.24,,,,
126,02/08/15 08:48:10 AM,1.25,,,,
127,02/08/15 08:51:16 AM,1.26,,,,
128,02/08/15 08:58:29 AM,1.27,,,,
129,02/08/15 09:02:32 AM,1.28,,,,
130,02/08/15 09:06:34 AM,1.29,,,,
131,02/08/15 09:08:56 AM,1.30,,,,
132,02/08/15 09:08:57 AM,1.31,,,,
133,02/08/15 09:11:15 AM,1.32,,,,
134,02/08/15 09:14:28 AM,1.33,,,,
135,02/08/15 09:14:29 AM,1.34,,,,
136,02/08/15 09:14:56 AM,1.35,,,,
137,02/08/15 09:15:46 AM,1.36,,,,
138,02/08/15 09:16:42 AM,1.37,,,,
139,02/08/15 09:17:31 AM,1.38,,,,
140,02/08/15 09:18:53 AM,1.39,,,,
141,02/08/15 09:20:05 AM,1.40,,,,
142,02/08/15 09:21:42 AM,1.41,,,,
143,02/08/15 09:22:45 AM,1.42,,,,
144,02/08/15 09:23:05 AM,1.43,,,,
145,02/08/15 09:23:40 AM,1.44,,,,
146,02/08/15 09:25:37 AM,1.45,,,,
147,02/08/15 09:27:02 AM,1.46,,,,
148,02/08/15 09:29:26 AM,1.47,,,,
149,02/08/15 09:30:27 AM,1.48,,,,
150,02/08/15 09:31:01 AM,1.49,,,,
151,02/08/15 09:31:40 AM,1.50,,,,
152,02/08/15 09:55:02 AM,1.51,,,,
153,02/08/15 11:21:24 AM,1.52,,,,
154,02/08/15 11:21:52 AM,1.53,,,,
155,02/08/15 11:22:36 AM,1.54,,,,
156,02/08/15 11:25:56 AM,1.55,,,,
157,02/08/15 11:26:47 AM,1.56,,,,
158,02/08/15 11:29:47 AM,1.57,,,,
159,02/08/15 11:35:11 AM,1.58,,,,
160,02/08/15 11:39:51 AM,1.59,,,,
161,02/08/15 12:03:25 PM,1.60,,,,
162,02/08/15 12:15:19 PM,1.61,,,,
163,02/08/15 12:16:18 PM,1.62,,,,
164,02/08/15 12:19:08 PM,1.63,,,,
165,02/08/15 12:24:14 PM,1.64,,,,
166,02/08/15 12:54:29 PM,1.65,,,,
167,02/08/15 01:01:49 PM,1.66,,,,
168,02/08/15 01:22:37 PM,1.67,,,,
169,02/08/15 01:30:41 PM,1.68,,,,
170,02/08/15 01:50:56 PM,1.69,,,,
171,02/08/15 01:55:14 PM,1.70,,,,
172,02/08/15 02:34:30 PM,1.71,,,,
173,02/08/15 02:40:46 PM,1.72,,,,
174,02/08/15 03:09:05 PM,1.73,,,,
175,02/08/15 03:15:25 PM,1.74,,,,
176,02/09/15 12:05:13 AM,1.75,,,,
177,02/09/15 12:07:23 AM,1.76,,,,
178,02/09/15 12:09:26 AM,1.77,,,,
179,02/09/15 07:50:34 AM,1.78,,,,
180,02/11/15 12:37:36 PM,,Logged,,,
181,02/11/15 12:37:52 PM,,,Logged,,
182,02/11/15 12:37:55 PM,,Logged,,,
183,02/11/15 12:38:05 PM,1.78,,,Logged,Logged
