"Plot Title: UNF"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 10592083, SEN S/N: 10592083, LBL: UNF)","Coupler Attached (LGR S/N: 10592083, SEN S/N: 10592083)","Stopped (LGR S/N: 10592083, SEN S/N: 10592083)","End Of File (LGR S/N: 10592083, SEN S/N: 10592083)"
156,04/25/15 02:23:46 AM,155.00,,,
157,04/25/15 02:26:19 AM,156.00,,,
158,04/25/15 02:29:05 AM,157.00,,,
159,04/25/15 02:34:25 AM,158.00,,,
160,04/25/15 02:39:26 AM,159.00,,,
161,04/25/15 02:42:04 AM,160.00,,,
162,04/25/15 02:43:56 AM,161.00,,,
163,04/25/15 02:45:19 AM,162.00,,,
164,04/25/15 02:46:53 AM,163.00,,,
165,04/25/15 02:48:48 AM,164.00,,,
166,04/25/15 02:50:47 AM,165.00,,,
167,04/25/15 02:52:50 AM,166.00,,,
168,04/25/15 02:55:19 AM,167.00,,,
169,04/25/15 02:57:24 AM,168.00,,,
170,04/25/15 02:59:38 AM,169.00,,,
171,04/25/15 03:01:00 AM,170.00,,,
172,04/25/15 03:02:34 AM,171.00,,,
173,04/25/15 03:04:19 AM,172.00,,,
174,04/25/15 03:06:03 AM,173.00,,,
175,04/25/15 03:07:52 AM,174.00,,,
176,04/25/15 03:09:50 AM,175.00,,,
177,04/25/15 03:11:57 AM,176.00,,,
178,04/25/15 03:13:58 AM,177.00,,,
179,04/25/15 03:17:05 AM,178.00,,,
180,04/25/15 03:19:48 AM,179.00,,,
181,04/25/15 03:24:23 AM,180.00,,,
182,04/25/15 03:28:52 AM,181.00,,,
183,04/25/15 03:31:33 AM,182.00,,,
184,04/25/15 03:34:31 AM,183.00,,,
185,04/25/15 03:36:11 AM,184.00,,,
186,04/25/15 03:38:17 AM,185.00,,,
187,04/25/15 03:42:14 AM,186.00,,,
188,04/25/15 03:44:54 AM,187.00,,,
189,04/25/15 03:47:02 AM,188.00,,,
190,04/25/15 03:49:21 AM,189.00,,,
191,04/25/15 03:51:49 AM,190.00,,,
192,04/25/15 03:55:39 AM,191.00,,,
193,04/25/15 04:00:44 AM,192.00,,,
194,04/25/15 04:17:59 AM,193.00,,,
195,04/25/15 04:30:21 AM,194.00,,,
196,04/25/15 04:36:06 AM,195.00,,,
197,05/07/15 12:57:36 PM,196.00,,,
198,05/15/15 09:43:24 AM,,Logged,,
199,05/15/15 09:43:28 AM,196.00,,Logged,Logged
