"Plot Title: HS"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668992, SEN S/N: 9668992)","Batt, V (LGR S/N: 9668992, SEN S/N: 9668992)","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
74,05/24/11 02:26:57 PM,67.050,2.99,,,
75,05/24/11 02:26:58 PM,67.050,2.99,,,
76,05/24/11 02:26:59 PM,66.879,2.99,,,
77,05/24/11 02:27:00 PM,66.879,2.99,,,
78,05/24/11 02:27:01 PM,67.050,2.99,,,
79,05/24/11 02:27:02 PM,66.879,2.99,,,
80,05/24/11 02:27:03 PM,66.879,2.99,,,
81,05/24/11 02:27:04 PM,66.879,2.99,,,
82,05/24/11 02:27:05 PM,66.879,2.99,,,
83,05/24/11 02:27:06 PM,66.879,2.99,,,
84,05/24/11 02:27:07 PM,66.879,2.99,,,
85,05/24/11 02:27:08 PM,66.879,2.99,,,
86,05/24/11 02:27:09 PM,66.879,2.99,,,
87,05/24/11 02:27:10 PM,66.879,2.99,,,
88,05/24/11 02:27:11 PM,66.879,2.99,,,
89,05/24/11 02:27:12 PM,66.879,2.99,,,
90,05/24/11 02:27:13 PM,66.879,2.99,,,
91,05/24/11 02:27:14 PM,66.879,2.99,,,
92,05/24/11 02:27:15 PM,66.879,2.99,,,
93,05/24/11 02:27:16 PM,66.879,2.99,,,
94,05/24/11 02:27:17 PM,66.879,2.99,,,
95,05/24/11 02:27:18 PM,66.879,2.99,,,
96,05/24/11 02:27:19 PM,66.879,2.99,,,
97,05/24/11 02:27:20 PM,66.879,2.99,,,
98,05/24/11 02:27:21 PM,66.879,2.99,,,
99,05/24/11 02:27:22 PM,66.879,2.99,,,
100,05/24/11 02:27:23 PM,66.879,2.99,,,
101,05/24/11 02:27:24 PM,66.879,2.99,,,
102,05/24/11 02:27:25 PM,66.879,2.99,,,
103,05/24/11 02:27:26 PM,66.879,2.99,,,
104,05/24/11 02:27:27 PM,66.879,2.99,,,
105,05/24/11 02:27:28 PM,66.879,2.99,,,
106,05/24/11 02:27:29 PM,66.879,2.99,,,
107,05/24/11 02:27:30 PM,66.879,2.99,,,
108,05/24/11 02:27:31 PM,66.879,2.99,,,
109,05/24/11 02:27:32 PM,66.879,2.99,,,
110,05/24/11 02:27:33 PM,66.879,2.99,,,
111,05/24/11 02:27:34 PM,66.879,2.99,,,
112,05/24/11 02:27:35 PM,66.879,2.99,,,
113,05/24/11 02:27:36 PM,66.879,2.99,,,
114,05/24/11 02:27:37 PM,66.879,2.99,,,
115,05/24/11 02:27:38 PM,66.879,2.99,,,
116,05/24/11 02:27:39 PM,66.879,2.99,,,
117,05/24/11 02:27:40 PM,66.879,2.99,,,
118,05/24/11 02:27:41 PM,66.879,2.99,,,
119,05/24/11 02:27:42 PM,66.879,2.99,,,
120,05/24/11 02:27:43 PM,66.879,2.99,,,
121,05/24/11 02:27:44 PM,66.708,2.99,,,
122,05/24/11 02:27:45 PM,66.708,2.99,,,
123,05/24/11 02:27:46 PM,66.708,2.99,,,
124,05/24/11 02:27:47 PM,66.708,2.99,,,
125,05/24/11 02:27:48 PM,66.708,2.99,,,
126,05/24/11 02:27:49 PM,66.708,2.99,,,
127,05/24/11 02:27:50 PM,66.708,2.99,,,
128,05/24/11 02:27:51 PM,66.708,2.99,,,
129,05/24/11 02:27:52 PM,66.708,2.99,,,
130,05/24/11 02:27:53 PM,66.708,2.99,,,
131,05/24/11 02:27:54 PM,66.708,2.99,,,
132,05/24/11 02:27:55 PM,66.708,2.99,,,
133,05/24/11 02:27:56 PM,66.708,2.99,,,
134,05/24/11 02:27:57 PM,66.708,2.99,,,
135,05/24/11 02:27:58 PM,66.708,2.99,,,
136,05/24/11 02:27:59 PM,66.708,2.99,,,
137,05/24/11 02:28:00 PM,66.708,2.99,,,
138,05/24/11 02:28:01 PM,66.708,2.99,,,
139,05/24/11 02:28:02 PM,66.708,2.99,,,
140,05/24/11 02:28:03 PM,66.708,2.99,,,
141,05/24/11 02:28:04 PM,66.708,2.99,,,
142,05/24/11 02:28:05 PM,66.708,2.99,,,
143,05/24/11 02:28:06 PM,66.537,2.99,,,
144,05/24/11 02:28:07 PM,66.537,2.99,,,
145,05/24/11 02:28:08 PM,66.537,2.99,,,
146,05/24/11 02:28:09 PM,66.537,2.99,,,
147,05/24/11 02:28:10 PM,66.537,2.99,,,
148,05/24/11 02:28:11 PM,66.537,2.99,,,
149,05/24/11 02:28:12 PM,66.537,2.99,,,
150,05/24/11 02:28:13 PM,66.537,2.99,,,
151,05/24/11 02:28:14 PM,66.537,2.99,,,
152,05/24/11 02:28:15 PM,66.537,2.99,,,
153,05/24/11 02:28:16 PM,66.537,2.99,,,
154,05/24/11 02:28:17 PM,66.537,2.99,,,
155,05/24/11 02:28:18 PM,66.537,2.99,,,
156,05/24/11 02:28:19 PM,66.537,2.99,,,
157,05/24/11 02:28:20 PM,66.537,2.99,,,
158,05/24/11 02:28:21 PM,66.537,2.99,,,
159,05/24/11 02:28:22 PM,66.537,2.99,,,
160,05/24/11 02:28:23 PM,66.537,2.99,,,
161,05/24/11 02:28:24 PM,66.537,2.99,,,
162,05/24/11 02:28:25 PM,66.537,2.99,,,
163,05/24/11 02:28:26 PM,66.537,2.99,,,
164,05/24/11 02:28:27 PM,66.537,2.99,,,
165,05/24/11 02:28:28 PM,66.537,2.99,,,
166,05/24/11 02:28:29 PM,66.537,2.99,,,
167,05/24/11 02:28:30 PM,66.537,2.99,,,
168,05/24/11 02:28:31 PM,66.537,2.99,,,
169,05/24/11 02:28:32 PM,66.537,2.99,,,
170,05/24/11 02:28:33 PM,66.537,2.99,,,
171,05/24/11 02:28:34 PM,66.537,2.99,,,
172,05/24/11 02:28:35 PM,66.537,2.99,,,
173,05/24/11 02:28:36 PM,66.537,2.99,,,
174,05/24/11 02:28:37 PM,66.537,2.99,,,
175,05/24/11 02:28:38 PM,66.537,2.99,,,
176,05/24/11 02:28:39 PM,66.537,2.99,,,
177,05/24/11 02:28:40 PM,66.537,2.99,,,
178,05/24/11 02:28:41 PM,66.537,2.99,,,
179,05/24/11 02:28:42 PM,66.366,2.99,,,
180,05/24/11 02:28:43 PM,66.366,2.99,,,
181,05/24/11 02:28:44 PM,66.366,2.99,,,
182,05/24/11 02:28:45 PM,66.366,2.99,,,
183,05/24/11 02:28:46 PM,66.366,2.99,,,
184,05/24/11 02:28:47 PM,66.366,2.99,,,
185,05/24/11 02:28:48 PM,66.366,2.99,,,
186,05/24/11 02:28:49 PM,66.366,2.99,,,
187,05/24/11 02:28:50 PM,66.366,2.99,,,
188,05/24/11 02:28:51 PM,66.366,2.99,,,
189,05/24/11 02:28:52 PM,66.366,2.99,,,
190,05/24/11 02:28:53 PM,66.366,2.99,,,
191,05/24/11 02:28:54 PM,66.366,2.99,,,
192,05/24/11 02:28:55 PM,66.366,2.99,,,
193,05/24/11 02:28:56 PM,66.366,2.99,,,
194,05/24/11 02:28:57 PM,66.366,2.99,,,
195,05/24/11 02:28:58 PM,66.366,2.99,,,
196,05/24/11 02:28:59 PM,66.366,2.99,,,
197,05/24/11 02:29:00 PM,66.366,2.99,,,
198,05/24/11 02:29:01 PM,66.366,2.99,,,
199,05/24/11 02:29:02 PM,66.366,2.99,,,
200,05/24/11 02:29:03 PM,66.366,2.99,,,
201,05/24/11 02:29:04 PM,66.366,2.99,,,
202,05/24/11 02:29:05 PM,66.366,2.99,,,
203,05/24/11 02:29:06 PM,66.366,2.99,,,
204,05/24/11 02:29:07 PM,66.366,2.99,,,
205,05/24/11 02:29:08 PM,66.366,2.99,,,
206,05/24/11 02:29:09 PM,66.366,2.99,,,
207,05/24/11 02:29:10 PM,66.366,2.99,,,
208,05/24/11 02:29:11 PM,66.366,2.99,,,
209,05/24/11 02:29:12 PM,66.366,2.99,,,
210,05/24/11 02:29:13 PM,66.366,2.99,,,
211,05/24/11 02:29:14 PM,66.366,2.99,,,
212,05/24/11 02:29:15 PM,66.366,2.99,,,
213,05/24/11 02:29:16 PM,66.366,2.99,,,
214,05/24/11 02:29:17 PM,66.366,2.99,,,
215,05/24/11 02:29:18 PM,66.366,2.99,,,
216,05/24/11 02:29:19 PM,66.366,2.99,,,
217,05/24/11 02:29:20 PM,66.366,2.99,,,
218,05/24/11 02:29:21 PM,66.366,2.99,,,
219,05/24/11 02:29:22 PM,66.366,2.99,,,
220,05/24/11 02:29:23 PM,66.366,2.99,,,
221,05/24/11 02:29:24 PM,66.366,2.99,,,
222,05/24/11 02:29:25 PM,66.366,2.99,,,
223,05/24/11 02:29:26 PM,66.366,2.99,,,
224,05/24/11 02:29:27 PM,66.366,2.99,,,
225,05/24/11 02:29:28 PM,66.366,2.99,,,
226,05/24/11 02:29:29 PM,66.366,2.99,,,
227,05/24/11 02:29:30 PM,66.366,2.99,,,
228,05/24/11 02:29:31 PM,66.366,2.99,,,
229,05/24/11 02:29:32 PM,66.366,2.99,,,
230,05/24/11 02:29:33 PM,66.366,2.99,,,
231,05/24/11 02:29:34 PM,66.366,2.99,,,
232,05/24/11 02:29:35 PM,66.366,2.99,,,
233,05/24/11 02:29:36 PM,66.366,2.99,,,
234,05/24/11 02:29:37 PM,66.366,2.99,,,
235,05/24/11 02:29:38 PM,66.366,2.99,,,
236,05/24/11 02:29:39 PM,66.366,2.99,,,
237,05/24/11 02:29:40 PM,66.366,2.99,,,
238,05/24/11 02:29:41 PM,66.366,2.99,,,
239,05/24/11 02:29:42 PM,66.366,2.99,,,
240,05/24/11 02:29:43 PM,66.366,2.99,,,
241,05/24/11 02:29:44 PM,66.366,2.99,,,
242,05/24/11 02:29:45 PM,66.366,2.99,,,
243,05/24/11 02:29:46 PM,66.366,2.99,,,
244,05/24/11 02:29:47 PM,66.366,2.99,,,
245,05/24/11 02:29:48 PM,66.366,2.99,,,
246,05/24/11 02:29:49 PM,66.366,2.99,,,
247,05/24/11 02:29:50 PM,66.366,2.99,,,
248,05/24/11 02:29:51 PM,66.366,2.99,,,
249,05/24/11 02:29:52 PM,66.366,2.99,,,
250,05/24/11 02:29:53 PM,66.366,2.99,,,
251,05/24/11 02:29:54 PM,66.366,2.99,,,
252,05/24/11 02:29:55 PM,66.366,2.99,,,
253,05/24/11 02:29:56 PM,66.366,2.99,,,
254,05/24/11 02:29:57 PM,66.366,2.99,,,
255,05/24/11 02:29:58 PM,66.366,2.99,,,
256,05/24/11 02:29:59 PM,66.366,2.99,,,
257,05/24/11 02:30:00 PM,66.366,2.99,,,
258,05/24/11 02:30:01 PM,66.366,2.99,,,
259,05/24/11 02:30:02 PM,66.366,2.99,,,
260,05/24/11 02:30:03 PM,66.366,2.99,,,
261,05/24/11 02:30:04 PM,66.366,2.99,,,
262,05/24/11 02:30:05 PM,66.366,2.99,,,
263,05/24/11 02:30:06 PM,66.366,2.99,,,
264,05/24/11 02:30:07 PM,66.366,2.99,,,
265,05/24/11 02:30:08 PM,66.366,2.99,,,
266,05/24/11 02:30:09 PM,66.366,2.99,,,
267,05/24/11 02:30:10 PM,66.366,2.99,,,
268,05/24/11 02:30:11 PM,66.366,2.99,,,
269,05/24/11 02:30:12 PM,66.366,2.99,,,
270,05/24/11 02:30:13 PM,66.366,2.99,,,
271,05/24/11 02:30:14 PM,66.366,2.99,,,
272,05/24/11 02:30:15 PM,66.366,2.99,,,
273,05/24/11 02:30:16 PM,66.366,2.99,,,
274,05/24/11 02:30:17 PM,66.366,2.99,,,
275,05/24/11 02:30:18 PM,66.366,2.99,,,
276,05/24/11 02:30:19 PM,66.366,2.99,,,
277,05/24/11 02:30:20 PM,66.366,2.99,,,
278,05/24/11 02:30:21 PM,66.193,2.99,,,
279,05/24/11 02:30:22 PM,66.193,2.99,,,
280,05/24/11 02:30:23 PM,66.366,2.99,,,
281,05/24/11 02:30:24 PM,66.193,2.99,,,
282,05/24/11 02:30:25 PM,66.366,2.99,,,
283,05/24/11 02:30:26 PM,66.193,2.99,,,
284,05/24/11 02:30:27 PM,66.193,2.99,,,
285,05/24/11 02:30:28 PM,66.193,2.99,,,
286,05/24/11 02:30:29 PM,66.193,2.99,,,
287,05/24/11 02:30:30 PM,66.193,2.99,,,
288,05/24/11 02:30:31 PM,66.193,2.99,,,
289,05/24/11 02:30:32 PM,66.193,2.99,,,
290,05/24/11 02:30:33 PM,66.193,2.99,,,
291,05/24/11 02:30:34 PM,66.193,2.99,,,
292,05/24/11 02:30:35 PM,66.193,2.99,,,
293,05/24/11 02:30:36 PM,66.193,2.99,,,
294,05/24/11 02:30:37 PM,66.193,2.99,,,
295,05/24/11 02:30:38 PM,66.193,2.99,,,
296,05/24/11 02:30:39 PM,66.193,2.99,,,
297,05/24/11 02:30:40 PM,66.193,2.99,,,
298,05/24/11 02:30:41 PM,66.193,2.99,,,
299,05/24/11 02:30:42 PM,66.193,2.99,,,
300,05/24/11 02:30:43 PM,66.193,2.99,,,
301,05/24/11 02:30:44 PM,66.193,2.99,,,
302,05/24/11 02:30:45 PM,66.193,2.99,,,
303,05/24/11 02:30:46 PM,66.193,2.99,,,
304,05/24/11 02:30:47 PM,66.193,2.99,,,
305,05/24/11 02:30:48 PM,66.193,2.99,,,
306,05/24/11 02:30:49 PM,66.193,2.99,,,
307,05/24/11 02:30:50 PM,66.022,2.99,,,
308,05/24/11 02:30:51 PM,66.022,2.99,,,
309,05/24/11 02:30:52 PM,66.022,2.99,,,
310,05/24/11 02:30:53 PM,66.022,2.99,,,
311,05/24/11 02:30:54 PM,66.022,2.99,,,
312,05/24/11 02:30:55 PM,66.022,2.99,,,
313,05/24/11 02:30:56 PM,66.022,2.99,,,
314,05/24/11 02:30:57 PM,66.022,2.99,,,
315,05/24/11 02:30:58 PM,66.022,2.99,,,
316,05/24/11 02:30:59 PM,66.022,2.99,,,
317,05/24/11 02:31:00 PM,66.022,2.99,,,
318,05/24/11 02:31:01 PM,66.022,2.99,,,
319,05/24/11 02:31:02 PM,66.022,2.99,,,
320,05/24/11 02:31:03 PM,66.022,2.99,,,
321,05/24/11 02:31:04 PM,66.022,2.99,,,
322,05/24/11 02:31:05 PM,66.022,2.99,,,
323,05/24/11 02:31:06 PM,66.022,2.99,,,
324,05/24/11 02:31:07 PM,66.022,2.99,,,
325,05/24/11 02:31:08 PM,66.022,2.99,,,
326,05/24/11 02:31:09 PM,66.022,2.99,,,
327,05/24/11 02:31:10 PM,66.022,2.99,,,
328,05/24/11 02:31:11 PM,66.022,2.99,,,
329,05/24/11 02:31:12 PM,65.851,2.99,,,
330,05/24/11 02:31:13 PM,65.851,2.99,,,
331,05/24/11 02:31:14 PM,65.851,2.99,,,
332,05/24/11 02:31:15 PM,65.851,2.99,,,
333,05/24/11 02:31:16 PM,65.851,2.99,,,
334,05/24/11 02:31:17 PM,65.851,2.99,,,
335,05/24/11 02:31:18 PM,65.851,2.99,,,
336,05/24/11 02:31:19 PM,65.851,2.99,,,
337,05/24/11 02:31:20 PM,65.851,2.99,,,
338,05/24/11 02:31:21 PM,65.851,2.99,,,
339,05/24/11 02:31:22 PM,65.851,2.99,,,
340,05/24/11 02:31:23 PM,65.851,2.99,,,
341,05/24/11 02:31:24 PM,65.851,2.99,,,
342,05/24/11 02:31:25 PM,65.851,2.99,,,
343,05/24/11 02:31:26 PM,65.851,2.99,,,
344,05/24/11 02:31:27 PM,65.851,2.99,,,
345,05/24/11 02:31:28 PM,65.851,2.99,,,
346,05/24/11 02:31:29 PM,65.851,2.99,,,
347,05/24/11 02:31:30 PM,65.851,2.99,,,
348,05/24/11 02:31:31 PM,65.851,2.99,,,
349,05/24/11 02:31:32 PM,65.851,2.99,,,
350,05/24/11 02:31:33 PM,65.851,2.99,,,
351,05/24/11 02:31:34 PM,65.851,2.99,,,
352,05/24/11 02:31:35 PM,65.851,2.99,,,
353,05/24/11 02:31:36 PM,65.851,2.99,,,
354,05/24/11 02:31:37 PM,65.851,2.99,,,
355,05/24/11 02:31:38 PM,65.851,2.99,,,
356,05/24/11 02:31:39 PM,65.851,2.99,,,
357,05/24/11 02:31:40 PM,65.851,2.99,,,
358,05/24/11 02:31:41 PM,65.851,2.99,,,
359,05/24/11 02:31:42 PM,65.851,2.99,,,
360,05/24/11 02:31:43 PM,65.680,2.99,,,
361,05/24/11 02:31:44 PM,65.680,2.99,,,
362,05/24/11 02:31:45 PM,65.680,2.99,,,
363,05/24/11 02:31:46 PM,65.680,2.99,,,
364,05/24/11 02:31:47 PM,65.680,2.99,,,
365,05/24/11 02:31:48 PM,65.680,2.99,,,
366,05/24/11 02:31:49 PM,65.680,2.99,,,
367,05/24/11 02:31:50 PM,65.680,2.99,,,
368,05/24/11 02:31:51 PM,65.680,2.99,,,
369,05/24/11 02:31:52 PM,65.680,2.99,,,
370,05/24/11 02:31:53 PM,65.680,2.99,,,
371,05/24/11 02:31:54 PM,65.680,2.99,,,
372,05/24/11 02:31:55 PM,65.680,2.99,,,
373,05/24/11 02:31:56 PM,65.680,2.99,,,
374,05/24/11 02:31:57 PM,65.680,2.99,,,
375,05/24/11 02:31:58 PM,65.509,2.99,,,
376,05/24/11 02:31:59 PM,65.509,2.99,,,
377,05/24/11 02:32:00 PM,65.509,2.99,,,
378,05/24/11 02:32:01 PM,65.509,2.99,,,
379,05/24/11 02:32:02 PM,65.509,2.99,,,
380,05/24/11 02:32:03 PM,65.509,2.99,,,
381,05/24/11 02:32:04 PM,65.509,2.99,,,
382,05/24/11 02:32:05 PM,65.509,2.99,,,
383,05/24/11 02:32:06 PM,65.509,2.99,,,
384,05/24/11 02:32:07 PM,65.509,2.99,,,
385,05/24/11 02:32:08 PM,65.509,2.99,,,
386,05/24/11 02:32:09 PM,65.509,2.99,,,
387,05/24/11 02:32:10 PM,65.509,2.99,,,
388,05/24/11 02:32:11 PM,65.509,2.99,,,
389,05/24/11 02:32:12 PM,65.509,2.99,,,
390,05/24/11 02:32:13 PM,65.509,2.99,,,
391,05/24/11 02:32:14 PM,65.338,2.99,,,
392,05/24/11 02:32:15 PM,65.338,2.99,,,
393,05/24/11 02:32:16 PM,65.338,2.99,,,
394,05/24/11 02:32:17 PM,65.338,2.99,,,
395,05/24/11 02:32:18 PM,65.338,2.99,,,
396,05/24/11 02:32:19 PM,65.338,2.99,,,
397,05/24/11 02:32:20 PM,65.338,2.99,,,
398,05/24/11 02:32:21 PM,65.338,2.99,,,
399,05/24/11 02:32:22 PM,65.338,2.99,,,
400,05/24/11 02:32:23 PM,65.338,2.99,,,
401,05/24/11 02:32:24 PM,65.338,2.99,,,
402,05/24/11 02:32:25 PM,65.338,2.99,,,
403,05/24/11 02:32:26 PM,65.338,2.99,,,
404,05/24/11 02:32:27 PM,65.338,2.99,,,
405,05/24/11 02:32:28 PM,65.338,2.99,,,
406,05/24/11 02:32:29 PM,65.338,2.99,,,
407,05/24/11 02:32:30 PM,65.338,2.99,,,
408,05/24/11 02:32:31 PM,65.338,2.99,,,
409,05/24/11 02:32:32 PM,65.338,2.99,,,
410,05/24/11 02:32:33 PM,65.167,2.99,,,
411,05/24/11 02:32:34 PM,65.338,2.99,,,
412,05/24/11 02:32:35 PM,65.167,2.99,,,
413,05/24/11 02:32:36 PM,65.167,2.99,,,
414,05/24/11 02:32:37 PM,65.167,2.99,,,
415,05/24/11 02:32:38 PM,65.167,2.99,,,
416,05/24/11 02:32:39 PM,65.167,2.99,,,
417,05/24/11 02:32:40 PM,65.167,2.99,,,
418,05/24/11 02:32:41 PM,65.167,2.99,,,
419,05/24/11 02:32:42 PM,65.167,2.99,,,
420,05/24/11 02:32:43 PM,65.167,2.99,,,
421,05/24/11 02:32:44 PM,65.167,2.99,,,
422,05/24/11 02:32:45 PM,65.167,2.99,,,
423,05/24/11 02:32:46 PM,65.167,2.99,,,
424,05/24/11 02:32:47 PM,65.167,2.99,,,
425,05/24/11 02:32:48 PM,65.167,2.99,,,
426,05/24/11 02:32:49 PM,65.167,2.99,,,
427,05/24/11 02:32:50 PM,65.167,2.99,,,
428,05/24/11 02:32:51 PM,65.167,2.99,,,
429,05/24/11 02:32:52 PM,65.167,2.99,,,
430,05/24/11 02:32:53 PM,65.167,2.99,,,
431,05/24/11 02:32:54 PM,65.167,2.99,,,
432,05/24/11 02:32:55 PM,65.167,2.99,,,
433,05/24/11 02:32:56 PM,65.167,2.99,,,
434,05/24/11 02:32:57 PM,64.996,2.99,,,
435,05/24/11 02:32:58 PM,65.167,2.99,,,
436,05/24/11 02:32:59 PM,65.167,2.99,,,
437,05/24/11 02:33:00 PM,64.996,2.99,,,
438,05/24/11 02:33:01 PM,65.167,2.99,,,
439,05/24/11 02:33:02 PM,64.996,2.99,,,
440,05/24/11 02:33:03 PM,64.996,2.99,,,
441,05/24/11 02:33:04 PM,64.996,2.99,,,
442,05/24/11 02:33:05 PM,64.996,2.99,,,
443,05/24/11 02:33:06 PM,64.996,2.99,,,
444,05/24/11 02:33:07 PM,64.996,2.99,,,
445,05/24/11 02:33:08 PM,64.996,2.99,,,
446,05/24/11 02:33:09 PM,64.996,2.99,,,
447,05/24/11 02:33:10 PM,64.996,2.99,,,
448,05/24/11 02:33:11 PM,64.996,2.99,,,
449,05/24/11 02:33:12 PM,64.825,2.99,,,
450,05/24/11 02:33:13 PM,64.996,2.99,,,
451,05/24/11 02:33:14 PM,64.996,2.99,,,
452,05/24/11 02:33:15 PM,64.996,2.99,,,
453,05/24/11 02:33:16 PM,64.825,2.99,,,
454,05/24/11 02:33:17 PM,64.825,2.99,,,
455,05/24/11 02:33:18 PM,64.825,2.99,,,
456,05/24/11 02:33:19 PM,64.825,2.99,,,
457,05/24/11 02:33:20 PM,64.825,2.99,,,
458,05/24/11 02:33:21 PM,64.825,2.99,,,
459,05/24/11 02:33:22 PM,64.825,2.99,,,
460,05/24/11 02:33:23 PM,64.825,2.99,,,
461,05/24/11 02:33:24 PM,64.825,2.99,,,
462,05/24/11 02:33:25 PM,64.825,2.99,,,
463,05/24/11 02:33:26 PM,64.825,2.99,,,
464,05/24/11 02:33:27 PM,64.825,2.99,,,
465,05/24/11 02:33:28 PM,64.825,2.99,,,
466,05/24/11 02:33:29 PM,64.652,2.99,,,
467,05/24/11 02:33:30 PM,64.825,2.99,,,
468,05/24/11 02:33:31 PM,64.652,2.99,,,
469,05/24/11 02:33:32 PM,64.652,2.99,,,
470,05/24/11 02:33:33 PM,64.652,2.99,,,
471,05/24/11 02:33:34 PM,64.652,2.99,,,
472,05/24/11 02:33:35 PM,64.652,2.99,,,
473,05/24/11 02:33:36 PM,64.652,2.99,,,
474,05/24/11 02:33:37 PM,64.652,2.99,,,
475,05/24/11 02:33:38 PM,64.652,2.99,,,
476,05/24/11 02:33:39 PM,64.652,2.99,,,
477,05/24/11 02:33:40 PM,64.652,2.99,,,
478,05/24/11 02:33:41 PM,64.652,2.99,,,
479,05/24/11 02:33:42 PM,64.652,2.99,,,
480,05/24/11 02:33:43 PM,64.652,2.99,,,
481,05/24/11 02:33:44 PM,64.652,2.99,,,
482,05/24/11 02:33:45 PM,64.652,2.99,,,
483,05/24/11 02:33:46 PM,64.652,2.99,,,
484,05/24/11 02:33:47 PM,64.652,2.99,,,
485,05/24/11 02:33:48 PM,64.652,2.99,,,
486,05/24/11 02:33:49 PM,64.652,2.99,,,
