"Plot Title: RLSM_2"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592079, SEN S/N: 10592079)","Event, units (LGR S/N: 10592079, SEN S/N: 10592079, LBL: RLSM_2)","Coupler Detached (LGR S/N: 10592079, SEN S/N: 10592079)","Coupler Attached (LGR S/N: 10592079, SEN S/N: 10592079)","Host Connected (LGR S/N: 10592079, SEN S/N: 10592079)","Stopped (LGR S/N: 10592079, SEN S/N: 10592079)","End Of File (LGR S/N: 10592079, SEN S/N: 10592079)"
43,01/28/16 11:28:36 PM,54.147,,,,,,
44,01/28/16 11:43:36 PM,54.322,,,,,,
45,01/28/16 11:58:36 PM,54.147,,,,,,
46,01/29/16 12:13:36 AM,54.322,,,,,,
47,01/29/16 12:28:36 AM,54.842,,,,,,
48,01/29/16 12:43:36 AM,55.017,,,,,,
49,01/29/16 12:58:36 AM,54.669,,,,,,
50,01/29/16 01:13:36 AM,54.495,,,,,,
51,01/29/16 01:28:36 AM,54.495,,,,,,
52,01/29/16 01:43:36 AM,54.322,,,,,,
53,01/29/16 01:58:36 AM,54.147,,,,,,
54,01/29/16 02:13:36 AM,54.147,,,,,,
55,01/29/16 02:28:36 AM,54.147,,,,,,
56,01/29/16 02:43:36 AM,53.973,,,,,,
57,01/29/16 02:58:36 AM,54.322,,,,,,
58,01/29/16 03:13:36 AM,54.495,,,,,,
59,01/29/16 03:28:36 AM,54.669,,,,,,
60,01/29/16 03:43:36 AM,54.669,,,,,,
61,01/29/16 03:58:36 AM,54.842,,,,,,
62,01/29/16 04:13:36 AM,54.842,,,,,,
63,01/29/16 04:28:36 AM,54.842,,,,,,
64,01/29/16 04:37:33 AM,,0.01,,,,,
65,01/29/16 04:43:36 AM,54.842,,,,,,
66,01/29/16 04:58:36 AM,55.017,,,,,,
67,01/29/16 05:13:36 AM,55.017,,,,,,
68,01/29/16 05:28:36 AM,55.189,,,,,,
69,01/29/16 05:43:36 AM,55.017,,,,,,
70,01/29/16 05:58:36 AM,55.017,,,,,,
71,01/29/16 06:13:36 AM,55.017,,,,,,
72,01/29/16 06:28:36 AM,55.017,,,,,,
73,01/29/16 06:39:07 AM,,0.02,,,,,
74,01/29/16 06:43:36 AM,55.017,,,,,,
75,01/29/16 06:58:36 AM,55.017,,,,,,
76,01/29/16 07:13:36 AM,55.189,,,,,,
77,01/29/16 07:28:36 AM,55.189,,,,,,
78,01/29/16 07:43:36 AM,55.364,,,,,,
79,01/29/16 07:58:36 AM,55.711,,,,,,
80,01/29/16 08:13:36 AM,56.057,,,,,,
81,01/29/16 08:28:36 AM,56.404,,,,,,
82,01/29/16 08:33:14 AM,,0.03,,,,,
83,01/29/16 08:43:36 AM,56.404,,,,,,
84,01/29/16 08:58:36 AM,56.750,,,,,,
85,01/29/16 09:10:22 AM,,0.04,,,,,
86,01/29/16 09:13:36 AM,57.441,,,,,,
87,01/29/16 09:28:36 AM,57.958,,,,,,
88,01/29/16 09:43:36 AM,57.958,,,,,,
89,01/29/16 09:58:36 AM,57.958,,,,,,
90,01/29/16 10:11:11 AM,,0.05,,,,,
91,01/29/16 10:13:36 AM,57.614,,,,,,
92,01/29/16 10:28:36 AM,57.268,,,,,,
93,01/29/16 10:43:36 AM,57.441,,,,,,
94,01/29/16 10:58:36 AM,57.614,,,,,,
95,01/29/16 11:13:36 AM,58.476,,,,,,
96,01/29/16 11:28:36 AM,58.993,,,,,,
97,01/29/16 11:43:36 AM,58.303,,,,,,
98,01/29/16 11:54:47 AM,,0.06,,,,,
99,01/29/16 11:58:36 AM,58.131,,,,,,
100,01/29/16 12:13:36 PM,58.303,,,,,,
101,01/29/16 12:28:36 PM,58.647,,,,,,
102,01/29/16 12:43:36 PM,58.647,,,,,,
103,01/29/16 12:58:36 PM,58.303,,,,,,
104,01/29/16 12:59:19 PM,,0.07,,,,,
105,01/29/16 01:13:36 PM,58.131,,,,,,
106,01/29/16 01:28:36 PM,58.131,,,,,,
107,01/29/16 01:43:36 PM,57.785,,,,,,
108,01/29/16 01:58:36 PM,57.441,,,,,,
109,01/29/16 02:13:36 PM,56.923,,,,,,
110,01/29/16 02:28:36 PM,56.577,,,,,,
111,01/29/16 02:38:51 PM,,0.08,,,,,
112,01/29/16 02:43:36 PM,56.404,,,,,,
113,01/29/16 02:58:36 PM,56.230,,,,,,
114,01/29/16 03:13:36 PM,55.884,,,,,,
115,01/29/16 03:16:40 PM,,0.09,,,,,
116,01/29/16 03:28:36 PM,55.537,,,,,,
117,01/29/16 03:35:51 PM,,0.10,,,,,
118,01/29/16 03:43:36 PM,55.364,,,,,,
119,01/29/16 03:50:35 PM,,0.11,,,,,
120,01/29/16 03:58:36 PM,55.537,,,,,,
121,01/29/16 03:59:52 PM,,0.12,,,,,
122,01/29/16 04:09:20 PM,,0.13,,,,,
123,01/29/16 04:13:36 PM,55.711,,,,,,
124,01/29/16 04:25:20 PM,,0.14,,,,,
125,01/29/16 04:28:36 PM,55.364,,,,,,
126,01/29/16 04:43:36 PM,54.842,,,,,,
127,01/29/16 04:45:49 PM,,0.15,,,,,
128,01/29/16 04:58:36 PM,54.495,,,,,,
129,01/29/16 05:13:36 PM,53.973,,,,,,
130,01/29/16 05:15:47 PM,,0.16,,,,,
131,01/29/16 05:23:48 PM,,0.17,,,,,
132,01/29/16 05:28:36 PM,53.623,,,,,,
133,01/29/16 05:29:32 PM,,0.18,,,,,
134,01/29/16 05:43:02 PM,,0.19,,,,,
135,01/29/16 05:43:36 PM,53.274,,,,,,
136,01/29/16 05:56:34 PM,,0.20,,,,,
137,01/29/16 05:58:36 PM,53.100,,,,,,
138,01/29/16 06:04:12 PM,,0.21,,,,,
139,01/29/16 06:13:36 PM,53.100,,,,,,
140,01/29/16 06:18:26 PM,,0.22,,,,,
141,01/29/16 06:28:36 PM,52.925,,,,,,
142,01/29/16 06:30:24 PM,,0.23,,,,,
143,01/29/16 06:43:36 PM,52.925,,,,,,
144,01/29/16 06:44:20 PM,,0.24,,,,,
145,01/29/16 06:52:22 PM,,0.25,,,,,
146,01/29/16 06:58:36 PM,52.925,,,,,,
147,01/29/16 07:02:57 PM,,0.26,,,,,
148,01/29/16 07:07:36 PM,,0.27,,,,,
149,01/29/16 07:13:36 PM,52.925,,,,,,
150,01/29/16 07:15:26 PM,,0.28,,,,,
151,01/29/16 07:28:30 PM,,0.29,,,,,
152,01/29/16 07:28:36 PM,52.925,,,,,,
153,01/29/16 07:33:59 PM,,0.30,,,,,
154,01/29/16 07:43:36 PM,52.925,,,,,,
155,01/29/16 07:44:20 PM,,0.31,,,,,
156,01/29/16 07:48:59 PM,,0.32,,,,,
157,01/29/16 07:52:11 PM,,0.33,,,,,
158,01/29/16 07:54:14 PM,,0.34,,,,,
159,01/29/16 07:58:36 PM,52.925,,,,,,
160,01/29/16 07:59:21 PM,,0.35,,,,,
161,01/29/16 08:02:21 PM,,0.36,,,,,
162,01/29/16 08:08:32 PM,,0.37,,,,,
163,01/29/16 08:12:36 PM,,0.38,,,,,
164,01/29/16 08:13:36 PM,52.925,,,,,,
165,01/29/16 08:16:39 PM,,0.39,,,,,
166,01/29/16 08:20:17 PM,,0.40,,,,,
167,01/29/16 08:24:59 PM,,0.41,,,,,
168,01/29/16 08:28:36 PM,53.100,,,,,,
169,01/29/16 08:28:58 PM,,0.42,,,,,
170,01/29/16 08:32:12 PM,,0.43,,,,,
171,01/29/16 08:37:48 PM,,0.44,,,,,
172,01/29/16 08:43:36 PM,53.100,,,,,,
173,01/29/16 08:47:44 PM,,0.45,,,,,
174,01/29/16 08:55:01 PM,,0.46,,,,,
175,01/29/16 08:58:36 PM,53.274,,,,,,
176,01/29/16 09:02:23 PM,,0.47,,,,,
177,01/29/16 09:07:43 PM,,0.48,,,,,
178,01/29/16 09:12:12 PM,,0.49,,,,,
179,01/29/16 09:13:36 PM,53.449,,,,,,
180,01/29/16 09:16:55 PM,,0.50,,,,,
181,01/29/16 09:24:04 PM,,0.51,,,,,
182,01/29/16 09:28:36 PM,53.449,,,,,,
183,01/29/16 09:31:35 PM,,0.52,,,,,
184,01/29/16 09:38:32 PM,,0.53,,,,,
185,01/29/16 09:43:36 PM,53.449,,,,,,
186,01/29/16 09:50:10 PM,,0.54,,,,,
187,01/29/16 09:56:29 PM,,0.55,,,,,
188,01/29/16 09:58:36 PM,53.449,,,,,,
189,01/29/16 10:04:48 PM,,0.56,,,,,
190,01/29/16 10:13:36 PM,53.449,,,,,,
191,01/29/16 10:15:53 PM,,0.57,,,,,
192,01/29/16 10:22:51 PM,,0.58,,,,,
193,01/29/16 10:28:36 PM,53.623,,,,,,
194,01/29/16 10:32:45 PM,,0.59,,,,,
195,01/29/16 10:41:22 PM,,0.60,,,,,
196,01/29/16 10:43:36 PM,53.798,,,,,,
197,01/29/16 10:45:35 PM,,0.61,,,,,
198,01/29/16 10:49:25 PM,,0.62,,,,,
199,01/29/16 10:55:40 PM,,0.63,,,,,
200,01/29/16 10:58:36 PM,53.798,,,,,,
201,01/29/16 10:59:34 PM,,0.64,,,,,
202,01/29/16 11:02:21 PM,,0.65,,,,,
203,01/29/16 11:08:59 PM,,0.66,,,,,
204,01/29/16 11:13:36 PM,53.798,,,,,,
205,01/29/16 11:13:52 PM,,0.67,,,,,
206,01/29/16 11:28:36 PM,53.798,,,,,,
207,01/29/16 11:33:05 PM,,0.68,,,,,
208,01/29/16 11:43:36 PM,53.623,,,,,,
209,01/29/16 11:58:36 PM,53.449,,,,,,
210,01/30/16 12:13:36 AM,53.100,,,,,,
211,01/30/16 12:28:36 AM,52.925,,,,,,
212,01/30/16 12:43:36 AM,52.750,,,,,,
213,01/30/16 12:58:36 AM,51.874,,,,,,
214,01/30/16 01:13:36 AM,51.346,,,,,,
215,01/30/16 01:28:36 AM,51.699,,,,,,
216,01/30/16 01:43:36 AM,51.699,,,,,,
217,01/30/16 01:58:36 AM,51.346,,,,,,
218,01/30/16 01:59:01 AM,,0.69,,,,,
219,01/30/16 02:13:36 AM,50.995,,,,,,
220,01/30/16 02:28:36 AM,50.643,,,,,,
221,01/30/16 02:43:36 AM,50.290,,,,,,
222,01/30/16 02:58:36 AM,49.582,,,,,,
223,01/30/16 03:13:36 AM,49.228,,,,,,
224,01/30/16 03:28:36 AM,48.517,,,,,,
225,01/30/16 03:32:59 AM,,0.70,,,,,
226,01/30/16 03:43:36 AM,47.624,,,,,,
227,01/30/16 03:58:36 AM,46.728,,,,,,
228,01/30/16 04:13:36 AM,46.548,,,,,,
229,01/30/16 04:28:36 AM,46.369,,,,,,
230,01/30/16 04:43:36 AM,45.828,,,,,,
231,01/30/16 04:58:36 AM,45.466,,,,,,
232,01/30/16 05:13:36 AM,45.286,,,,,,
233,01/30/16 05:28:36 AM,45.104,,,,,,
234,01/30/16 05:43:36 AM,44.560,,,,,,
235,01/30/16 05:58:36 AM,44.195,,,,,,
236,01/30/16 06:13:36 AM,44.195,,,,,,
237,01/30/16 06:28:36 AM,44.195,,,,,,
238,01/30/16 06:43:36 AM,44.013,,,,,,
239,01/30/16 06:58:36 AM,43.831,,,,,,
240,01/30/16 07:13:36 AM,43.831,,,,,,
241,01/30/16 07:28:36 AM,44.013,,,,,,
242,01/30/16 07:43:36 AM,43.831,,,,,,
243,01/30/16 07:58:36 AM,43.831,,,,,,
244,01/30/16 08:13:36 AM,44.560,,,,,,
245,01/30/16 08:28:36 AM,45.828,,,,,,
246,01/30/16 08:43:36 AM,46.548,,,,,,
247,01/30/16 08:58:36 AM,49.582,,,,,,
248,01/30/16 09:13:36 AM,55.017,,,,,,
249,01/30/16 09:28:36 AM,62.083,,,,,,
250,01/30/16 09:43:36 AM,65.167,,,,,,
251,01/30/16 09:58:36 AM,67.221,,,,,,
252,01/30/16 10:13:36 AM,61.569,,,,,,
253,01/30/16 10:28:36 AM,58.993,,,,,,
254,01/30/16 10:43:36 AM,58.993,,,,,,
255,01/30/16 10:58:36 AM,57.614,,,,,,
256,01/30/16 11:13:36 AM,57.785,,,,,,
257,01/30/16 11:28:36 AM,62.769,,,,,,
258,01/30/16 11:43:36 AM,60.195,,,,,,
259,01/30/16 11:58:36 AM,59.851,,,,,,
260,01/30/16 12:13:36 PM,59.164,,,,,,
261,01/30/16 12:28:36 PM,58.476,,,,,,
262,01/30/16 12:43:36 PM,63.797,,,,,,
263,01/30/16 12:58:36 PM,68.592,,,,,,
264,01/30/16 01:13:36 PM,67.221,,,,,,
265,01/30/16 01:28:36 PM,66.708,,,,,,
266,01/30/16 01:43:36 PM,63.968,,,,,,
267,01/30/16 01:58:36 PM,61.054,,,,,,
268,01/30/16 02:13:36 PM,59.164,,,,,,
269,01/30/16 02:28:36 PM,58.131,,,,,,
270,01/30/16 02:43:36 PM,56.750,,,,,,
271,01/30/16 02:58:36 PM,55.711,,,,,,
272,01/30/16 03:13:36 PM,55.364,,,,,,
273,01/30/16 03:28:36 PM,53.798,,,,,,
274,01/30/16 03:43:36 PM,52.225,,,,,,
275,01/30/16 03:58:36 PM,51.172,,,,,,
276,01/30/16 04:13:36 PM,50.466,,,,,,
277,01/30/16 04:28:36 PM,49.759,,,,,,
278,01/30/16 04:43:36 PM,49.050,,,,,,
279,01/30/16 04:58:36 PM,48.339,,,,,,
280,01/30/16 05:13:36 PM,47.624,,,,,,
281,01/30/16 05:28:36 PM,46.728,,,,,,
282,01/30/16 05:43:36 PM,46.008,,,,,,
283,01/30/16 05:58:36 PM,45.648,,,,,,
284,01/30/16 06:13:36 PM,45.104,,,,,,
285,01/30/16 06:28:36 PM,44.922,,,,,,
286,01/30/16 06:43:36 PM,44.742,,,,,,
287,01/30/16 06:58:36 PM,44.560,,,,,,
288,01/30/16 07:13:36 PM,44.560,,,,,,
289,01/30/16 07:28:36 PM,44.379,,,,,,
290,01/30/16 07:43:36 PM,44.013,,,,,,
291,01/30/16 07:58:36 PM,44.013,,,,,,
292,01/30/16 08:13:36 PM,44.013,,,,,,
293,01/30/16 08:28:36 PM,43.831,,,,,,
294,01/30/16 08:43:36 PM,43.648,,,,,,
295,01/30/16 08:58:36 PM,43.648,,,,,,
296,01/30/16 09:13:36 PM,43.648,,,,,,
297,01/30/16 09:28:36 PM,43.648,,,,,,
298,01/30/16 09:43:36 PM,43.466,,,,,,
299,01/30/16 09:58:36 PM,43.466,,,,,,
300,01/30/16 10:13:36 PM,43.466,,,,,,
301,01/30/16 10:28:36 PM,43.648,,,,,,
302,01/30/16 10:43:36 PM,43.466,,,,,,
303,01/30/16 10:58:36 PM,43.282,,,,,,
304,01/30/16 11:13:36 PM,43.282,,,,,,
305,01/30/16 11:13:38 PM,,0.71,,,,,
306,01/30/16 11:28:36 PM,42.915,,,,,,
307,01/30/16 11:43:36 PM,42.732,,,,,,
308,01/30/16 11:58:36 PM,42.363,,,,,,
309,01/31/16 12:13:36 AM,42.179,,,,,,
310,01/31/16 12:28:36 AM,42.179,,,,,,
311,01/31/16 12:43:36 AM,42.179,,,,,,
312,01/31/16 12:51:10 AM,,0.72,,,,,
313,01/31/16 12:58:36 AM,42.179,,,,,,
314,01/31/16 01:13:36 AM,42.179,,,,,,
315,01/31/16 01:23:34 AM,,0.73,,,,,
316,01/31/16 01:28:36 AM,42.363,,,,,,
317,01/31/16 01:35:10 AM,,0.74,,,,,
318,01/31/16 01:43:36 AM,42.363,,,,,,
319,01/31/16 01:45:30 AM,,0.75,,,,,
320,01/31/16 01:53:28 AM,,0.76,,,,,
321,01/31/16 01:58:36 AM,42.179,,,,,,
322,01/31/16 02:08:39 AM,,0.77,,,,,
323,01/31/16 02:13:36 AM,42.179,,,,,,
324,01/31/16 02:26:26 AM,,0.78,,,,,
325,01/31/16 02:28:36 AM,41.810,,,,,,
326,01/31/16 02:43:36 AM,41.810,,,,,,
327,01/31/16 02:50:01 AM,,0.79,,,,,
328,01/31/16 02:58:36 AM,41.625,,,,,,
329,01/31/16 03:05:06 AM,,0.80,,,,,
330,01/31/16 03:13:36 AM,41.625,,,,,,
331,01/31/16 03:20:35 AM,,0.81,,,,,
332,01/31/16 03:28:36 AM,41.625,,,,,,
333,01/31/16 03:34:57 AM,,0.82,,,,,
334,01/31/16 03:43:36 AM,41.439,,,,,,
335,01/31/16 03:55:51 AM,,0.83,,,,,
336,01/31/16 03:58:36 AM,41.067,,,,,,
337,01/31/16 04:08:19 AM,,0.84,,,,,
338,01/31/16 04:13:36 AM,40.881,,,,,,
339,01/31/16 04:26:30 AM,,0.85,,,,,
340,01/31/16 04:28:36 AM,40.696,,,,,,
341,01/31/16 04:43:36 AM,40.134,,,,,,
342,01/31/16 04:48:05 AM,,0.86,,,,,
343,01/31/16 04:58:36 AM,39.573,,,,,,
344,01/31/16 05:13:36 AM,39.196,,,,,,
345,01/31/16 05:14:40 AM,,0.87,,,,,
346,01/31/16 05:26:04 AM,,0.88,,,,,
347,01/31/16 05:28:36 AM,38.818,,,,,,
348,01/31/16 05:37:35 AM,,0.89,,,,,
349,01/31/16 05:43:36 AM,38.629,,,,,,
350,01/31/16 05:46:57 AM,,0.90,,,,,
351,01/31/16 05:57:22 AM,,0.91,,,,,
352,01/31/16 05:58:36 AM,38.440,,,,,,
353,01/31/16 06:04:30 AM,,0.92,,,,,
354,01/31/16 06:13:36 AM,38.250,,,,,,
355,01/31/16 06:20:40 AM,,0.93,,,,,
356,01/31/16 06:28:36 AM,38.061,,,,,,
357,01/31/16 06:43:36 AM,38.061,,,,,,
358,01/31/16 06:58:36 AM,38.250,,,,,,
359,01/31/16 07:13:36 AM,38.440,,,,,,
360,01/31/16 07:28:36 AM,38.629,,,,,,
361,01/31/16 07:43:36 AM,38.818,,,,,,
362,01/31/16 07:58:36 AM,39.007,,,,,,
363,01/31/16 08:13:36 AM,39.573,,,,,,
364,01/31/16 08:28:36 AM,40.134,,,,,,
365,01/31/16 08:43:36 AM,40.881,,,,,,
366,01/31/16 08:58:36 AM,41.994,,,,,,
367,01/31/16 09:13:36 AM,44.013,,,,,,
368,01/31/16 09:28:36 AM,46.008,,,,,,
369,01/31/16 09:43:36 AM,46.369,,,,,,
370,01/31/16 09:58:36 AM,46.369,,,,,,
371,01/31/16 10:13:36 AM,46.728,,,,,,
372,01/31/16 10:28:36 AM,48.517,,,,,,
373,01/31/16 10:43:36 AM,50.643,,,,,,
374,01/31/16 10:58:36 AM,52.050,,,,,,
375,01/31/16 11:13:36 AM,50.819,,,,,,
376,01/31/16 11:28:36 AM,55.711,,,,,,
377,01/31/16 11:43:36 AM,61.569,,,,,,
378,01/31/16 11:58:36 AM,70.308,,,,,,
379,01/31/16 12:13:36 PM,74.271,,,,,,
380,01/31/16 12:28:36 PM,74.619,,,,,,
381,01/31/16 12:43:36 PM,73.580,,,,,,
382,01/31/16 12:58:36 PM,71.339,,,,,,
383,01/31/16 01:13:36 PM,67.735,,,,,,
384,01/31/16 01:28:36 PM,68.763,,,,,,
385,01/31/16 01:43:36 PM,70.651,,,,,,
386,01/31/16 01:58:36 PM,65.851,,,,,,
387,01/31/16 02:13:36 PM,66.022,,,,,,
388,01/31/16 02:28:36 PM,64.139,,,,,,
389,01/31/16 02:43:36 PM,61.569,,,,,,
390,01/31/16 02:58:36 PM,59.680,,,,,,
391,01/31/16 03:13:36 PM,70.308,,,,,,
392,01/31/16 03:28:36 PM,64.825,,,,,,
393,01/31/16 03:43:36 PM,65.167,,,,,,
394,01/31/16 03:58:36 PM,60.712,,,,,,
395,01/31/16 04:13:36 PM,55.017,,,,,,
396,01/31/16 04:28:36 PM,48.871,,,,,,
397,01/31/16 04:43:36 PM,47.266,,,,,,
398,01/31/16 04:58:36 PM,45.828,,,,,,
399,01/31/16 05:13:36 PM,44.742,,,,,,
400,01/31/16 05:28:36 PM,43.648,,,,,,
401,01/31/16 05:43:36 PM,42.915,,,,,,
402,01/31/16 05:58:36 PM,42.363,,,,,,
403,01/31/16 06:13:36 PM,42.179,,,,,,
404,01/31/16 06:28:36 PM,41.994,,,,,,
405,01/31/16 06:43:36 PM,41.810,,,,,,
406,01/31/16 06:58:36 PM,41.810,,,,,,
407,01/31/16 07:13:36 PM,41.810,,,,,,
408,01/31/16 07:28:36 PM,41.625,,,,,,
409,01/31/16 07:43:36 PM,41.254,,,,,,
410,01/31/16 07:58:36 PM,41.067,,,,,,
411,01/31/16 08:13:36 PM,40.696,,,,,,
412,01/31/16 08:28:36 PM,40.509,,,,,,
413,01/31/16 08:43:36 PM,40.509,,,,,,
414,01/31/16 08:58:36 PM,40.509,,,,,,
415,01/31/16 09:13:36 PM,40.321,,,,,,
416,01/31/16 09:28:36 PM,39.947,,,,,,
417,01/31/16 09:43:36 PM,39.384,,,,,,
418,01/31/16 09:58:36 PM,39.007,,,,,,
419,01/31/16 10:13:36 PM,39.007,,,,,,
420,01/31/16 10:28:36 PM,38.818,,,,,,
421,01/31/16 10:43:36 PM,38.818,,,,,,
422,01/31/16 10:58:36 PM,38.629,,,,,,
423,01/31/16 11:13:36 PM,38.629,,,,,,
424,01/31/16 11:28:36 PM,38.629,,,,,,
425,01/31/16 11:43:36 PM,38.629,,,,,,
426,01/31/16 11:58:36 PM,38.061,,,,,,
427,02/01/16 12:13:36 AM,37.679,,,,,,
428,02/01/16 12:28:36 AM,37.488,,,,,,
429,02/01/16 12:43:36 AM,37.107,,,,,,
430,02/01/16 12:58:36 AM,36.723,,,,,,
431,02/01/16 01:13:36 AM,36.531,,,,,,
432,02/01/16 01:28:36 AM,36.338,,,,,,
433,02/01/16 01:43:36 AM,36.145,,,,,,
434,02/01/16 01:58:36 AM,36.145,,,,,,
435,02/01/16 02:13:36 AM,36.531,,,,,,
436,02/01/16 02:28:36 AM,36.531,,,,,,
437,02/01/16 02:43:36 AM,36.531,,,,,,
438,02/01/16 02:58:36 AM,36.914,,,,,,
439,02/01/16 03:13:36 AM,36.723,,,,,,
440,02/01/16 03:28:36 AM,36.338,,,,,,
441,02/01/16 03:43:36 AM,36.723,,,,,,
442,02/01/16 03:58:36 AM,36.531,,,,,,
443,02/01/16 04:13:36 AM,35.951,,,,,,
444,02/01/16 04:28:36 AM,35.370,,,,,,
445,02/01/16 04:43:36 AM,35.175,,,,,,
446,02/01/16 04:58:36 AM,35.370,,,,,,
447,02/01/16 05:13:36 AM,35.175,,,,,,
448,02/01/16 05:28:36 AM,34.981,,,,,,
449,02/01/16 05:43:36 AM,34.786,,,,,,
450,02/01/16 05:58:36 AM,34.394,,,,,,
451,02/01/16 06:13:36 AM,34.198,,,,,,
452,02/01/16 06:28:36 AM,33.607,,,,,,
453,02/01/16 06:43:36 AM,33.607,,,,,,
454,02/01/16 06:58:36 AM,33.411,,,,,,
455,02/01/16 07:13:36 AM,33.411,,,,,,
456,02/01/16 07:28:36 AM,34.198,,,,,,
457,02/01/16 07:43:36 AM,36.338,,,,,,
458,02/01/16 07:58:36 AM,39.947,,,,,,
459,02/01/16 08:13:36 AM,44.379,,,,,,
460,02/01/16 08:28:36 AM,48.695,,,,,,
461,02/01/16 08:43:36 AM,52.925,,,,,,
462,02/01/16 08:58:36 AM,57.268,,,,,,
463,02/01/16 09:13:36 AM,61.912,,,,,,
464,02/01/16 09:28:36 AM,66.366,,,,,,
465,02/01/16 09:43:36 AM,71.856,,,,,,
466,02/01/16 09:58:36 AM,77.050,,,,,,
467,02/01/16 10:13:36 AM,81.442,,,,,,
468,02/01/16 10:28:36 AM,84.654,,,,,,
469,02/01/16 10:43:36 AM,87.004,,,,,,
470,02/01/16 10:58:36 AM,86.641,,,,,,
471,02/01/16 11:13:36 AM,85.735,,,,,,
472,02/01/16 11:28:36 AM,86.097,,,,,,
473,02/01/16 11:43:36 AM,82.864,,,,,,
474,02/01/16 11:58:36 AM,79.853,,,,,,
475,02/01/16 12:13:36 PM,80.382,,,,,,
476,02/01/16 12:28:36 PM,80.206,,,,,,
477,02/01/16 12:43:36 PM,78.098,,,,,,
478,02/01/16 12:58:36 PM,76.703,,,,,,
479,02/01/16 01:13:36 PM,75.312,,,,,,
480,02/01/16 01:28:36 PM,74.619,,,,,,
481,02/01/16 01:43:36 PM,74.098,,,,,,
482,02/01/16 01:58:36 PM,74.964,,,,,,
483,02/01/16 02:13:36 PM,72.891,,,,,,
484,02/01/16 02:28:36 PM,71.512,,,,,,
485,02/01/16 02:43:36 PM,72.545,,,,,,
486,02/01/16 02:58:36 PM,79.678,,,,,,
487,02/01/16 03:13:36 PM,83.935,,,,,,
488,02/01/16 03:28:36 PM,85.554,,,,,,
489,02/01/16 03:43:36 PM,86.097,,,,,,
490,02/01/16 03:58:36 PM,85.735,,,,,,
491,02/01/16 04:13:36 PM,84.115,,,,,,
492,02/01/16 04:28:36 PM,74.791,,,,,,
493,02/01/16 04:43:36 PM,62.425,,,,,,
494,02/01/16 04:58:36 PM,52.925,,,,,,
495,02/01/16 05:13:36 PM,48.160,,,,,,
496,02/01/16 05:28:36 PM,44.922,,,,,,
497,02/01/16 05:43:36 PM,42.548,,,,,,
498,02/01/16 05:58:36 PM,40.881,,,,,,
499,02/01/16 06:13:36 PM,40.321,,,,,,
