"Plot Title: Als"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309221, SEN S/N: 20309221)","Event, units (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Attached (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Detached (LGR S/N: 20309221, SEN S/N: 20309221)","Host Connected (LGR S/N: 20309221, SEN S/N: 20309221)","Stopped (LGR S/N: 20309221, SEN S/N: 20309221)","End Of File (LGR S/N: 20309221, SEN S/N: 20309221)"
39,01/21/19 09:00:00 AM,55.189,,,,,,
40,01/21/19 10:00:00 AM,65.167,,,,,,
41,01/21/19 11:00:00 AM,65.509,,,,,,
42,01/21/19 12:00:00 PM,60.883,,,,,,
43,01/21/19 01:00:00 PM,63.626,,,,,,
44,01/21/19 02:00:00 PM,65.851,,,,,,
45,01/21/19 03:00:00 PM,68.248,,,,,,
46,01/21/19 04:00:00 PM,69.449,,,,,,
47,01/21/19 05:00:00 PM,62.254,,,,,,
48,01/21/19 06:00:00 PM,49.228,,,,,,
49,01/21/19 07:00:00 PM,46.548,,,,,,
50,01/21/19 08:00:00 PM,44.742,,,,,,
51,01/21/19 09:00:00 PM,43.282,,,,,,
52,01/21/19 10:00:00 PM,42.732,,,,,,
53,01/21/19 11:00:00 PM,42.915,,,,,,
54,01/22/19 12:00:00 AM,42.915,,,,,,
55,01/22/19 01:00:00 AM,44.560,,,,,,
56,01/22/19 02:00:00 AM,45.104,,,,,,
57,01/22/19 03:00:00 AM,44.560,,,,,,
58,01/22/19 04:00:00 AM,45.104,,,,,,
59,01/22/19 05:00:00 AM,45.466,,,,,,
60,01/22/19 06:00:00 AM,44.922,,,,,,
61,01/22/19 07:00:00 AM,43.648,,,,,,
62,01/22/19 08:00:00 AM,45.286,,,,,,
63,01/22/19 09:00:00 AM,51.699,,,,,,
64,01/22/19 10:00:00 AM,60.195,,,,,,
65,01/22/19 11:00:00 AM,64.825,,,,,,
66,01/22/19 12:00:00 PM,62.254,,,,,,
67,01/22/19 01:00:00 PM,63.626,,,,,,
68,01/22/19 02:00:00 PM,67.735,,,,,,
69,01/22/19 03:00:00 PM,70.308,,,,,,
70,01/22/19 04:00:00 PM,72.199,,,,,,
71,01/22/19 05:00:00 PM,68.077,,,,,,
72,01/22/19 06:00:00 PM,49.228,,,,,,
73,01/22/19 07:00:00 PM,44.379,,,,,,
74,01/22/19 08:00:00 PM,42.548,,,,,,
75,01/22/19 09:00:00 PM,41.625,,,,,,
76,01/22/19 10:00:00 PM,41.067,,,,,,
77,01/22/19 11:00:00 PM,40.509,,,,,,
78,01/23/19 12:00:00 AM,40.321,,,,,,
79,01/23/19 01:00:00 AM,39.947,,,,,,
80,01/23/19 02:00:00 AM,39.947,,,,,,
81,01/23/19 03:00:00 AM,39.196,,,,,,
82,01/23/19 04:00:00 AM,39.196,,,,,,
83,01/23/19 05:00:00 AM,38.818,,,,,,
84,01/23/19 06:00:00 AM,39.007,,,,,,
85,01/23/19 07:00:00 AM,38.250,,,,,,
86,01/23/19 08:00:00 AM,38.818,,,,,,
87,01/23/19 09:00:00 AM,53.449,,,,,,
88,01/23/19 10:00:00 AM,70.651,,,,,,
89,01/23/19 11:00:00 AM,68.077,,,,,,
90,01/23/19 12:00:00 PM,63.626,,,,,,
91,01/23/19 01:00:00 PM,65.338,,,,,,
92,01/23/19 02:00:00 PM,70.995,,,,,,
93,01/23/19 03:00:00 PM,73.926,,,,,,
94,01/23/19 04:00:00 PM,70.824,,,,,,
95,01/23/19 05:00:00 PM,63.282,,,,,,
96,01/23/19 06:00:00 PM,51.874,,,,,,
97,01/23/19 07:00:00 PM,48.871,,,,,,
98,01/23/19 08:00:00 PM,47.088,,,,,,
99,01/23/19 09:00:00 PM,46.008,,,,,,
100,01/23/19 10:00:00 PM,45.286,,,,,,
101,01/23/19 11:00:00 PM,45.286,,,,,,
102,01/24/19 12:00:00 AM,45.286,,,,,,
103,01/24/19 01:00:00 AM,44.379,,,,,,
104,01/24/19 02:00:00 AM,45.104,,,,,,
105,01/24/19 03:00:00 AM,44.013,,,,,,
106,01/24/19 04:00:00 AM,44.013,,,,,,
107,01/24/19 05:00:00 AM,43.466,,,,,,
108,01/24/19 06:00:00 AM,44.560,,,,,,
109,01/24/19 07:00:00 AM,43.648,,,,,,
110,01/24/19 08:00:00 AM,43.831,,,,,,
111,01/24/19 09:00:00 AM,55.711,,,,,,
112,01/24/19 10:00:00 AM,71.856,,,,,,
113,01/24/19 11:00:00 AM,69.793,,,,,,
114,01/24/19 12:00:00 PM,65.851,,,,,,
115,01/24/19 01:00:00 PM,68.077,,,,,,
116,01/24/19 02:00:00 PM,70.651,,,,,,
117,01/24/19 03:00:00 PM,73.062,,,,,,
118,01/24/19 04:00:00 PM,73.580,,,,,,
119,01/24/19 05:00:00 PM,71.683,,,,,,
120,01/24/19 06:00:00 PM,53.274,,,,,,
121,01/24/19 07:00:00 PM,49.228,,,,,,
122,01/24/19 08:00:00 PM,47.266,,,,,,
123,01/24/19 09:00:00 PM,46.008,,,,,,
124,01/24/19 10:00:00 PM,44.922,,,,,,
125,01/24/19 11:00:00 PM,44.742,,,,,,
126,01/25/19 12:00:00 AM,43.831,,,,,,
127,01/25/19 01:00:00 AM,43.466,,,,,,
128,01/25/19 02:00:00 AM,42.915,,,,,,
129,01/25/19 03:00:00 AM,42.548,,,,,,
130,01/25/19 04:00:00 AM,42.548,,,,,,
131,01/25/19 05:00:00 AM,41.439,,,,,,
132,01/25/19 06:00:00 AM,41.994,,,,,,
133,01/25/19 07:00:00 AM,42.179,,,,,,
134,01/25/19 08:00:00 AM,42.363,,,,,,
135,01/25/19 09:00:00 AM,57.441,,,,,,
136,01/25/19 10:00:00 AM,73.407,,,,,,
137,01/25/19 11:00:00 AM,74.964,,,,,,
138,01/25/19 12:00:00 PM,68.763,,,,,,
139,01/25/19 01:00:00 PM,72.028,,,,,,
140,01/25/19 02:00:00 PM,75.484,,,,,,
141,01/25/19 03:00:00 PM,79.678,,,,,,
142,01/25/19 04:00:00 PM,81.621,,,,,,
143,01/25/19 05:00:00 PM,76.006,,,,,,
144,01/25/19 06:00:00 PM,55.364,,,,,,
145,01/25/19 07:00:00 PM,51.523,,,,,,
146,01/25/19 08:00:00 PM,50.819,,,,,,
147,01/25/19 09:00:00 PM,49.937,,,,,,
148,01/25/19 10:00:00 PM,48.339,,,,,,
149,01/25/19 11:00:00 PM,48.517,,,,,,
150,01/26/19 12:00:00 AM,47.446,,,,,,
151,01/26/19 01:00:00 AM,47.982,,,,,,
152,01/26/19 02:00:00 AM,47.624,,,,,,
153,01/26/19 03:00:00 AM,46.008,,,,,,
154,01/26/19 04:00:00 AM,46.369,,,,,,
155,01/26/19 05:00:00 AM,46.369,,,,,,
156,01/26/19 06:00:00 AM,44.742,,,,,,
157,01/26/19 07:00:00 AM,45.104,,,,,,
158,01/26/19 08:00:00 AM,46.188,,,,,,
159,01/26/19 09:00:00 AM,54.322,,,,,,
160,01/26/19 09:37:43 AM,,,Logged,,,,
161,01/26/19 09:38:33 AM,,,,Logged,,,
162,01/26/19 09:38:35 AM,,,Logged,,,,
163,01/26/19 09:38:46 AM,,,,,Logged,,
164,01/26/19 09:39:29 AM,,,,,Logged,,
165,01/26/19 09:39:39 AM,,,,,Logged,,
166,01/26/19 09:40:09 AM,,,,,Logged,,
167,01/26/19 09:41:21 AM,,,,,Logged,,
168,01/26/19 09:41:38 AM,,,,Logged,,,
169,01/26/19 09:41:39 AM,,,Logged,,,,
170,01/26/19 09:41:42 AM,,,,,Logged,,
171,01/26/19 09:41:57 AM,,0.17,,,,Logged,Logged
