"Plot Title: UNF"
"#","Date Time, GMT-08:00","Event, units (LGR S/N: 10592083, SEN S/N: 10592083, LBL: UNF)","Coupler Attached (LGR S/N: 10592083, SEN S/N: 10592083)","Host Connected (LGR S/N: 10592083, SEN S/N: 10592083)","End Of File (LGR S/N: 10592083, SEN S/N: 10592083)"
107,01/17/16 04:51:43 PM,1.06,,,
108,01/17/16 04:54:20 PM,1.07,,,
109,01/17/16 04:57:00 PM,1.08,,,
110,01/17/16 04:58:13 PM,1.09,,,
111,01/17/16 05:01:45 PM,1.10,,,
112,01/17/16 05:04:09 PM,1.11,,,
113,01/17/16 05:09:18 PM,1.12,,,
114,01/17/16 05:14:52 PM,1.13,,,
115,01/17/16 05:22:51 PM,1.14,,,
116,01/17/16 05:25:49 PM,1.15,,,
117,01/17/16 05:29:52 PM,1.16,,,
118,01/17/16 05:33:10 PM,1.17,,,
119,01/17/16 05:36:23 PM,1.18,,,
120,01/17/16 05:40:58 PM,1.19,,,
121,01/17/16 05:49:45 PM,1.20,,,
122,01/17/16 05:58:27 PM,1.21,,,
123,01/17/16 06:19:28 PM,1.22,,,
124,01/17/16 06:29:19 PM,1.23,,,
125,01/17/16 06:37:55 PM,1.24,,,
126,01/17/16 06:40:33 PM,1.25,,,
127,01/17/16 06:43:18 PM,1.26,,,
128,01/17/16 06:46:05 PM,1.27,,,
129,01/17/16 06:49:02 PM,1.28,,,
130,01/17/16 06:51:49 PM,1.29,,,
131,01/17/16 06:54:47 PM,1.30,,,
132,01/17/16 06:57:05 PM,1.31,,,
133,01/17/16 06:59:13 PM,1.32,,,
134,01/17/16 07:00:48 PM,1.33,,,
135,01/17/16 07:02:45 PM,1.34,,,
136,01/17/16 07:04:10 PM,1.35,,,
137,01/17/16 07:05:55 PM,1.36,,,
138,01/17/16 07:07:00 PM,1.37,,,
139,01/17/16 07:08:01 PM,1.38,,,
140,01/17/16 07:09:31 PM,1.39,,,
141,01/17/16 07:11:38 PM,1.40,,,
142,01/17/16 07:14:01 PM,1.41,,,
143,01/17/16 07:15:17 PM,1.42,,,
144,01/17/16 07:16:53 PM,1.43,,,
145,01/17/16 07:19:01 PM,1.44,,,
146,01/17/16 07:20:51 PM,1.45,,,
147,01/17/16 07:23:37 PM,1.46,,,
148,01/17/16 07:26:05 PM,1.47,,,
149,01/17/16 07:28:39 PM,1.48,,,
150,01/17/16 07:31:02 PM,1.49,,,
151,01/17/16 07:33:26 PM,1.50,,,
152,01/17/16 07:35:59 PM,1.51,,,
153,01/17/16 07:39:08 PM,1.52,,,
154,01/17/16 07:41:49 PM,1.53,,,
155,01/17/16 07:45:16 PM,1.54,,,
156,01/17/16 07:48:10 PM,1.55,,,
157,01/17/16 07:50:51 PM,1.56,,,
158,01/17/16 07:53:33 PM,1.57,,,
159,01/17/16 07:57:10 PM,1.58,,,
160,01/17/16 07:59:51 PM,1.59,,,
161,01/17/16 08:03:14 PM,1.60,,,
162,01/17/16 08:05:32 PM,1.61,,,
163,01/17/16 08:08:42 PM,1.62,,,
164,01/17/16 08:11:02 PM,1.63,,,
165,01/17/16 08:13:03 PM,1.64,,,
166,01/17/16 08:14:45 PM,1.65,,,
167,01/17/16 08:17:09 PM,1.66,,,
168,01/17/16 08:19:06 PM,1.67,,,
169,01/17/16 08:21:39 PM,1.68,,,
170,01/17/16 08:23:43 PM,1.69,,,
171,01/17/16 08:26:30 PM,1.70,,,
172,01/17/16 08:28:29 PM,1.71,,,
173,01/17/16 08:30:26 PM,1.72,,,
174,01/17/16 08:32:20 PM,1.73,,,
175,01/17/16 08:34:39 PM,1.74,,,
176,01/17/16 08:36:29 PM,1.75,,,
177,01/17/16 08:38:40 PM,1.76,,,
178,01/17/16 08:40:14 PM,1.77,,,
179,01/17/16 08:41:23 PM,1.78,,,
180,01/17/16 08:42:26 PM,1.79,,,
181,01/17/16 08:43:47 PM,1.80,,,
182,01/17/16 08:44:56 PM,1.81,,,
183,01/17/16 08:46:00 PM,1.82,,,
184,01/17/16 08:46:52 PM,1.83,,,
185,01/17/16 08:47:38 PM,1.84,,,
186,01/17/16 08:48:20 PM,1.85,,,
187,01/17/16 08:49:44 PM,1.86,,,
188,01/17/16 08:51:27 PM,1.87,,,
189,01/17/16 08:53:45 PM,1.88,,,
190,01/17/16 08:56:04 PM,1.89,,,
191,01/17/16 08:59:16 PM,1.90,,,
192,01/17/16 09:04:20 PM,1.91,,,
193,01/17/16 09:11:09 PM,1.92,,,
194,01/17/16 09:19:26 PM,1.93,,,
195,01/17/16 09:26:24 PM,1.94,,,
196,01/17/16 09:30:41 PM,1.95,,,
197,01/17/16 09:36:41 PM,1.96,,,
198,01/17/16 09:40:51 PM,1.97,,,
199,01/17/16 09:46:13 PM,1.98,,,
200,01/17/16 09:49:30 PM,1.99,,,
201,01/17/16 09:53:10 PM,2.00,,,
202,01/17/16 09:56:30 PM,2.01,,,
203,01/17/16 09:58:43 PM,2.02,,,
204,01/17/16 10:00:14 PM,2.03,,,
205,01/17/16 10:02:22 PM,2.04,,,
206,01/17/16 10:04:24 PM,2.05,,,
207,01/17/16 10:06:01 PM,2.06,,,
208,01/17/16 10:07:00 PM,2.07,,,
209,01/17/16 10:08:17 PM,2.08,,,
210,01/17/16 10:09:27 PM,2.09,,,
211,01/17/16 10:10:37 PM,2.10,,,
212,01/17/16 10:11:31 PM,2.11,,,
213,01/17/16 10:12:28 PM,2.12,,,
214,01/17/16 10:13:19 PM,2.13,,,
215,01/17/16 10:14:29 PM,2.14,,,
216,01/17/16 10:15:28 PM,2.15,,,
217,01/17/16 10:16:41 PM,2.16,,,
218,01/17/16 10:17:52 PM,2.17,,,
219,01/17/16 10:19:23 PM,2.18,,,
220,01/17/16 10:20:41 PM,2.19,,,
221,01/17/16 10:22:18 PM,2.20,,,
222,01/17/16 10:23:58 PM,2.21,,,
223,01/17/16 10:25:50 PM,2.22,,,
224,01/17/16 10:26:56 PM,2.23,,,
225,01/17/16 10:27:48 PM,2.24,,,
226,01/17/16 10:28:35 PM,2.25,,,
227,01/17/16 10:29:28 PM,2.26,,,
228,01/17/16 10:30:10 PM,2.27,,,
229,01/17/16 10:30:51 PM,2.28,,,
230,01/17/16 10:31:33 PM,2.29,,,
231,01/17/16 10:32:41 PM,2.30,,,
232,01/17/16 10:33:26 PM,2.31,,,
233,01/17/16 10:34:25 PM,2.32,,,
234,01/17/16 10:35:24 PM,2.33,,,
235,01/17/16 10:36:39 PM,2.34,,,
236,01/17/16 10:37:53 PM,2.35,,,
237,01/17/16 10:39:05 PM,2.36,,,
238,01/17/16 10:40:03 PM,2.37,,,
239,01/17/16 10:40:43 PM,2.38,,,
240,01/17/16 10:41:16 PM,2.39,,,
241,01/17/16 10:41:54 PM,2.40,,,
242,01/17/16 10:42:28 PM,2.41,,,
243,01/17/16 10:43:09 PM,2.42,,,
244,01/17/16 10:43:41 PM,2.43,,,
245,01/17/16 10:44:24 PM,2.44,,,
246,01/17/16 10:45:05 PM,2.45,,,
247,01/17/16 10:45:51 PM,2.46,,,
248,01/17/16 10:46:44 PM,2.47,,,
249,01/17/16 10:48:09 PM,2.48,,,
250,01/17/16 10:49:22 PM,2.49,,,
251,01/17/16 10:50:43 PM,2.50,,,
252,01/17/16 10:51:54 PM,2.51,,,
253,01/17/16 10:53:02 PM,2.52,,,
254,01/17/16 10:54:18 PM,2.53,,,
255,01/17/16 10:55:43 PM,2.54,,,
256,01/17/16 10:57:14 PM,2.55,,,
257,01/17/16 10:58:49 PM,2.56,,,
258,01/17/16 11:00:15 PM,2.57,,,
259,01/17/16 11:02:10 PM,2.58,,,
260,01/17/16 11:03:47 PM,2.59,,,
261,01/17/16 11:05:15 PM,2.60,,,
262,01/17/16 11:06:40 PM,2.61,,,
263,01/17/16 11:08:47 PM,2.62,,,
264,01/17/16 11:11:09 PM,2.63,,,
265,01/17/16 11:13:31 PM,2.64,,,
266,01/17/16 11:15:50 PM,2.65,,,
267,01/17/16 11:18:12 PM,2.66,,,
268,01/17/16 11:20:52 PM,2.67,,,
269,01/17/16 11:24:21 PM,2.68,,,
270,01/17/16 11:25:48 PM,2.69,,,
271,01/17/16 11:26:27 PM,2.70,,,
272,01/17/16 11:27:19 PM,2.71,,,
273,01/17/16 11:28:18 PM,2.72,,,
274,01/17/16 11:29:36 PM,2.73,,,
275,01/17/16 11:31:33 PM,2.74,,,
276,01/17/16 11:33:26 PM,2.75,,,
277,01/17/16 11:36:40 PM,2.76,,,
278,01/17/16 11:38:32 PM,2.77,,,
279,01/17/16 11:40:21 PM,2.78,,,
280,01/17/16 11:41:56 PM,2.79,,,
281,01/17/16 11:44:51 PM,2.80,,,
282,01/17/16 11:47:15 PM,2.81,,,
283,01/17/16 11:49:25 PM,2.82,,,
284,01/17/16 11:50:57 PM,2.83,,,
285,01/17/16 11:52:55 PM,2.84,,,
286,01/17/16 11:54:37 PM,2.85,,,
287,01/17/16 11:56:35 PM,2.86,,,
288,01/17/16 11:58:33 PM,2.87,,,
289,01/18/16 12:01:14 AM,2.88,,,
290,01/18/16 12:03:42 AM,2.89,,,
291,01/18/16 12:05:57 AM,2.90,,,
292,01/18/16 12:08:16 AM,2.91,,,
293,01/18/16 12:10:12 AM,2.92,,,
294,01/18/16 12:11:45 AM,2.93,,,
295,01/18/16 12:14:00 AM,2.94,,,
296,01/18/16 12:15:58 AM,2.95,,,
297,01/18/16 12:17:23 AM,2.96,,,
298,01/18/16 12:18:49 AM,2.97,,,
299,01/18/16 12:20:52 AM,2.98,,,
300,01/18/16 12:22:39 AM,2.99,,,
301,01/18/16 12:23:52 AM,3.00,,,
302,01/18/16 12:24:56 AM,3.01,,,
303,01/18/16 12:25:55 AM,3.02,,,
304,01/18/16 12:26:45 AM,3.03,,,
305,01/18/16 12:27:42 AM,3.04,,,
306,01/18/16 12:28:42 AM,3.05,,,
307,01/18/16 12:29:31 AM,3.06,,,
308,01/18/16 12:30:08 AM,3.07,,,
309,01/18/16 12:30:46 AM,3.08,,,
310,01/18/16 12:31:23 AM,3.09,,,
311,01/18/16 12:32:09 AM,3.10,,,
312,01/18/16 12:32:43 AM,3.11,,,
313,01/18/16 12:33:37 AM,3.12,,,
314,01/18/16 12:34:39 AM,3.13,,,
315,01/18/16 12:35:53 AM,3.14,,,
316,01/18/16 12:37:12 AM,3.15,,,
317,01/18/16 12:38:55 AM,3.16,,,
318,01/18/16 12:39:53 AM,3.17,,,
319,01/18/16 12:41:01 AM,3.18,,,
320,01/18/16 12:41:41 AM,3.19,,,
321,01/18/16 12:43:04 AM,3.20,,,
322,01/18/16 12:44:24 AM,3.21,,,
323,01/18/16 12:46:09 AM,3.22,,,
324,01/18/16 12:47:57 AM,3.23,,,
325,01/18/16 12:50:11 AM,3.24,,,
326,01/18/16 12:52:45 AM,3.25,,,
327,01/18/16 12:55:12 AM,3.26,,,
328,01/18/16 12:58:02 AM,3.27,,,
329,01/18/16 01:00:13 AM,3.28,,,
330,01/18/16 01:03:03 AM,3.29,,,
331,01/18/16 01:05:51 AM,3.30,,,
332,01/18/16 01:08:40 AM,3.31,,,
333,01/18/16 01:12:24 AM,3.32,,,
334,01/18/16 01:15:29 AM,3.33,,,
335,01/18/16 01:18:17 AM,3.34,,,
336,01/18/16 01:21:53 AM,3.35,,,
337,01/18/16 01:25:04 AM,3.36,,,
338,01/18/16 01:29:37 AM,3.37,,,
339,01/18/16 01:34:27 AM,3.38,,,
340,01/18/16 01:37:36 AM,3.39,,,
341,01/18/16 01:40:47 AM,3.40,,,
342,01/18/16 01:44:33 AM,3.41,,,
343,01/18/16 01:47:48 AM,3.42,,,
344,01/18/16 01:50:40 AM,3.43,,,
345,01/18/16 01:54:04 AM,3.44,,,
346,01/18/16 01:58:42 AM,3.45,,,
347,01/18/16 02:02:55 AM,3.46,,,
348,01/18/16 02:05:46 AM,3.47,,,
349,01/18/16 02:10:50 AM,3.48,,,
350,01/18/16 02:14:26 AM,3.49,,,
351,01/18/16 02:18:11 AM,3.50,,,
352,01/18/16 02:21:43 AM,3.51,,,
353,01/18/16 02:28:17 AM,3.52,,,
354,01/18/16 02:50:11 AM,3.53,,,
355,01/18/16 03:07:31 AM,3.54,,,
356,01/18/16 03:14:57 AM,3.55,,,
357,01/18/16 03:24:24 AM,3.56,,,
358,01/18/16 03:36:45 AM,3.57,,,
359,01/19/16 02:01:28 AM,3.58,,,
360,01/19/16 02:15:47 AM,3.59,,,
361,01/19/16 02:25:35 AM,3.60,,,
362,01/19/16 02:40:56 AM,3.61,,,
363,01/19/16 03:00:13 AM,3.62,,,
364,01/19/16 03:16:51 AM,3.63,,,
365,01/19/16 03:27:06 AM,3.64,,,
366,01/19/16 03:49:31 AM,3.65,,,
367,01/19/16 03:52:46 AM,3.66,,,
368,01/19/16 03:54:17 AM,3.67,,,
369,01/19/16 03:57:49 AM,3.68,,,
370,01/19/16 04:01:02 AM,3.69,,,
371,01/19/16 04:04:35 AM,3.70,,,
372,01/19/16 04:08:51 AM,3.71,,,
373,01/19/16 04:21:19 AM,3.72,,,
374,01/19/16 04:30:06 AM,3.73,,,
375,01/19/16 04:35:28 AM,3.74,,,
376,01/19/16 04:37:27 AM,3.75,,,
377,01/19/16 04:41:11 AM,3.76,,,
378,01/19/16 04:49:09 AM,3.77,,,
379,01/19/16 04:54:58 AM,3.78,,,
380,01/19/16 04:57:39 AM,3.79,,,
381,01/19/16 05:01:49 AM,3.80,,,
382,01/19/16 05:04:39 AM,3.81,,,
383,01/19/16 05:06:56 AM,3.82,,,
384,01/19/16 05:09:00 AM,3.83,,,
385,01/19/16 05:13:31 AM,3.84,,,
386,01/19/16 05:16:51 AM,3.85,,,
387,01/19/16 05:20:16 AM,3.86,,,
388,01/19/16 05:21:47 AM,3.87,,,
389,01/19/16 05:23:32 AM,3.88,,,
390,01/19/16 05:25:26 AM,3.89,,,
391,01/19/16 05:29:07 AM,3.90,,,
392,01/19/16 05:32:14 AM,3.91,,,
393,01/19/16 05:35:32 AM,3.92,,,
394,01/19/16 05:37:47 AM,3.93,,,
395,01/19/16 05:40:24 AM,3.94,,,
396,01/19/16 05:42:29 AM,3.95,,,
397,01/19/16 05:46:08 AM,3.96,,,
398,01/19/16 05:49:19 AM,3.97,,,
399,01/19/16 05:53:03 AM,3.98,,,
400,01/19/16 05:57:13 AM,3.99,,,
401,01/19/16 06:01:22 AM,4.00,,,
402,01/19/16 06:03:22 AM,4.01,,,
403,01/19/16 06:05:51 AM,4.02,,,
404,01/19/16 06:07:59 AM,4.03,,,
405,01/19/16 06:10:39 AM,4.04,,,
406,01/19/16 06:13:10 AM,4.05,,,
407,01/19/16 06:16:29 AM,4.06,,,
408,01/19/16 06:19:02 AM,4.07,,,
409,01/19/16 06:22:03 AM,4.08,,,
410,01/19/16 06:24:02 AM,4.09,,,
411,01/19/16 06:26:42 AM,4.10,,,
412,01/19/16 06:28:45 AM,4.11,,,
413,01/19/16 06:31:15 AM,4.12,,,
414,01/19/16 06:32:41 AM,4.13,,,
415,01/19/16 06:34:57 AM,4.14,,,
416,01/19/16 06:37:57 AM,4.15,,,
417,01/19/16 06:41:17 AM,4.16,,,
418,01/19/16 06:45:09 AM,4.17,,,
419,01/19/16 06:53:43 AM,4.18,,,
420,01/19/16 07:05:09 AM,4.19,,,
421,01/19/16 07:10:53 AM,4.20,,,
422,01/19/16 07:16:17 AM,4.21,,,
423,01/19/16 07:21:25 AM,4.22,,,
424,01/19/16 07:23:03 AM,4.23,,,
425,01/19/16 07:25:07 AM,4.24,,,
426,01/19/16 07:26:56 AM,4.25,,,
427,01/19/16 07:28:22 AM,4.26,,,
428,01/19/16 07:29:31 AM,4.27,,,
429,01/19/16 07:30:23 AM,4.28,,,
430,01/19/16 07:31:08 AM,4.29,,,
431,01/19/16 07:32:15 AM,4.30,,,
432,01/19/16 07:33:13 AM,4.31,,,
433,01/19/16 07:34:19 AM,4.32,,,
434,01/19/16 07:35:05 AM,4.33,,,
435,01/19/16 07:36:22 AM,4.34,,,
436,01/19/16 07:37:22 AM,4.35,,,
437,01/19/16 07:38:11 AM,4.36,,,
438,01/19/16 07:39:11 AM,4.37,,,
439,01/19/16 07:40:19 AM,4.38,,,
440,01/19/16 07:41:27 AM,4.39,,,
441,01/19/16 07:42:54 AM,4.40,,,
442,01/19/16 07:44:15 AM,4.41,,,
443,01/19/16 07:45:29 AM,4.42,,,
444,01/19/16 07:46:27 AM,4.43,,,
445,01/19/16 07:48:08 AM,4.44,,,
446,01/19/16 07:49:30 AM,4.45,,,
447,01/19/16 07:51:50 AM,4.46,,,
448,01/19/16 07:53:44 AM,4.47,,,
449,01/19/16 07:55:26 AM,4.48,,,
450,01/19/16 07:57:07 AM,4.49,,,
451,01/19/16 07:58:39 AM,4.50,,,
452,01/19/16 07:59:42 AM,4.51,,,
453,01/19/16 08:00:49 AM,4.52,,,
454,01/19/16 08:02:01 AM,4.53,,,
455,01/19/16 08:03:43 AM,4.54,,,
456,01/19/16 08:04:51 AM,4.55,,,
457,01/19/16 08:05:53 AM,4.56,,,
458,01/19/16 08:07:17 AM,4.57,,,
459,01/19/16 08:08:59 AM,4.58,,,
460,01/19/16 08:10:10 AM,4.59,,,
461,01/19/16 08:11:54 AM,4.60,,,
462,01/19/16 08:13:44 AM,4.61,,,
463,01/19/16 08:15:35 AM,4.62,,,
464,01/19/16 08:16:27 AM,4.63,,,
465,01/19/16 08:17:22 AM,4.64,,,
466,01/19/16 08:18:30 AM,4.65,,,
467,01/19/16 08:19:47 AM,4.66,,,
468,01/19/16 08:21:04 AM,4.67,,,
469,01/19/16 08:22:27 AM,4.68,,,
470,01/19/16 08:23:49 AM,4.69,,,
471,01/19/16 08:25:28 AM,4.70,,,
472,01/19/16 08:26:35 AM,4.71,,,
473,01/19/16 08:27:32 AM,4.72,,,
474,01/19/16 08:28:19 AM,4.73,,,
475,01/19/16 08:28:58 AM,4.74,,,
476,01/19/16 08:29:39 AM,4.75,,,
477,01/19/16 08:30:18 AM,4.76,,,
478,01/19/16 08:30:49 AM,4.77,,,
479,01/19/16 08:31:20 AM,4.78,,,
480,01/19/16 08:31:53 AM,4.79,,,
481,01/19/16 08:32:26 AM,4.80,,,
482,01/19/16 08:32:55 AM,4.81,,,
483,01/19/16 08:33:28 AM,4.82,,,
484,01/19/16 08:34:02 AM,4.83,,,
485,01/19/16 08:34:50 AM,4.84,,,
486,01/19/16 08:35:32 AM,4.85,,,
487,01/19/16 08:36:14 AM,4.86,,,
488,01/19/16 08:36:46 AM,4.87,,,
489,01/19/16 08:37:19 AM,4.88,,,
490,01/19/16 08:37:58 AM,4.89,,,
491,01/19/16 08:39:16 AM,4.90,,,
492,01/19/16 08:40:00 AM,4.91,,,
493,01/19/16 08:41:03 AM,4.92,,,
494,01/19/16 08:42:12 AM,4.93,,,
495,01/19/16 08:43:22 AM,4.94,,,
496,01/19/16 08:44:39 AM,4.95,,,
497,01/19/16 08:46:07 AM,4.96,,,
498,01/19/16 08:48:06 AM,4.97,,,
499,01/19/16 08:50:10 AM,4.98,,,
500,01/19/16 08:52:14 AM,4.99,,,
501,01/19/16 08:54:20 AM,5.00,,,
502,01/19/16 08:55:18 AM,5.01,,,
503,01/19/16 08:56:00 AM,5.02,,,
504,01/19/16 08:56:34 AM,5.03,,,
505,01/19/16 08:57:20 AM,5.04,,,
506,01/19/16 08:58:18 AM,5.05,,,
507,01/19/16 08:59:35 AM,5.06,,,
508,01/19/16 09:01:21 AM,5.07,,,
509,01/19/16 09:05:52 AM,5.08,,,
510,01/19/16 09:10:07 AM,5.09,,,
511,01/19/16 09:15:55 AM,5.10,,,
512,01/19/16 09:18:45 AM,5.11,,,
513,01/19/16 09:22:03 AM,5.12,,,
514,01/19/16 09:43:38 AM,5.13,,,
515,01/19/16 09:48:44 AM,5.14,,,
516,01/19/16 09:49:33 AM,5.15,,,
517,01/19/16 09:50:45 AM,5.16,,,
518,01/19/16 09:51:37 AM,5.17,,,
519,01/19/16 09:52:38 AM,5.18,,,
520,01/19/16 09:54:33 AM,5.19,,,
521,01/19/16 09:58:29 AM,5.20,,,
522,01/19/16 10:05:43 AM,5.21,,,
523,01/19/16 10:12:04 AM,5.22,,,
524,01/19/16 10:13:25 AM,5.23,,,
525,01/19/16 10:14:14 AM,5.24,,,
526,01/19/16 10:15:01 AM,5.25,,,
527,01/19/16 10:17:13 AM,5.26,,,
528,01/19/16 10:20:21 AM,5.27,,,
529,01/19/16 10:23:59 AM,5.28,,,
530,01/19/16 10:27:23 AM,5.29,,,
531,01/19/16 10:31:26 AM,5.30,,,
532,01/19/16 10:36:11 AM,5.31,,,
533,01/19/16 10:39:56 AM,5.32,,,
534,01/19/16 10:43:18 AM,5.33,,,
535,01/19/16 10:47:48 AM,5.34,,,
536,01/19/16 10:51:29 AM,5.35,,,
537,01/19/16 10:58:12 AM,5.36,,,
538,01/19/16 10:59:54 AM,5.37,,,
539,01/19/16 11:02:04 AM,5.38,,,
540,01/19/16 11:04:01 AM,5.39,,,
541,01/19/16 11:07:01 AM,5.40,,,
542,01/19/16 11:12:22 AM,5.41,,,
543,01/19/16 11:18:24 AM,5.42,,,
544,01/19/16 11:24:10 AM,5.43,,,
545,01/19/16 11:27:33 AM,5.44,,,
546,01/19/16 11:29:32 AM,5.45,,,
547,01/19/16 11:32:06 AM,5.46,,,
548,01/19/16 11:34:58 AM,5.47,,,
549,01/19/16 11:40:11 AM,5.48,,,
550,01/19/16 11:43:57 AM,5.49,,,
551,01/19/16 11:49:04 AM,5.50,,,
552,01/19/16 12:04:55 PM,5.51,,,
553,01/19/16 12:29:30 PM,5.52,,,
554,01/19/16 01:30:32 PM,5.53,,,
555,01/19/16 02:20:49 PM,5.54,,,
556,01/21/16 01:03:37 PM,,Logged,,
557,01/21/16 01:03:42 PM,,,Logged,
558,01/21/16 01:03:53 PM,5.54,,,Logged
