"Plot Title: HS"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 10592078, SEN S/N: 10592078, LBL: HS)","Coupler Attached (LGR S/N: 10592078, SEN S/N: 10592078)","Stopped (LGR S/N: 10592078, SEN S/N: 10592078)","End Of File (LGR S/N: 10592078, SEN S/N: 10592078)"
115,04/24/15 10:29:01 PM,114.00,,,
116,04/24/15 10:42:18 PM,115.00,,,
117,04/24/15 10:52:01 PM,116.00,,,
118,04/24/15 11:04:05 PM,117.00,,,
119,04/24/15 11:11:12 PM,118.00,,,
120,04/24/15 11:18:58 PM,119.00,,,
121,04/24/15 11:26:45 PM,120.00,,,
122,04/24/15 11:32:00 PM,121.00,,,
123,04/24/15 11:41:48 PM,122.00,,,
124,04/24/15 11:49:45 PM,123.00,,,
125,04/24/15 11:56:06 PM,124.00,,,
126,04/25/15 12:01:33 AM,125.00,,,
127,04/25/15 12:08:26 AM,126.00,,,
128,04/25/15 12:15:41 AM,127.00,,,
129,04/25/15 12:20:47 AM,128.00,,,
130,04/25/15 12:26:33 AM,129.00,,,
131,04/25/15 12:32:00 AM,130.00,,,
132,04/25/15 12:35:31 AM,131.00,,,
133,04/25/15 12:37:14 AM,132.00,,,
134,04/25/15 12:38:34 AM,133.00,,,
135,04/25/15 12:39:52 AM,134.00,,,
136,04/25/15 12:43:05 AM,135.00,,,
137,04/25/15 12:47:52 AM,136.00,,,
138,04/25/15 12:53:12 AM,137.00,,,
139,04/25/15 12:55:54 AM,138.00,,,
140,04/25/15 12:57:42 AM,139.00,,,
141,04/25/15 12:58:29 AM,140.00,,,
142,04/25/15 12:59:25 AM,141.00,,,
143,04/25/15 01:05:05 AM,142.00,,,
144,04/25/15 01:07:29 AM,143.00,,,
145,04/25/15 01:08:59 AM,144.00,,,
146,04/25/15 01:10:30 AM,145.00,,,
147,04/25/15 01:11:52 AM,146.00,,,
148,04/25/15 01:13:02 AM,147.00,,,
149,04/25/15 01:16:14 AM,148.00,,,
150,04/25/15 01:21:44 AM,149.00,,,
151,04/25/15 01:27:19 AM,150.00,,,
152,04/25/15 01:30:19 AM,151.00,,,
153,04/25/15 01:33:14 AM,152.00,,,
154,04/25/15 01:35:16 AM,153.00,,,
155,04/25/15 01:37:18 AM,154.00,,,
156,04/25/15 01:40:10 AM,155.00,,,
157,04/25/15 01:43:07 AM,156.00,,,
158,04/25/15 01:44:48 AM,157.00,,,
159,04/25/15 01:46:03 AM,158.00,,,
160,04/25/15 01:47:10 AM,159.00,,,
161,04/25/15 01:48:21 AM,160.00,,,
162,04/25/15 01:50:30 AM,161.00,,,
163,04/25/15 01:52:40 AM,162.00,,,
164,04/25/15 01:54:09 AM,163.00,,,
165,04/25/15 01:55:48 AM,164.00,,,
166,04/25/15 01:57:16 AM,165.00,,,
167,04/25/15 01:58:49 AM,166.00,,,
168,04/25/15 02:00:26 AM,167.00,,,
169,04/25/15 02:02:01 AM,168.00,,,
170,04/25/15 02:04:04 AM,169.00,,,
171,04/25/15 02:05:39 AM,170.00,,,
172,04/25/15 02:06:44 AM,171.00,,,
173,04/25/15 02:07:54 AM,172.00,,,
174,04/25/15 02:09:12 AM,173.00,,,
175,04/25/15 02:10:55 AM,174.00,,,
176,04/25/15 02:13:22 AM,175.00,,,
177,04/25/15 02:15:42 AM,176.00,,,
178,04/25/15 02:19:21 AM,177.00,,,
179,04/25/15 02:21:50 AM,178.00,,,
180,04/25/15 02:24:21 AM,179.00,,,
181,04/25/15 02:27:12 AM,180.00,,,
182,04/25/15 02:32:30 AM,181.00,,,
183,04/25/15 02:37:50 AM,182.00,,,
184,04/25/15 02:41:55 AM,183.00,,,
185,04/25/15 02:43:47 AM,184.00,,,
186,04/25/15 02:45:20 AM,185.00,,,
187,04/25/15 02:46:39 AM,186.00,,,
188,04/25/15 02:48:03 AM,187.00,,,
189,04/25/15 02:49:34 AM,188.00,,,
190,04/25/15 02:51:47 AM,189.00,,,
191,04/25/15 02:54:06 AM,190.00,,,
192,04/25/15 02:56:45 AM,191.00,,,
193,04/25/15 02:59:12 AM,192.00,,,
194,04/25/15 03:01:14 AM,193.00,,,
195,04/25/15 03:03:23 AM,194.00,,,
196,04/25/15 03:05:08 AM,195.00,,,
197,04/25/15 03:06:34 AM,196.00,,,
198,04/25/15 03:08:17 AM,197.00,,,
199,04/25/15 03:10:05 AM,198.00,,,
200,04/25/15 03:11:45 AM,199.00,,,
201,04/25/15 03:13:35 AM,200.00,,,
202,04/25/15 03:18:57 AM,201.00,,,
203,04/25/15 03:25:39 AM,202.00,,,
204,04/25/15 03:34:17 AM,203.00,,,
205,04/25/15 03:36:59 AM,204.00,,,
206,04/25/15 03:43:25 AM,205.00,,,
207,04/25/15 03:46:19 AM,206.00,,,
208,04/25/15 03:47:39 AM,207.00,,,
209,04/25/15 03:49:09 AM,208.00,,,
210,04/25/15 03:50:37 AM,209.00,,,
211,04/25/15 03:56:15 AM,210.00,,,
212,04/25/15 03:59:58 AM,211.00,,,
213,04/25/15 04:17:28 AM,212.00,,,
214,04/25/15 04:26:42 AM,213.00,,,
215,04/25/15 07:02:18 AM,214.00,,,
216,05/15/15 08:22:15 AM,,Logged,,
217,05/15/15 08:22:19 AM,214.00,,Logged,Logged
