"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
158,01/26/18 08:04:55 AM,40.134,,,,,
159,01/26/18 09:04:55 AM,40.881,,,,,
160,01/26/18 10:04:55 AM,44.195,,,,,
161,01/26/18 11:04:55 AM,47.446,,,,,
162,01/26/18 12:04:55 PM,50.466,,,,,
163,01/26/18 01:04:55 PM,57.268,,,,,
164,01/26/18 02:04:55 PM,53.449,,,,,
165,01/26/18 03:04:55 PM,52.576,,,,,
166,01/26/18 04:04:55 PM,51.346,,,,,
167,01/26/18 05:04:55 PM,48.695,,,,,
168,01/26/18 06:04:55 PM,45.648,,,,,
169,01/26/18 07:04:55 PM,43.466,,,,,
170,01/26/18 08:04:55 PM,42.548,,,,,
171,01/26/18 09:04:55 PM,41.994,,,,,
172,01/26/18 10:04:55 PM,41.254,,,,,
173,01/26/18 11:04:55 PM,40.881,,,,,
174,01/27/18 12:04:55 AM,40.696,,,,,
175,01/27/18 01:04:55 AM,40.321,,,,,
176,01/27/18 02:04:55 AM,40.134,,,,,
177,01/27/18 03:04:55 AM,40.509,,,,,
178,01/27/18 04:04:55 AM,40.134,,,,,
179,01/27/18 05:04:55 AM,40.134,,,,,
180,01/27/18 06:04:55 AM,39.760,,,,,
181,01/27/18 07:04:55 AM,39.760,,,,,
182,01/27/18 08:04:55 AM,39.573,,,,,
183,01/27/18 09:04:55 AM,40.321,,,,,
184,01/27/18 10:04:55 AM,44.742,,,,,
185,01/27/18 11:04:55 AM,47.802,,,,,
186,01/27/18 12:04:55 PM,56.750,,,,,
187,01/27/18 01:04:55 PM,65.680,,,,,
188,01/27/18 02:04:55 PM,59.680,,,,,
189,01/27/18 03:04:55 PM,58.131,,,,,
190,01/27/18 04:04:55 PM,56.923,,,,,
191,01/27/18 05:04:55 PM,54.147,,,,,
192,01/27/18 06:04:55 PM,51.172,,,,,
193,01/27/18 07:04:55 PM,48.871,,,,,
194,01/27/18 08:04:55 PM,47.982,,,,,
195,01/27/18 09:04:55 PM,47.446,,,,,
196,01/27/18 10:04:55 PM,47.266,,,,,
197,01/27/18 11:04:55 PM,46.908,,,,,
198,01/28/18 12:04:55 AM,46.369,,,,,
199,01/28/18 01:04:55 AM,45.828,,,,,
200,01/28/18 02:04:55 AM,45.286,,,,,
201,01/28/18 03:04:55 AM,45.104,,,,,
202,01/28/18 04:04:55 AM,44.742,,,,,
203,01/28/18 05:04:55 AM,44.379,,,,,
204,01/28/18 06:04:55 AM,44.013,,,,,
205,01/28/18 07:04:55 AM,43.831,,,,,
206,01/28/18 08:04:55 AM,44.013,,,,,
207,01/28/18 09:04:55 AM,45.466,,,,,
208,01/28/18 10:04:55 AM,49.582,,,,,
209,01/28/18 11:04:55 AM,52.576,,,,,
210,01/28/18 12:04:55 PM,60.712,,,,,
211,01/28/18 01:04:55 PM,69.964,,,,,
212,01/28/18 02:04:55 PM,63.626,,,,,
213,01/28/18 03:04:55 PM,61.398,,,,,
214,01/28/18 04:04:55 PM,59.337,,,,,
215,01/28/18 05:04:55 PM,56.577,,,,,
216,01/28/18 06:04:55 PM,54.495,,,,,
217,01/28/18 07:04:55 PM,52.750,,,,,
218,01/28/18 08:04:55 PM,52.750,,,,,
219,01/28/18 09:04:55 PM,52.750,,,,,
220,01/28/18 10:04:55 PM,52.401,,,,,
221,01/28/18 11:04:55 PM,52.401,,,,,
222,01/29/18 12:04:55 AM,52.225,,,,,
223,01/29/18 01:04:55 AM,52.050,,,,,
224,01/29/18 02:04:55 AM,51.874,,,,,
225,01/29/18 03:04:55 AM,51.874,,,,,
226,01/29/18 04:04:55 AM,52.225,,,,,
227,01/29/18 05:04:55 AM,52.050,,,,,
228,01/29/18 06:04:55 AM,51.699,,,,,
229,01/29/18 07:04:55 AM,51.523,,,,,
230,01/29/18 08:04:55 AM,52.750,,,,,
231,01/29/18 09:04:55 AM,55.537,,,,,
232,01/29/18 10:04:55 AM,59.508,,,,,
233,01/29/18 11:04:55 AM,62.598,,,,,
234,01/29/18 12:04:55 PM,64.481,,,,,
235,01/29/18 01:04:55 PM,64.310,,,,,
236,01/29/18 02:04:55 PM,63.626,,,,,
237,01/29/18 03:04:55 PM,64.996,,,,,
238,01/29/18 04:04:55 PM,63.797,,,,,
239,01/29/18 05:04:55 PM,61.054,,,,,
240,01/29/18 06:04:55 PM,57.441,,,,,
241,01/29/18 07:04:55 PM,55.189,,,,,
242,01/29/18 08:04:55 PM,54.495,,,,,
243,01/29/18 09:04:55 PM,53.274,,,,,
244,01/29/18 10:04:55 PM,53.973,,,,,
245,01/29/18 11:04:55 PM,53.798,,,,,
246,01/30/18 12:04:55 AM,53.623,,,,,
247,01/30/18 01:04:55 AM,52.576,,,,,
248,01/30/18 02:04:55 AM,52.050,,,,,
249,01/30/18 03:04:55 AM,52.225,,,,,
250,01/30/18 04:04:55 AM,53.100,,,,,
251,01/30/18 05:04:55 AM,52.750,,,,,
252,01/30/18 06:04:55 AM,52.925,,,,,
253,01/30/18 07:04:55 AM,52.225,,,,,
254,01/30/18 08:04:55 AM,51.699,,,,,
255,01/30/18 09:04:55 AM,52.576,,,,,
256,01/30/18 10:04:55 AM,56.404,,,,,
257,01/30/18 11:04:55 AM,58.820,,,,,
258,01/30/18 12:04:55 PM,68.934,,,,,
259,01/30/18 01:04:55 PM,74.619,,,,,
260,01/30/18 02:04:55 PM,68.421,,,,,
261,01/30/18 03:04:55 PM,66.022,,,,,
262,01/30/18 04:04:55 PM,65.167,,,,,
263,01/30/18 05:04:55 PM,61.054,,,,,
264,01/30/18 06:04:55 PM,57.614,,,,,
265,01/30/18 07:04:55 PM,56.057,,,,,
266,01/30/18 08:04:55 PM,55.364,,,,,
267,01/30/18 09:04:55 PM,54.842,,,,,
268,01/30/18 10:04:55 PM,54.495,,,,,
269,01/30/18 11:04:55 PM,53.973,,,,,
270,01/31/18 12:04:55 AM,53.274,,,,,
271,01/31/18 01:04:55 AM,52.750,,,,,
272,01/31/18 02:04:55 AM,51.346,,,,,
273,01/31/18 03:04:55 AM,49.937,,,,,
274,01/31/18 04:04:55 AM,48.871,,,,,
275,01/31/18 05:04:55 AM,47.802,,,,,
276,01/31/18 06:04:55 AM,47.624,,,,,
277,01/31/18 07:04:55 AM,47.624,,,,,
278,01/31/18 08:04:55 AM,47.982,,,,,
279,01/31/18 09:04:55 AM,49.759,,,,,
280,01/31/18 10:04:55 AM,54.495,,,,,
281,01/31/18 11:04:55 AM,57.785,,,,,
282,01/31/18 12:04:55 PM,68.592,,,,,
283,01/31/18 01:04:55 PM,76.354,,,,,
284,01/31/18 02:04:55 PM,68.077,,,,,
285,01/31/18 03:04:55 PM,65.509,,,,,
286,01/31/18 04:04:55 PM,63.626,,,,,
287,01/31/18 05:04:55 PM,59.164,,,,,
288,01/31/18 06:04:55 PM,55.711,,,,,
289,01/31/18 07:04:55 PM,53.449,,,,,
290,01/31/18 08:04:55 PM,52.925,,,,,
291,01/31/18 09:04:55 PM,52.576,,,,,
292,01/31/18 10:04:55 PM,52.225,,,,,
293,01/31/18 11:04:55 PM,52.050,,,,,
294,02/01/18 12:04:55 AM,52.050,,,,,
295,02/01/18 01:04:55 AM,51.699,,,,,
296,02/01/18 02:04:55 AM,51.172,,,,,
297,02/01/18 03:04:55 AM,51.699,,,,,
298,02/01/18 04:04:55 AM,51.874,,,,,
299,02/01/18 05:04:55 AM,52.401,,,,,
300,02/01/18 06:04:55 AM,51.874,,,,,
301,02/01/18 07:04:55 AM,51.346,,,,,
302,02/01/18 08:04:55 AM,51.874,,,,,
303,02/01/18 09:04:55 AM,52.750,,,,,
304,02/01/18 10:04:55 AM,57.096,,,,,
305,02/01/18 11:04:55 AM,60.195,,,,,
306,02/01/18 12:04:55 PM,67.392,,,,,
307,02/01/18 01:04:55 PM,74.791,,,,,
308,02/01/18 02:04:55 PM,70.651,,,,,
309,02/01/18 03:04:55 PM,68.763,,,,,
310,02/01/18 04:04:55 PM,68.077,,,,,
311,02/01/18 05:04:55 PM,63.968,,,,,
312,02/01/18 06:04:55 PM,60.368,,,,,
313,02/01/18 07:04:55 PM,59.164,,,,,
314,02/01/18 08:04:55 PM,58.476,,,,,
315,02/01/18 09:04:55 PM,58.303,,,,,
316,02/01/18 10:04:55 PM,57.785,,,,,
317,02/01/18 11:04:55 PM,57.268,,,,,
318,02/02/18 12:04:55 AM,57.268,,,,,
319,02/02/18 01:04:55 AM,55.884,,,,,
320,02/02/18 02:04:55 AM,55.017,,,,,
321,02/02/18 03:04:55 AM,54.322,,,,,
322,02/02/18 04:04:55 AM,54.147,,,,,
323,02/02/18 05:04:55 AM,53.973,,,,,
324,02/02/18 06:04:55 AM,54.147,,,,,
325,02/02/18 07:04:55 AM,53.798,,,,,
326,02/02/18 08:04:55 AM,54.322,,,,,
327,02/02/18 09:04:55 AM,56.057,,,,,
328,02/02/18 10:04:55 AM,60.539,,,,,
329,02/02/18 11:04:55 AM,63.111,,,,,
330,02/02/18 12:04:55 PM,69.622,,,,,
331,02/02/18 01:04:55 PM,75.832,,,,,
332,02/02/18 02:04:55 PM,69.793,,,,,
333,02/02/18 03:04:55 PM,66.879,,,,,
334,02/02/18 04:04:55 PM,64.996,,,,,
335,02/02/18 05:04:55 PM,61.398,,,,,
336,02/02/18 06:04:55 PM,58.303,,,,,
337,02/02/18 07:04:55 PM,56.923,,,,,
338,02/02/18 08:04:55 PM,56.230,,,,,
339,02/02/18 09:04:55 PM,55.884,,,,,
340,02/02/18 10:04:55 PM,55.537,,,,,
341,02/02/18 11:04:55 PM,55.189,,,,,
342,02/03/18 12:04:55 AM,55.189,,,,,
343,02/03/18 01:04:55 AM,55.537,,,,,
344,02/03/18 02:04:55 AM,55.537,,,,,
345,02/03/18 03:04:55 AM,55.711,,,,,
346,02/03/18 04:04:55 AM,56.404,,,,,
347,02/03/18 05:04:55 AM,55.189,,,,,
348,02/03/18 06:04:55 AM,54.322,,,,,
349,02/03/18 07:04:55 AM,53.449,,,,,
350,02/03/18 08:04:55 AM,53.100,,,,,
351,02/03/18 09:04:55 AM,54.147,,,,,
352,02/03/18 10:04:55 AM,58.303,,,,,
353,02/03/18 11:04:55 AM,62.083,,,,,
354,02/03/18 12:04:55 PM,71.339,,,,,
355,02/03/18 01:04:55 PM,81.442,,,,,
356,02/03/18 02:04:55 PM,72.545,,,,,
357,02/03/18 03:04:55 PM,69.449,,,,,
358,02/03/18 04:04:55 PM,67.392,,,,,
359,02/03/18 05:04:55 PM,63.968,,,,,
360,02/03/18 06:04:55 PM,61.227,,,,,
361,02/03/18 07:04:55 PM,59.680,,,,,
362,02/03/18 08:04:55 PM,59.851,,,,,
363,02/03/18 09:04:55 PM,58.993,,,,,
364,02/03/18 10:04:55 PM,58.303,,,,,
365,02/03/18 11:04:55 PM,57.614,,,,,
366,02/04/18 12:04:55 AM,57.614,,,,,
367,02/04/18 01:04:55 AM,57.441,,,,,
368,02/04/18 02:04:55 AM,57.268,,,,,
369,02/04/18 03:04:55 AM,57.268,,,,,
370,02/04/18 04:04:55 AM,56.404,,,,,
371,02/04/18 05:04:55 AM,55.537,,,,,
372,02/04/18 06:04:55 AM,54.842,,,,,
373,02/04/18 07:04:55 AM,54.495,,,,,
374,02/04/18 08:04:55 AM,55.537,,,,,
375,02/04/18 09:04:55 AM,57.958,,,,,
376,02/04/18 10:04:55 AM,60.712,,,,,
377,02/04/18 11:04:55 AM,65.680,,,,,
378,02/04/18 12:04:55 PM,73.062,,,,,
379,02/04/18 01:04:55 PM,81.442,,,,,
380,02/04/18 02:04:55 PM,73.580,,,,,
381,02/04/18 03:04:55 PM,70.308,,,,,
382,02/04/18 04:04:55 PM,68.421,,,,,
383,02/04/18 05:04:55 PM,64.481,,,,,
384,02/04/18 06:04:55 PM,61.054,,,,,
385,02/04/18 07:04:55 PM,58.993,,,,,
386,02/04/18 08:04:55 PM,58.131,,,,,
387,02/04/18 09:04:55 PM,57.614,,,,,
388,02/04/18 10:04:55 PM,56.750,,,,,
389,02/04/18 11:04:55 PM,56.577,,,,,
390,02/05/18 12:04:55 AM,56.057,,,,,
391,02/05/18 01:04:55 AM,55.364,,,,,
392,02/05/18 02:04:55 AM,55.189,,,,,
393,02/05/18 03:04:55 AM,55.364,,,,,
394,02/05/18 04:04:55 AM,55.189,,,,,
395,02/05/18 05:04:55 AM,55.017,,,,,
396,02/05/18 06:04:55 AM,55.017,,,,,
397,02/05/18 07:04:55 AM,54.842,,,,,
398,02/05/18 08:04:55 AM,54.669,,,,,
399,02/05/18 09:04:55 AM,55.189,,,,,
400,02/05/18 10:04:55 AM,59.337,,,,,
401,02/05/18 11:04:55 AM,63.111,,,,,
402,02/05/18 12:04:55 PM,73.753,,,,,
403,02/05/18 01:04:55 PM,78.975,,,,,
404,02/05/18 02:04:55 PM,71.512,,,,,
405,02/05/18 03:04:55 PM,72.718,,,,,
406,02/05/18 04:04:55 PM,69.964,,,,,
407,02/05/18 05:04:55 PM,66.193,,,,,
408,02/05/18 06:04:55 PM,62.940,,,,,
409,02/05/18 07:04:55 PM,60.195,,,,,
410,02/05/18 08:04:55 PM,57.785,,,,,
411,02/05/18 09:04:55 PM,57.268,,,,,
412,02/05/18 10:04:55 PM,56.750,,,,,
413,02/05/18 11:04:55 PM,57.096,,,,,
414,02/06/18 12:04:55 AM,56.230,,,,,
415,02/06/18 01:04:55 AM,55.537,,,,,
416,02/06/18 02:04:55 AM,54.842,,,,,
417,02/06/18 03:04:55 AM,54.495,,,,,
418,02/06/18 04:04:55 AM,54.495,,,,,
419,02/06/18 05:04:55 AM,54.495,,,,,
420,02/06/18 06:04:55 AM,56.230,,,,,
421,02/06/18 07:04:55 AM,55.189,,,,,
422,02/06/18 08:04:55 AM,53.798,,,,,
423,02/06/18 09:04:55 AM,54.147,,,,,
424,02/06/18 10:04:55 AM,58.476,,,,,
425,02/06/18 11:04:55 AM,62.598,,,,,
426,02/06/18 12:04:55 PM,76.703,,,,,
427,02/06/18 01:04:55 PM,80.382,,,,,
428,02/06/18 02:04:55 PM,71.683,,,,,
429,02/06/18 03:04:55 PM,69.278,,,,,
430,02/06/18 04:04:55 PM,66.193,,,,,
431,02/06/18 05:04:55 PM,61.741,,,,,
432,02/06/18 06:04:55 PM,58.476,,,,,
433,02/06/18 07:04:55 PM,56.057,,,,,
434,02/06/18 08:04:55 PM,55.189,,,,,
435,02/06/18 09:04:55 PM,54.842,,,,,
436,02/06/18 10:04:55 PM,54.147,,,,,
437,02/06/18 11:04:55 PM,53.798,,,,,
438,02/07/18 12:04:55 AM,53.274,,,,,
439,02/07/18 01:04:55 AM,53.449,,,,,
440,02/07/18 02:04:55 AM,53.449,,,,,
441,02/07/18 03:04:55 AM,53.274,,,,,
442,02/07/18 04:04:55 AM,52.925,,,,,
443,02/07/18 05:04:55 AM,52.750,,,,,
444,02/07/18 06:04:55 AM,52.225,,,,,
445,02/07/18 07:04:55 AM,52.050,,,,,
446,02/07/18 08:04:55 AM,52.576,,,,,
447,02/07/18 09:04:55 AM,54.669,,,,,
448,02/07/18 10:04:55 AM,59.680,,,,,
449,02/07/18 11:04:55 AM,62.940,,,,,
450,02/07/18 12:04:55 PM,75.659,,,,,
451,02/07/18 01:04:55 PM,80.911,,,,,
452,02/07/18 02:04:55 PM,71.856,,,,,
453,02/07/18 03:04:55 PM,69.107,,,,,
454,02/07/18 04:04:55 PM,66.366,,,,,
455,02/07/18 05:04:55 PM,62.254,,,,,
456,02/07/18 06:04:55 PM,58.993,,,,,
457,02/07/18 07:04:55 PM,56.923,,,,,
458,02/07/18 08:04:55 PM,55.711,,,,,
459,02/07/18 09:04:55 PM,55.364,,,,,
460,02/07/18 10:04:55 PM,55.017,,,,,
461,02/07/18 11:04:55 PM,54.842,,,,,
462,02/08/18 12:04:55 AM,54.842,,,,,
463,02/08/18 01:04:55 AM,54.495,,,,,
464,02/08/18 02:04:55 AM,53.973,,,,,
465,02/08/18 03:04:55 AM,53.973,,,,,
466,02/08/18 04:04:55 AM,53.973,,,,,
467,02/08/18 05:04:55 AM,53.798,,,,,
468,02/08/18 06:04:55 AM,53.449,,,,,
469,02/08/18 07:04:55 AM,53.449,,,,,
470,02/08/18 08:04:55 AM,53.449,,,,,
471,02/08/18 09:04:55 AM,55.017,,,,,
472,02/08/18 10:04:55 AM,59.680,,,,,
473,02/08/18 11:04:55 AM,62.598,,,,,
474,02/08/18 12:04:55 PM,76.876,,,,,
475,02/08/18 01:04:55 PM,82.152,,,,,
476,02/08/18 02:04:55 PM,72.545,,,,,
477,02/08/18 03:04:55 PM,68.592,,,,,
478,02/08/18 04:04:55 PM,67.050,,,,,
479,02/08/18 05:04:55 PM,64.139,,,,,
480,02/08/18 06:04:55 PM,61.569,,,,,
481,02/08/18 07:04:55 PM,58.993,,,,,
482,02/08/18 08:04:55 PM,57.785,,,,,
483,02/08/18 09:04:55 PM,57.268,,,,,
484,02/08/18 10:04:55 PM,57.096,,,,,
485,02/08/18 11:04:55 PM,56.750,,,,,
486,02/09/18 12:04:55 AM,56.750,,,,,
487,02/09/18 01:04:55 AM,56.750,,,,,
488,02/09/18 02:04:55 AM,56.230,,,,,
489,02/09/18 03:04:55 AM,55.884,,,,,
490,02/09/18 04:04:55 AM,55.711,,,,,
491,02/09/18 05:04:55 AM,55.884,,,,,
492,02/09/18 06:04:55 AM,55.537,,,,,
493,02/09/18 07:04:55 AM,54.842,,,,,
494,02/09/18 08:04:55 AM,53.798,,,,,
495,02/09/18 09:04:55 AM,55.189,,,,,
496,02/09/18 10:04:55 AM,59.337,,,,,
497,02/09/18 11:04:55 AM,63.111,,,,,
498,02/09/18 12:04:55 PM,79.853,,,,,
499,02/09/18 01:04:55 PM,80.206,,,,,
500,02/09/18 02:04:55 PM,72.545,,,,,
501,02/09/18 03:04:55 PM,70.824,,,,,
502,02/09/18 04:04:55 PM,70.308,,,,,
503,02/09/18 05:04:55 PM,67.221,,,,,
504,02/09/18 06:04:55 PM,63.282,,,,,
505,02/09/18 07:04:55 PM,60.883,,,,,
506,02/09/18 08:04:55 PM,59.680,,,,,
507,02/09/18 09:04:55 PM,58.820,,,,,
508,02/09/18 10:04:55 PM,57.614,,,,,
509,02/09/18 11:04:55 PM,56.923,,,,,
510,02/10/18 12:04:55 AM,55.537,,,,,
511,02/10/18 01:04:55 AM,54.669,,,,,
512,02/10/18 02:04:55 AM,54.495,,,,,
513,02/10/18 03:04:55 AM,55.189,,,,,
514,02/10/18 04:04:55 AM,53.449,,,,,
515,02/10/18 05:04:55 AM,50.466,,,,,
516,02/10/18 06:04:55 AM,48.871,,,,,
517,02/10/18 07:04:55 AM,48.339,,,,,
518,02/10/18 08:04:55 AM,47.982,,,,,
519,02/10/18 09:04:55 AM,50.290,,,,,
520,02/10/18 10:04:55 AM,55.537,,,,,
521,02/10/18 11:04:55 AM,60.024,,,,,
