"Plot Title: Landing"
"#","Date Time, GMT-07:00","Ext. Line Event (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
46,11/19/11 10:17:33 PM,0.00,,,
47,11/19/11 10:21:01 PM,0.00,,,
48,11/19/11 10:23:57 PM,0.00,,,
49,11/19/11 10:27:44 PM,0.00,,,
50,11/19/11 10:29:17 PM,0.00,,,
51,11/19/11 10:32:24 PM,0.00,,,
52,11/19/11 10:34:35 PM,0.00,,,
53,11/19/11 10:34:36 PM,0.00,,,
54,11/19/11 10:37:00 PM,0.00,,,
55,11/19/11 10:38:44 PM,0.00,,,
56,11/19/11 10:40:35 PM,0.00,,,
57,11/19/11 10:42:02 PM,0.00,,,
58,11/19/11 10:44:03 PM,0.00,,,
59,11/19/11 10:47:21 PM,0.00,,,
60,11/19/11 10:53:41 PM,0.00,,,
61,11/19/11 10:57:48 PM,0.00,,,
62,11/19/11 11:03:27 PM,0.00,,,
63,11/19/11 11:06:34 PM,0.00,,,
64,11/19/11 11:08:57 PM,0.00,,,
65,11/19/11 11:11:13 PM,0.00,,,
66,11/19/11 11:13:27 PM,0.00,,,
67,11/19/11 11:14:46 PM,0.00,,,
68,11/19/11 11:16:54 PM,0.00,,,
69,11/19/11 11:18:55 PM,0.00,,,
70,11/19/11 11:22:06 PM,0.00,,,
71,11/19/11 11:25:07 PM,0.00,,,
72,11/19/11 11:28:24 PM,0.00,,,
73,11/19/11 11:30:13 PM,0.00,,,
74,11/19/11 11:32:35 PM,0.00,,,
75,11/19/11 11:32:36 PM,0.00,,,
76,11/19/11 11:35:01 PM,0.00,,,
77,11/19/11 11:38:39 PM,0.00,,,
78,11/19/11 11:40:48 PM,0.00,,,
79,11/19/11 11:42:10 PM,0.00,,,
80,11/19/11 11:42:11 PM,0.00,,,
81,11/19/11 11:42:50 PM,0.00,,,
82,11/19/11 11:43:34 PM,0.00,,,
83,11/19/11 11:43:58 PM,0.00,,,
84,11/19/11 11:44:28 PM,0.00,,,
85,11/19/11 11:44:47 PM,0.00,,,
86,11/19/11 11:45:15 PM,0.00,,,
87,11/19/11 11:45:16 PM,0.00,,,
88,11/19/11 11:45:49 PM,0.00,,,
89,11/19/11 11:46:44 PM,0.00,,,
90,11/19/11 11:47:17 PM,0.00,,,
91,11/19/11 11:48:16 PM,0.00,,,
92,11/19/11 11:49:09 PM,0.00,,,
93,11/19/11 11:49:10 PM,0.00,,,
94,11/19/11 11:51:01 PM,0.00,,,
95,11/19/11 11:52:33 PM,0.00,,,
96,11/19/11 11:55:08 PM,0.00,,,
97,11/19/11 11:57:39 PM,0.00,,,
98,11/20/11 12:01:29 AM,0.00,,,
99,11/20/11 12:03:41 AM,0.00,,,
100,11/20/11 12:06:48 AM,0.00,,,
101,11/20/11 12:11:02 AM,0.00,,,
102,11/20/11 12:19:45 AM,0.00,,,
103,11/20/11 12:45:33 AM,0.00,,,
104,11/20/11 12:53:23 AM,0.00,,,
105,11/20/11 12:56:00 AM,0.00,,,
106,11/20/11 12:56:01 AM,0.00,,,
107,11/20/11 01:05:49 AM,0.00,,,
108,11/20/11 01:15:45 AM,0.00,,,
109,11/20/11 01:20:26 AM,0.00,,,
110,11/20/11 01:23:08 AM,0.00,,,
111,11/20/11 01:25:18 AM,0.00,,,
112,11/20/11 01:26:24 AM,0.00,,,
113,11/20/11 01:27:25 AM,0.00,,,
114,11/20/11 01:28:12 AM,0.00,,,
115,11/20/11 01:30:01 AM,0.00,,,
116,11/20/11 01:31:35 AM,0.00,,,
117,11/20/11 01:33:09 AM,0.00,,,
118,11/20/11 01:33:10 AM,0.00,,,
119,11/20/11 01:34:13 AM,0.00,,,
120,11/20/11 01:37:24 AM,0.00,,,
121,11/20/11 01:43:19 AM,0.00,,,
122,11/20/11 02:13:34 AM,0.00,,,
123,11/20/11 02:47:35 AM,0.00,,,
124,11/20/11 04:06:50 AM,0.00,,,
125,11/20/11 04:14:27 AM,0.00,,,
126,11/20/11 09:44:50 AM,0.00,,,
127,11/20/11 09:47:43 AM,0.00,,,
128,11/20/11 09:49:38 AM,0.00,,,
129,11/20/11 09:59:42 AM,0.00,,,
130,11/20/11 10:01:56 AM,0.00,,,
131,11/20/11 11:02:19 AM,0.00,,,
132,11/20/11 11:35:30 AM,0.00,,,
133,11/20/11 11:43:19 AM,0.00,,,
134,11/20/11 11:50:22 AM,0.00,,,
135,11/20/11 11:50:23 AM,0.00,,,
136,11/20/11 11:57:13 AM,0.00,,,
137,11/20/11 12:07:32 PM,0.00,,,
138,11/20/11 12:20:53 PM,0.00,,,
139,11/20/11 12:24:50 PM,0.00,,,
140,11/20/11 12:28:49 PM,0.00,,,
141,11/20/11 12:28:50 PM,0.00,,,
142,11/20/11 12:33:38 PM,0.00,,,
143,11/20/11 12:36:41 PM,0.00,,,
144,11/20/11 12:39:52 PM,0.00,,,
145,11/20/11 12:39:53 PM,0.00,,,
146,11/20/11 12:41:49 PM,0.00,,,
147,11/20/11 12:44:27 PM,0.00,,,
148,11/20/11 12:45:33 PM,0.00,,,
149,11/20/11 12:48:18 PM,0.00,,,
150,11/20/11 12:50:43 PM,0.00,,,
151,11/20/11 12:50:44 PM,0.00,,,
152,11/20/11 12:56:55 PM,0.00,,,
153,11/20/11 12:56:56 PM,0.00,,,
154,11/20/11 01:02:13 PM,0.00,,,
155,11/20/11 01:07:39 PM,0.00,,,
156,11/20/11 01:12:17 PM,0.00,,,
157,11/20/11 02:46:11 PM,0.00,,,
158,11/20/11 04:00:32 PM,0.00,,,
159,11/23/11 03:53:40 PM,,Logged,,
160,11/23/11 03:53:42 PM,0.00,,Logged,Logged
