"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10592083, SEN S/N: 10592083, LBL: LLAMP - UNF)","Event, inches (LGR S/N: 10592083, SEN S/N: 10592083, LBL: UNF)","Coupler Attached (LGR S/N: 10592083, SEN S/N: 10592083)","Host Connected (LGR S/N: 10592083, SEN S/N: 10592083)","End Of File (LGR S/N: 10592083, SEN S/N: 10592083)"
129,01/28/40 04:36:23 PM,90.495,,,,
130,01/28/40 04:37:23 PM,89.938,,,,
131,01/28/40 04:38:23 PM,89.384,,,,
132,01/28/40 04:39:23 PM,88.650,,,,
133,01/28/40 04:40:23 PM,88.099,,,,
134,01/28/40 04:41:23 PM,87.368,,,,
135,01/28/40 04:42:23 PM,86.641,,,,
136,01/28/40 04:43:23 PM,85.915,,,,
137,01/28/40 04:44:23 PM,85.194,,,,
138,01/28/40 04:45:23 PM,84.474,,,,
139,01/28/40 04:46:23 PM,83.757,,,,
140,01/28/40 04:47:23 PM,83.221,,,,
141,01/28/40 04:48:23 PM,82.686,,,,
142,01/28/40 04:49:23 PM,81.975,,,,
143,01/28/40 04:50:23 PM,81.442,,,,
144,01/28/40 04:51:23 PM,80.911,,,,
145,01/28/40 04:52:23 PM,80.382,,,,
146,01/28/40 04:53:23 PM,79.853,,,,
147,01/28/40 04:54:23 PM,79.326,,,,
148,01/28/40 04:55:23 PM,78.800,,,,
149,01/28/40 04:56:23 PM,78.274,,,,
150,01/28/40 04:57:23 PM,77.749,,,,
151,01/28/40 04:58:23 PM,77.400,,,,
152,01/28/40 04:59:23 PM,77.050,,,,
153,01/28/40 05:00:23 PM,76.528,,,,
154,01/28/40 05:01:23 PM,76.181,,,,
155,01/28/40 05:02:23 PM,75.832,,,,
156,01/28/40 05:03:23 PM,75.484,,,,
157,01/28/40 05:04:23 PM,75.312,,,,
158,01/28/40 05:05:23 PM,74.964,,,,
159,01/28/40 05:06:23 PM,74.619,,,,
160,01/28/40 05:07:23 PM,74.446,,,,
161,01/28/40 05:08:23 PM,74.098,,,,
162,01/28/40 05:09:23 PM,73.926,,,,
163,01/28/40 05:10:23 PM,73.753,,,,
164,01/28/40 05:11:23 PM,73.580,,,,
165,01/28/40 05:12:23 PM,73.407,,,,
166,01/28/40 05:13:23 PM,73.234,,,,
167,01/28/40 05:14:23 PM,73.062,,,,
168,01/28/40 05:15:23 PM,72.891,,,,
169,01/28/40 05:16:23 PM,72.718,,,,
170,01/28/40 05:17:23 PM,72.545,,,,
171,01/28/40 05:18:23 PM,72.545,,,,
172,01/28/40 05:19:23 PM,72.372,,,,
173,01/28/40 05:20:23 PM,72.199,,,,
174,01/28/40 05:21:23 PM,72.199,,,,
175,01/28/40 05:22:23 PM,72.028,,,,
176,01/28/40 05:23:23 PM,71.856,,,,
177,01/28/40 05:24:23 PM,71.856,,,,
178,01/28/40 05:25:23 PM,71.683,,,,
179,01/28/40 05:26:23 PM,71.683,,,,
180,01/28/40 05:27:23 PM,71.512,,,,
181,01/28/40 05:28:23 PM,71.512,,,,
182,01/28/40 05:29:23 PM,71.339,,,,
183,01/28/40 05:30:23 PM,71.168,,,,
184,01/28/40 05:31:23 PM,71.168,,,,
185,01/28/40 05:32:23 PM,71.168,,,,
186,01/28/40 05:33:23 PM,71.168,,,,
187,01/28/40 05:34:23 PM,71.339,,,,
188,01/28/40 05:35:23 PM,71.339,,,,
189,01/28/40 05:36:23 PM,71.339,,,,
190,01/28/40 05:37:23 PM,71.512,,,,
191,01/28/40 05:38:23 PM,71.512,,,,
192,01/28/40 05:39:23 PM,71.512,,,,
193,01/28/40 05:40:23 PM,71.512,,,,
194,01/28/40 05:41:23 PM,71.512,,,,
195,01/28/40 05:42:23 PM,71.512,,,,
196,01/28/40 05:43:23 PM,71.683,,,,
197,01/28/40 05:44:23 PM,71.683,,,,
198,01/28/40 05:45:23 PM,71.856,,,,
199,01/28/40 05:46:23 PM,72.028,,,,
200,01/28/40 05:47:23 PM,72.028,,,,
201,01/28/40 05:48:23 PM,72.199,,,,
202,01/28/40 05:49:23 PM,72.372,,,,
203,01/28/40 05:50:23 PM,72.372,,,,
204,01/28/40 05:51:23 PM,72.372,,,,
205,01/28/40 05:52:23 PM,72.372,,,,
206,01/28/40 05:53:23 PM,72.372,,,,
207,01/28/40 05:54:23 PM,72.372,,,,
208,01/28/40 05:55:23 PM,72.372,,,,
209,01/28/40 05:56:23 PM,72.199,,,,
210,01/28/40 05:57:23 PM,72.199,,,,
211,01/28/40 05:58:23 PM,72.199,,,,
212,01/28/40 05:59:23 PM,72.028,,,,
213,01/28/40 06:00:23 PM,72.028,,,,
214,01/28/40 06:01:23 PM,72.028,,,,
215,01/28/40 06:02:23 PM,71.856,,,,
216,01/28/40 06:03:23 PM,71.856,,,,
217,01/28/40 06:04:23 PM,71.856,,,,
218,01/28/40 06:05:23 PM,71.683,,,,
219,01/28/40 06:06:23 PM,71.683,,,,
220,01/28/40 06:07:23 PM,71.683,,,,
221,01/28/40 06:08:23 PM,71.512,,,,
222,01/28/40 06:09:23 PM,71.512,,,,
223,01/28/40 06:10:23 PM,71.339,,,,
224,01/28/40 06:11:23 PM,71.339,,,,
225,01/28/40 06:12:23 PM,71.168,,,,
226,01/28/40 06:13:23 PM,71.168,,,,
227,01/28/40 06:14:23 PM,71.168,,,,
228,01/28/40 06:15:23 PM,70.995,,,,
229,01/28/40 06:16:23 PM,70.995,,,,
230,01/28/40 06:17:23 PM,70.824,,,,
231,01/28/40 06:18:23 PM,70.824,,,,
232,01/28/40 06:19:23 PM,70.651,,,,
233,01/28/40 06:20:23 PM,70.651,,,,
234,01/28/40 06:21:23 PM,70.651,,,,
235,01/28/40 06:22:23 PM,70.651,,,,
236,01/28/40 06:23:23 PM,70.480,,,,
237,01/28/40 06:24:23 PM,70.480,,,,
238,01/28/40 06:25:23 PM,70.480,,,,
239,01/28/40 06:26:23 PM,70.480,,,,
240,01/28/40 06:27:23 PM,70.308,,,,
241,01/28/40 06:28:23 PM,70.308,,,,
242,01/28/40 06:29:23 PM,70.308,,,,
243,01/28/40 06:30:23 PM,70.308,,,,
244,01/28/40 06:31:23 PM,70.308,,,,
245,01/28/40 06:32:23 PM,70.308,,,,
246,01/28/40 06:33:23 PM,70.137,,,,
247,01/28/40 06:34:23 PM,70.137,,,,
248,01/28/40 06:35:23 PM,70.137,,,,
249,01/28/40 06:36:23 PM,70.137,,,,
250,01/28/40 06:37:23 PM,69.964,,,,
251,01/28/40 06:37:40 PM,,0.1,,,
252,01/28/40 06:37:41 PM,,0.2,,,
253,01/28/40 06:37:59 PM,,0.3,,,
254,01/28/40 06:38:00 PM,,0.4,,,
255,01/28/40 06:38:01 PM,,0.5,,,
256,01/28/40 06:38:06 PM,,0.6,,,
257,01/28/40 06:38:12 PM,,0.7,,,
258,01/28/40 06:38:15 PM,,0.8,,,
259,01/28/40 06:38:16 PM,,0.9,,,
260,01/28/40 06:38:23 PM,70.137,,,,
261,01/28/40 06:38:32 PM,,1.0,,,
262,01/28/40 06:38:35 PM,,1.1,,,
263,01/28/40 06:38:43 PM,,1.2,,,
264,01/28/40 06:38:44 PM,,1.3,,,
265,01/28/40 06:38:45 PM,,1.4,,,
266,01/28/40 06:38:46 PM,,1.5,,,
267,01/28/40 06:38:47 PM,,1.6,,,
268,01/28/40 06:38:48 PM,,1.7,,,
269,01/28/40 06:38:49 PM,,1.8,,,
270,01/28/40 06:38:50 PM,,1.9,,,
271,01/28/40 06:38:53 PM,,2.0,,,
272,01/28/40 06:38:55 PM,,2.1,,,
273,01/28/40 06:38:56 PM,,2.2,,,
274,01/28/40 06:38:57 PM,,2.3,,,
275,01/28/40 06:38:58 PM,,2.4,,,
276,01/28/40 06:38:59 PM,,2.5,,,
277,01/28/40 06:39:01 PM,,2.6,,,
278,01/28/40 06:39:12 PM,,2.7,,,
279,01/28/40 06:39:14 PM,,2.8,,,
280,01/28/40 06:39:15 PM,,2.9,,,
281,01/28/40 06:39:16 PM,,3.0,,,
282,01/28/40 06:39:17 PM,,3.1,,,
283,01/28/40 06:39:18 PM,,3.2,,,
284,01/28/40 06:39:19 PM,,3.3,,,
285,01/28/40 06:39:20 PM,,3.4,,,
286,01/28/40 06:39:21 PM,,3.5,,,
287,01/28/40 06:39:23 PM,69.964,3.6,,,
288,01/28/40 06:39:29 PM,,3.7,,,
289,01/28/40 06:39:39 PM,,3.8,,,
290,01/28/40 06:39:40 PM,,3.9,,,
291,01/28/40 06:39:42 PM,,4.0,,,
292,01/28/40 06:39:43 PM,,4.1,,,
293,01/28/40 06:39:45 PM,,4.2,,,
294,01/28/40 06:39:47 PM,,4.3,,,
295,01/28/40 06:39:48 PM,,4.4,,,
296,01/28/40 06:39:49 PM,,4.5,,,
297,01/28/40 06:39:50 PM,,4.6,,,
298,01/28/40 06:39:51 PM,,4.7,,,
299,01/28/40 06:39:52 PM,,4.8,,,
300,01/28/40 06:39:53 PM,,4.9,,,
301,01/28/40 06:39:54 PM,,5.0,,,
302,01/28/40 06:39:55 PM,,5.1,,,
303,01/28/40 06:39:57 PM,,5.2,,,
304,01/28/40 06:39:58 PM,,5.3,,,
305,01/28/40 06:39:59 PM,,5.4,,,
306,01/28/40 06:40:00 PM,,5.5,,,
307,01/28/40 06:40:01 PM,,5.6,,,
308,01/28/40 06:40:12 PM,,5.7,,,
309,01/28/40 06:40:19 PM,,5.8,,,
310,01/28/40 06:40:20 PM,,5.9,,,
311,01/28/40 06:40:21 PM,,6.0,,,
312,01/28/40 06:40:22 PM,,6.1,,,
313,01/28/40 06:40:23 PM,69.793,6.2,,,
314,01/28/40 06:40:24 PM,,6.3,,,
315,01/28/40 06:40:25 PM,,6.4,,,
316,01/28/40 06:40:26 PM,,6.5,,,
317,01/28/40 06:40:28 PM,,6.6,,,
318,01/28/40 06:40:29 PM,,6.7,,,
319,01/28/40 06:40:32 PM,,6.8,,,
320,01/28/40 06:40:33 PM,,6.9,,,
321,01/28/40 06:40:34 PM,,7.0,,,
322,01/28/40 06:40:35 PM,,7.1,,,
323,01/28/40 06:40:36 PM,,7.2,,,
324,01/28/40 06:40:37 PM,,7.3,,,
325,01/28/40 06:40:40 PM,,7.4,,,
326,01/28/40 06:40:41 PM,,7.5,,,
327,01/28/40 06:40:42 PM,,7.6,,,
328,01/28/40 06:40:43 PM,,7.7,,,
329,01/28/40 06:40:44 PM,,7.8,,,
330,01/28/40 06:40:45 PM,,7.9,,,
331,01/28/40 06:40:46 PM,,8.0,,,
332,01/28/40 06:40:47 PM,,8.1,,,
333,01/28/40 06:40:48 PM,,8.2,,,
334,01/28/40 06:40:49 PM,,8.3,,,
335,01/28/40 06:40:50 PM,,8.4,,,
336,01/28/40 06:41:05 PM,,8.5,,,
337,01/28/40 06:41:22 PM,,8.6,,,
338,01/28/40 06:41:23 PM,69.793,,,,
339,01/28/40 06:42:03 PM,,8.7,,,
340,01/28/40 06:42:04 PM,,8.8,,,
341,01/28/40 06:42:05 PM,,8.9,,,
342,01/28/40 06:42:06 PM,,9.0,,,
343,01/28/40 06:42:12 PM,,9.1,,,
344,01/28/40 06:42:16 PM,,9.2,,,
345,01/28/40 06:42:17 PM,,9.3,,,
346,01/28/40 06:42:18 PM,,9.4,,,
347,01/28/40 06:42:19 PM,,9.5,,,
348,01/28/40 06:42:23 PM,69.793,,,,
349,01/28/40 06:42:25 PM,,9.6,,,
350,01/28/40 06:42:26 PM,,9.7,,,
351,01/28/40 06:43:13 PM,,9.8,,,
352,01/28/40 06:43:14 PM,,9.9,,,
353,01/28/40 06:43:16 PM,,10.0,,,
354,01/28/40 06:43:18 PM,,10.1,,,
355,01/28/40 06:43:23 PM,69.793,,,,
356,01/28/40 06:43:31 PM,,10.2,,,
357,01/28/40 06:43:32 PM,,10.3,,,
358,01/28/40 06:43:39 PM,,10.4,,,
359,01/28/40 06:43:50 PM,,10.5,,,
360,01/28/40 06:43:51 PM,,10.6,,,
361,01/28/40 06:43:52 PM,,10.7,,,
362,01/28/40 06:43:54 PM,,10.8,,,
363,01/28/40 06:43:55 PM,,10.9,,,
364,01/28/40 06:43:57 PM,,11.0,,,
365,01/28/40 06:44:07 PM,,11.1,,,
366,01/28/40 06:44:08 PM,,11.2,,,
367,01/28/40 06:44:11 PM,,11.3,,,
368,01/28/40 06:44:13 PM,,11.4,,,
369,01/28/40 06:44:23 PM,69.793,11.5,,,
370,01/28/40 06:44:24 PM,,11.6,,,
371,01/28/40 06:44:25 PM,,11.7,,,
372,01/28/40 06:44:31 PM,,11.8,,,
373,01/28/40 06:44:32 PM,,11.9,,,
374,01/28/40 06:44:34 PM,,12.0,,,
375,01/28/40 06:44:41 PM,,12.1,,,
376,01/28/40 06:44:42 PM,,12.2,,,
377,01/28/40 06:44:58 PM,,12.3,,,
378,01/28/40 06:45:08 PM,,12.4,,,
379,01/28/40 06:45:17 PM,,12.5,,,
380,01/28/40 06:45:23 PM,69.964,,,,
381,01/28/40 06:45:32 PM,,12.6,,,
382,01/28/40 06:45:33 PM,,12.7,,,
383,01/28/40 06:45:34 PM,,12.8,,,
384,01/28/40 06:45:38 PM,,12.9,,,
385,01/28/40 06:45:40 PM,,13.0,,,
386,01/28/40 06:45:42 PM,,13.1,,,
387,01/28/40 06:45:43 PM,,13.2,,,
388,01/28/40 06:45:45 PM,,13.3,,,
389,01/28/40 06:45:46 PM,,13.4,,,
390,01/28/40 06:45:52 PM,,13.5,,,
391,01/28/40 06:46:23 PM,69.964,,,,
392,01/28/40 06:47:16 PM,,13.6,,,
393,01/28/40 06:47:17 PM,,13.7,,,
394,01/28/40 06:47:18 PM,,13.8,,,
395,01/28/40 06:47:20 PM,,13.9,,,
396,01/28/40 06:47:23 PM,70.137,,,,
397,01/28/40 06:47:31 PM,,14.0,,,
398,01/28/40 06:47:35 PM,,14.1,,,
399,01/28/40 06:47:39 PM,,14.2,,,
400,01/28/40 06:47:40 PM,,14.3,,,
401,01/28/40 06:47:41 PM,,14.4,,,
402,01/28/40 06:47:44 PM,,14.5,,,
403,01/28/40 06:47:46 PM,,14.6,,,
404,01/28/40 06:47:48 PM,,14.7,,,
405,01/28/40 06:47:49 PM,,14.8,,,
406,01/28/40 06:48:04 PM,,14.9,,,
407,01/28/40 06:48:05 PM,,15.0,,,
408,01/28/40 06:48:23 PM,70.137,,,,
409,01/28/40 06:49:23 PM,70.308,,,,
410,01/28/40 06:50:23 PM,70.308,,,,
411,01/28/40 06:51:23 PM,70.480,,,,
412,01/28/40 06:52:23 PM,70.651,,,,
413,01/28/40 06:53:18 PM,,15.1,,,
414,01/28/40 06:53:19 PM,,15.2,,,
415,01/28/40 06:53:23 PM,70.651,,,,
416,01/28/40 06:54:23 PM,70.824,,,,
417,01/28/40 06:55:23 PM,70.995,,,,
418,01/28/40 06:56:03 PM,,15.3,,,
419,01/28/40 06:56:04 PM,,15.4,,,
420,01/28/40 06:56:15 PM,,15.5,,,
421,01/28/40 06:56:23 PM,70.995,,,,
422,01/28/40 06:57:16 PM,,15.6,,,
423,01/28/40 06:57:18 PM,,15.7,,,
424,01/28/40 06:57:20 PM,,15.8,,,
425,01/28/40 06:57:21 PM,,15.9,,,
426,01/28/40 06:57:22 PM,,16.0,,,
427,01/28/40 06:57:23 PM,71.168,,,,
428,01/28/40 06:57:32 PM,,16.1,,,
429,01/28/40 06:57:33 PM,,16.2,,,
430,01/28/40 06:57:34 PM,,16.3,,,
431,01/28/40 06:57:35 PM,,16.4,,,
432,01/28/40 06:57:36 PM,,16.5,,,
433,01/28/40 06:57:37 PM,,16.6,,,
434,01/28/40 06:57:38 PM,,16.7,,,
435,01/28/40 06:57:39 PM,,16.8,,,
436,01/28/40 06:57:40 PM,,16.9,,,
437,01/28/40 06:57:41 PM,,17.0,,,
438,01/28/40 06:57:42 PM,,17.1,,,
439,01/28/40 06:57:43 PM,,17.2,,,
440,01/28/40 06:57:44 PM,,17.3,,,
441,01/28/40 06:57:45 PM,,17.4,,,
442,01/28/40 06:57:46 PM,,17.5,,,
443,01/28/40 06:57:47 PM,,17.6,,,
444,01/28/40 06:57:48 PM,,17.7,,,
445,01/28/40 06:57:49 PM,,17.8,,,
446,01/28/40 06:57:50 PM,,17.9,,,
447,01/28/40 06:57:51 PM,,18.0,,,
448,01/28/40 06:57:52 PM,,18.1,,,
449,01/28/40 06:57:53 PM,,18.2,,,
450,01/28/40 06:57:54 PM,,18.3,,,
451,01/28/40 06:57:55 PM,,18.4,,,
452,01/28/40 06:57:56 PM,,18.5,,,
453,01/28/40 06:57:57 PM,,18.6,,,
454,01/28/40 06:57:58 PM,,18.7,,,
455,01/28/40 06:58:01 PM,,18.8,,,
456,01/28/40 06:58:02 PM,,18.9,,,
457,01/28/40 06:58:03 PM,,19.0,,,
458,01/28/40 06:58:04 PM,,19.1,,,
459,01/28/40 06:58:05 PM,,19.2,,,
460,01/28/40 06:58:06 PM,,19.3,,,
461,01/28/40 06:58:07 PM,,19.4,,,
462,01/28/40 06:58:08 PM,,19.5,,,
463,01/28/40 06:58:09 PM,,19.6,,,
464,01/28/40 06:58:10 PM,,19.7,,,
465,01/28/40 06:58:12 PM,,19.8,,,
466,01/28/40 06:58:23 PM,71.339,,,,
467,01/28/40 06:59:09 PM,,19.9,,,
468,01/28/40 06:59:11 PM,,20.0,,,
469,01/28/40 06:59:22 PM,,20.1,,,
470,01/28/40 06:59:23 PM,71.339,,,,
471,01/28/40 06:59:28 PM,,20.2,,,
472,01/28/40 06:59:30 PM,,20.3,,,
473,01/28/40 06:59:45 PM,,20.4,,,
474,01/28/40 06:59:46 PM,,20.5,,,
475,01/28/40 06:59:47 PM,,20.6,,,
476,01/28/40 06:59:48 PM,,20.7,,,
477,01/28/40 06:59:49 PM,,20.8,,,
478,01/28/40 07:00:01 PM,,20.9,,,
479,01/28/40 07:00:02 PM,,21.0,,,
480,01/28/40 07:00:03 PM,,21.1,,,
481,01/28/40 07:00:04 PM,,21.2,,,
482,01/28/40 07:00:05 PM,,21.3,,,
483,01/28/40 07:00:06 PM,,21.4,,,
484,01/28/40 07:00:07 PM,,21.5,,,
485,01/28/40 07:00:08 PM,,21.6,,,
486,01/28/40 07:00:09 PM,,21.7,,,
487,01/28/40 07:00:11 PM,,21.8,,,
488,01/28/40 07:00:14 PM,,21.9,,,
489,01/28/40 07:00:15 PM,,22.0,,,
490,01/28/40 07:00:16 PM,,22.1,,,
491,01/28/40 07:00:18 PM,,22.2,,,
492,01/28/40 07:00:19 PM,,22.3,,,
493,01/28/40 07:00:21 PM,,22.4,,,
494,01/28/40 07:00:22 PM,,22.5,,,
495,01/28/40 07:00:23 PM,71.512,22.6,,,
496,01/28/40 07:00:28 PM,,22.7,,,
497,01/28/40 07:01:23 PM,71.512,,,,
498,01/28/40 07:02:23 PM,71.683,,,,
499,01/28/40 07:03:23 PM,71.856,,,,
500,01/28/40 07:03:55 PM,,22.8,,,
501,01/28/40 07:03:56 PM,,22.9,,,
502,01/28/40 07:04:00 PM,,23.0,,,
503,01/28/40 07:04:01 PM,,23.1,,,
504,01/28/40 07:04:23 PM,71.856,,,,
505,01/28/40 07:05:23 PM,72.028,,,,
506,01/28/40 07:05:45 PM,,23.2,,,
507,01/28/40 07:05:47 PM,,23.3,,,
508,01/28/40 07:05:48 PM,,23.4,,,
509,01/28/40 07:05:49 PM,,23.5,,,
510,01/28/40 07:05:50 PM,,23.6,,,
511,01/28/40 07:05:51 PM,,23.7,,,
512,01/28/40 07:06:23 PM,72.028,,,,
513,01/28/40 07:07:23 PM,72.199,,,,
514,01/28/40 07:08:09 PM,,23.8,,,
515,01/28/40 07:08:11 PM,,23.9,,,
516,01/28/40 07:08:23 PM,72.199,24.0,,,
517,01/28/40 07:08:25 PM,,24.1,,,
518,01/28/40 07:08:31 PM,,24.2,,,
519,01/28/40 07:08:33 PM,,24.3,,,
520,01/28/40 07:08:34 PM,,24.4,,,
521,01/28/40 07:08:35 PM,,24.5,,,
522,01/28/40 07:08:36 PM,,24.6,,,
523,01/28/40 07:08:38 PM,,24.7,,,
524,01/28/40 07:08:40 PM,,24.8,,,
525,01/28/40 07:08:42 PM,,24.9,,,
526,01/28/40 07:08:43 PM,,25.0,,,
527,01/28/40 07:08:44 PM,,25.1,,,
528,01/28/40 07:08:45 PM,,25.2,,,
529,01/28/40 07:08:48 PM,,25.3,,,
530,01/28/40 07:08:49 PM,,25.4,,,
531,01/28/40 07:08:50 PM,,25.5,,,
532,01/28/40 07:08:51 PM,,25.6,,,
533,01/28/40 07:08:52 PM,,25.7,,,
534,01/28/40 07:08:53 PM,,25.8,,,
535,01/28/40 07:08:54 PM,,25.9,,,
536,01/28/40 07:08:55 PM,,26.0,,,
537,01/28/40 07:08:56 PM,,26.1,,,
538,01/28/40 07:08:57 PM,,26.2,,,
539,01/28/40 07:08:58 PM,,26.3,,,
540,01/28/40 07:08:59 PM,,26.4,,,
541,01/28/40 07:09:00 PM,,26.5,,,
542,01/28/40 07:09:01 PM,,26.6,,,
