"Plot Title: RLNF"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 10592085, SEN S/N: 10592085)","Coupler Attached (LGR S/N: 10592085, SEN S/N: 10592085)","Host Connected (LGR S/N: 10592085, SEN S/N: 10592085)","End Of File (LGR S/N: 10592085, SEN S/N: 10592085)"
36,01/14/16 08:06:48 PM,0.35,,,
37,01/14/16 08:14:49 PM,0.36,,,
38,01/14/16 08:23:44 PM,0.37,,,
39,01/14/16 08:31:10 PM,0.38,,,
40,01/14/16 08:31:11 PM,0.39,,,
41,01/14/16 08:43:17 PM,0.40,,,
42,01/14/16 08:43:18 PM,0.41,,,
43,01/14/16 08:50:18 PM,0.42,,,
44,01/14/16 08:54:17 PM,0.43,,,
45,01/14/16 08:58:52 PM,0.44,,,
46,01/14/16 09:05:05 PM,0.45,,,
47,01/14/16 09:08:55 PM,0.46,,,
48,01/14/16 09:08:56 PM,0.47,,,
49,01/14/16 09:15:54 PM,0.48,,,
50,01/14/16 09:15:55 PM,0.49,,,
51,01/14/16 09:20:14 PM,0.50,,,
52,01/14/16 09:24:09 PM,0.51,,,
53,01/14/16 09:29:59 PM,0.52,,,
54,01/14/16 09:34:17 PM,0.53,,,
55,01/14/16 09:39:14 PM,0.54,,,
56,01/14/16 09:44:51 PM,0.55,,,
57,01/14/16 09:47:26 PM,0.56,,,
58,01/14/16 09:52:32 PM,0.57,,,
59,01/14/16 09:58:42 PM,0.58,,,
60,01/14/16 10:01:57 PM,0.59,,,
61,01/14/16 10:08:13 PM,0.60,,,
62,01/14/16 10:13:29 PM,0.61,,,
63,01/14/16 10:15:17 PM,0.62,,,
64,01/14/16 10:17:23 PM,0.63,,,
65,01/14/16 10:20:21 PM,0.64,,,
66,01/14/16 10:29:48 PM,0.65,,,
67,01/14/16 10:36:11 PM,0.66,,,
68,01/14/16 10:38:20 PM,0.67,,,
69,01/14/16 10:38:21 PM,0.68,,,
70,01/14/16 10:41:03 PM,0.69,,,
71,01/14/16 10:50:21 PM,0.70,,,
72,01/14/16 11:07:25 PM,0.71,,,
73,01/14/16 11:07:26 PM,0.72,,,
74,01/14/16 11:13:50 PM,0.73,,,
75,01/14/16 11:16:59 PM,0.74,,,
76,01/14/16 11:19:38 PM,0.75,,,
77,01/14/16 11:25:44 PM,0.76,,,
78,01/14/16 11:25:45 PM,0.77,,,
79,01/14/16 11:35:49 PM,0.78,,,
80,01/14/16 11:35:50 PM,0.79,,,
81,01/14/16 11:42:52 PM,0.80,,,
82,01/14/16 11:44:16 PM,0.81,,,
83,01/14/16 11:46:33 PM,0.82,,,
84,01/15/16 12:16:34 AM,0.83,,,
85,01/15/16 12:17:59 AM,0.84,,,
86,01/15/16 03:31:38 AM,0.85,,,
87,01/15/16 03:33:38 AM,0.86,,,
88,01/15/16 10:31:41 PM,0.87,,,
89,01/15/16 10:37:10 PM,0.88,,,
90,01/15/16 10:41:02 PM,0.89,,,
91,01/15/16 10:41:03 PM,0.90,,,
92,01/15/16 10:50:25 PM,0.91,,,
93,01/15/16 11:01:01 PM,0.92,,,
94,01/15/16 11:01:02 PM,0.93,,,
95,01/15/16 11:07:46 PM,0.94,,,
96,01/15/16 11:15:59 PM,0.95,,,
97,01/15/16 11:16:00 PM,0.96,,,
98,01/15/16 11:31:07 PM,0.97,,,
99,01/15/16 11:46:25 PM,0.98,,,
100,01/16/16 12:56:28 AM,0.99,,,
101,01/16/16 01:18:31 AM,1.00,,,
102,01/16/16 01:36:23 AM,1.01,,,
103,01/16/16 02:00:42 AM,1.02,,,
104,01/16/16 02:00:43 AM,1.03,,,
105,01/16/16 02:09:29 AM,1.04,,,
106,01/16/16 02:12:56 AM,1.05,,,
107,01/16/16 02:22:16 AM,1.06,,,
108,01/16/16 05:15:19 AM,1.07,,,
109,01/16/16 05:15:20 AM,1.08,,,
110,01/16/16 05:19:57 AM,1.09,,,
111,01/16/16 05:29:44 AM,1.10,,,
112,01/16/16 05:29:45 AM,1.11,,,
113,01/16/16 06:01:42 AM,1.12,,,
114,01/16/16 08:13:31 AM,1.13,,,
115,01/16/16 08:20:51 AM,1.14,,,
116,01/16/16 10:12:14 AM,1.15,,,
117,01/16/16 10:12:15 AM,1.16,,,
118,01/16/16 11:14:06 AM,1.17,,,
119,01/16/16 11:27:32 AM,1.18,,,
120,01/16/16 11:36:43 AM,1.19,,,
121,01/16/16 11:41:53 AM,1.20,,,
122,01/16/16 11:48:11 AM,1.21,,,
123,01/16/16 11:50:51 AM,1.22,,,
124,01/16/16 11:50:52 AM,1.23,,,
125,01/16/16 11:55:16 AM,1.24,,,
126,01/16/16 12:03:26 PM,1.25,,,
127,01/16/16 12:09:37 PM,1.26,,,
128,01/16/16 12:15:08 PM,1.27,,,
129,01/16/16 12:23:38 PM,1.28,,,
130,01/16/16 12:34:58 PM,1.29,,,
131,01/16/16 12:41:17 PM,1.30,,,
132,01/16/16 12:54:46 PM,1.31,,,
133,01/16/16 01:03:17 PM,1.32,,,
134,01/16/16 01:03:18 PM,1.33,,,
135,01/16/16 01:23:24 PM,1.34,,,
136,01/16/16 01:44:47 PM,1.35,,,
137,01/16/16 02:29:52 PM,1.36,,,
138,01/16/16 02:59:32 PM,1.37,,,
139,01/16/16 03:11:23 PM,1.38,,,
140,01/16/16 03:17:10 PM,1.39,,,
141,01/16/16 03:18:56 PM,1.40,,,
142,01/16/16 03:18:57 PM,1.41,,,
143,01/16/16 03:20:59 PM,1.42,,,
144,01/16/16 03:23:55 PM,1.43,,,
145,01/16/16 03:24:59 PM,1.44,,,
146,01/16/16 03:32:44 PM,1.45,,,
147,01/16/16 04:16:31 PM,1.46,,,
148,01/16/16 09:47:45 PM,1.47,,,
149,01/17/16 09:41:28 AM,1.48,,,
150,01/17/16 09:48:59 AM,1.49,,,
151,01/17/16 10:28:26 AM,1.50,,,
152,01/17/16 10:41:39 AM,1.51,,,
153,01/17/16 10:45:12 AM,1.52,,,
154,01/17/16 10:53:37 AM,1.53,,,
155,01/17/16 10:53:38 AM,1.54,,,
156,01/17/16 10:58:04 AM,1.55,,,
157,01/17/16 11:08:56 AM,1.56,,,
158,01/17/16 11:43:48 AM,1.57,,,
159,01/17/16 11:53:26 AM,1.58,,,
160,01/17/16 12:13:36 PM,1.59,,,
161,01/17/16 12:29:21 PM,1.60,,,
162,01/17/16 12:40:55 PM,1.61,,,
163,01/17/16 12:53:52 PM,1.62,,,
164,01/17/16 12:53:53 PM,1.63,,,
165,01/17/16 01:10:29 PM,1.64,,,
166,01/17/16 01:37:20 PM,1.65,,,
167,01/17/16 01:57:50 PM,1.66,,,
168,01/17/16 02:00:02 PM,1.67,,,
169,01/17/16 02:00:03 PM,1.68,,,
170,01/17/16 02:02:57 PM,1.69,,,
171,01/17/16 02:05:39 PM,1.70,,,
172,01/17/16 02:11:09 PM,1.71,,,
173,01/17/16 02:19:16 PM,1.72,,,
174,01/17/16 02:26:04 PM,1.73,,,
175,01/17/16 02:28:18 PM,1.74,,,
176,01/17/16 02:28:19 PM,1.75,,,
177,01/17/16 02:30:05 PM,1.76,,,
178,01/17/16 02:33:20 PM,1.77,,,
179,01/17/16 02:39:38 PM,1.78,,,
180,01/17/16 02:56:20 PM,1.79,,,
181,01/17/16 03:02:30 PM,1.80,,,
182,01/17/16 03:07:30 PM,1.81,,,
183,01/17/16 03:12:25 PM,1.82,,,
184,01/17/16 04:37:37 PM,1.83,,,
185,01/17/16 04:40:42 PM,1.84,,,
186,01/17/16 04:42:36 PM,1.85,,,
187,01/17/16 04:44:35 PM,1.86,,,
188,01/17/16 04:45:59 PM,1.87,,,
189,01/17/16 04:47:41 PM,1.88,,,
190,01/17/16 04:49:33 PM,1.89,,,
191,01/17/16 04:51:44 PM,1.90,,,
192,01/17/16 04:53:32 PM,1.91,,,
193,01/17/16 04:55:10 PM,1.92,,,
194,01/17/16 04:57:44 PM,1.93,,,
195,01/17/16 04:57:45 PM,1.94,,,
196,01/17/16 04:58:41 PM,1.95,,,
197,01/17/16 04:59:52 PM,1.96,,,
198,01/17/16 05:01:12 PM,1.97,,,
199,01/17/16 05:04:06 PM,1.98,,,
200,01/17/16 05:04:07 PM,1.99,,,
201,01/17/16 05:07:00 PM,2.00,,,
202,01/17/16 05:10:42 PM,2.01,,,
203,01/17/16 05:10:43 PM,2.02,,,
204,01/17/16 05:14:13 PM,2.03,,,
205,01/17/16 05:18:54 PM,2.04,,,
206,01/17/16 05:23:02 PM,2.05,,,
207,01/17/16 05:25:18 PM,2.06,,,
208,01/17/16 05:25:19 PM,2.07,,,
209,01/17/16 05:26:51 PM,2.08,,,
210,01/17/16 05:29:25 PM,2.09,,,
211,01/17/16 05:32:53 PM,2.10,,,
212,01/17/16 05:35:28 PM,2.11,,,
213,01/17/16 05:37:14 PM,2.12,,,
214,01/17/16 05:38:59 PM,2.13,,,
215,01/17/16 05:41:22 PM,2.14,,,
216,01/17/16 05:44:41 PM,2.15,,,
217,01/17/16 05:48:40 PM,2.16,,,
218,01/17/16 05:56:47 PM,2.17,,,
219,01/17/16 05:56:48 PM,2.18,,,
220,01/17/16 05:59:51 PM,2.19,,,
221,01/17/16 06:12:09 PM,2.20,,,
222,01/17/16 06:22:00 PM,2.21,,,
223,01/17/16 06:29:10 PM,2.22,,,
224,01/17/16 06:36:19 PM,2.23,,,
225,01/17/16 06:39:49 PM,2.24,,,
226,01/17/16 06:42:20 PM,2.25,,,
227,01/17/16 06:45:09 PM,2.26,,,
228,01/17/16 06:46:14 PM,2.27,,,
229,01/17/16 06:48:29 PM,2.28,,,
230,01/17/16 06:48:30 PM,2.29,,,
231,01/17/16 06:51:05 PM,2.30,,,
232,01/17/16 06:53:27 PM,2.31,,,
233,01/17/16 06:54:49 PM,2.32,,,
234,01/17/16 06:56:43 PM,2.33,,,
235,01/17/16 06:58:41 PM,2.34,,,
236,01/17/16 07:00:27 PM,2.35,,,
237,01/17/16 07:00:28 PM,2.36,,,
238,01/17/16 07:01:56 PM,2.37,,,
239,01/17/16 07:03:23 PM,2.38,,,
240,01/17/16 07:04:32 PM,2.39,,,
241,01/17/16 07:05:58 PM,2.40,,,
242,01/17/16 07:05:59 PM,2.41,,,
243,01/17/16 07:07:14 PM,2.42,,,
244,01/17/16 07:08:24 PM,2.43,,,
245,01/17/16 07:08:25 PM,2.44,,,
246,01/17/16 07:09:25 PM,2.45,,,
247,01/17/16 07:10:36 PM,2.46,,,
248,01/17/16 07:10:37 PM,2.47,,,
249,01/17/16 07:12:10 PM,2.48,,,
250,01/17/16 07:14:18 PM,2.49,,,
251,01/17/16 07:14:19 PM,2.50,,,
252,01/17/16 07:15:54 PM,2.51,,,
253,01/17/16 07:16:58 PM,2.52,,,
254,01/17/16 07:17:50 PM,2.53,,,
255,01/17/16 07:19:45 PM,2.54,,,
256,01/17/16 07:19:46 PM,2.55,,,
257,01/17/16 07:21:28 PM,2.56,,,
258,01/17/16 07:23:39 PM,2.57,,,
259,01/17/16 07:25:26 PM,2.58,,,
260,01/17/16 07:27:28 PM,2.59,,,
261,01/17/16 07:29:20 PM,2.60,,,
262,01/17/16 07:31:42 PM,2.61,,,
263,01/17/16 07:33:32 PM,2.62,,,
264,01/17/16 07:35:04 PM,2.63,,,
265,01/17/16 07:36:46 PM,2.64,,,
266,01/17/16 07:39:16 PM,2.65,,,
267,01/17/16 07:41:21 PM,2.66,,,
268,01/17/16 07:44:20 PM,2.67,,,
269,01/17/16 07:46:46 PM,2.68,,,
270,01/17/16 07:49:27 PM,2.69,,,
271,01/17/16 07:51:07 PM,2.70,,,
272,01/17/16 07:53:39 PM,2.71,,,
273,01/17/16 07:55:55 PM,2.72,,,
274,01/17/16 07:58:56 PM,2.73,,,
275,01/17/16 08:01:06 PM,2.74,,,
276,01/17/16 08:03:34 PM,2.75,,,
277,01/17/16 08:05:38 PM,2.76,,,
278,01/17/16 08:07:38 PM,2.77,,,
279,01/17/16 08:10:02 PM,2.78,,,
280,01/17/16 08:12:08 PM,2.79,,,
281,01/17/16 08:14:02 PM,2.80,,,
282,01/17/16 08:15:30 PM,2.81,,,
283,01/17/16 08:17:10 PM,2.82,,,
284,01/17/16 08:19:33 PM,2.83,,,
285,01/17/16 08:19:34 PM,2.84,,,
286,01/17/16 08:20:57 PM,2.85,,,
287,01/17/16 08:23:20 PM,2.86,,,
288,01/17/16 08:24:55 PM,2.87,,,
289,01/17/16 08:26:54 PM,2.88,,,
290,01/17/16 08:28:43 PM,2.89,,,
291,01/17/16 08:30:30 PM,2.90,,,
292,01/17/16 08:32:14 PM,2.91,,,
293,01/17/16 08:33:53 PM,2.92,,,
294,01/17/16 08:35:22 PM,2.93,,,
295,01/17/16 08:36:52 PM,2.94,,,
296,01/17/16 08:36:53 PM,2.95,,,
297,01/17/16 08:38:18 PM,2.96,,,
298,01/17/16 08:39:45 PM,2.97,,,
299,01/17/16 08:40:52 PM,2.98,,,
300,01/17/16 08:42:07 PM,2.99,,,
301,01/17/16 08:43:08 PM,3.00,,,
302,01/17/16 08:44:09 PM,3.01,,,
303,01/17/16 08:45:10 PM,3.02,,,
304,01/17/16 08:46:11 PM,3.03,,,
305,01/17/16 08:46:58 PM,3.04,,,
306,01/17/16 08:47:44 PM,3.05,,,
307,01/17/16 08:47:45 PM,3.06,,,
308,01/17/16 08:48:30 PM,3.07,,,
309,01/17/16 08:49:32 PM,3.08,,,
310,01/17/16 08:50:25 PM,3.09,,,
311,01/17/16 08:51:53 PM,3.10,,,
312,01/17/16 08:53:20 PM,3.11,,,
313,01/17/16 08:54:47 PM,3.12,,,
314,01/17/16 08:56:24 PM,3.13,,,
315,01/17/16 08:59:14 PM,3.14,,,
316,01/17/16 09:01:27 PM,3.15,,,
317,01/17/16 09:07:19 PM,3.16,,,
318,01/17/16 09:11:58 PM,3.17,,,
319,01/17/16 09:18:05 PM,3.18,,,
320,01/17/16 09:24:08 PM,3.19,,,
321,01/17/16 09:28:04 PM,3.20,,,
322,01/17/16 09:30:38 PM,3.21,,,
323,01/17/16 09:35:10 PM,3.22,,,
324,01/17/16 09:38:40 PM,3.23,,,
325,01/17/16 09:42:49 PM,3.24,,,
326,01/17/16 09:47:11 PM,3.25,,,
327,01/17/16 09:50:02 PM,3.26,,,
328,01/17/16 09:51:30 PM,3.27,,,
329,01/17/16 09:53:23 PM,3.28,,,
330,01/17/16 09:56:06 PM,3.29,,,
331,01/17/16 09:59:24 PM,3.30,,,
332,01/17/16 10:01:46 PM,3.31,,,
333,01/17/16 10:04:13 PM,3.32,,,
334,01/17/16 10:06:08 PM,3.33,,,
335,01/17/16 10:07:40 PM,3.34,,,
336,01/17/16 10:07:41 PM,3.35,,,
337,01/17/16 10:08:29 PM,3.36,,,
338,01/17/16 10:09:12 PM,3.37,,,
339,01/17/16 10:10:03 PM,3.38,,,
340,01/17/16 10:10:54 PM,3.39,,,
341,01/17/16 10:11:33 PM,3.40,,,
342,01/17/16 10:12:11 PM,3.41,,,
343,01/17/16 10:12:46 PM,3.42,,,
344,01/17/16 10:13:34 PM,3.43,,,
345,01/17/16 10:14:23 PM,3.44,,,
346,01/17/16 10:15:28 PM,3.45,,,
347,01/17/16 10:16:28 PM,3.46,,,
348,01/17/16 10:17:28 PM,3.47,,,
349,01/17/16 10:18:19 PM,3.48,,,
350,01/17/16 10:19:19 PM,3.49,,,
351,01/17/16 10:20:25 PM,3.50,,,
352,01/17/16 10:21:43 PM,3.51,,,
353,01/17/16 10:22:49 PM,3.52,,,
354,01/17/16 10:24:14 PM,3.53,,,
355,01/17/16 10:25:09 PM,3.54,,,
356,01/17/16 10:26:42 PM,3.55,,,
357,01/17/16 10:28:10 PM,3.56,,,
358,01/17/16 10:29:08 PM,3.57,,,
359,01/17/16 10:29:55 PM,3.58,,,
360,01/17/16 10:30:51 PM,3.59,,,
361,01/17/16 10:30:52 PM,3.60,,,
362,01/17/16 10:31:30 PM,3.61,,,
363,01/17/16 10:32:12 PM,3.62,,,
364,01/17/16 10:32:43 PM,3.63,,,
365,01/17/16 10:33:21 PM,3.64,,,
366,01/17/16 10:33:22 PM,3.65,,,
367,01/17/16 10:34:03 PM,3.66,,,
368,01/17/16 10:34:58 PM,3.67,,,
369,01/17/16 10:34:59 PM,3.68,,,
370,01/17/16 10:35:55 PM,3.69,,,
371,01/17/16 10:36:47 PM,3.70,,,
372,01/17/16 10:37:27 PM,3.71,,,
373,01/17/16 10:38:09 PM,3.72,,,
374,01/17/16 10:38:38 PM,3.73,,,
375,01/17/16 10:39:17 PM,3.74,,,
376,01/17/16 10:39:58 PM,3.75,,,
377,01/17/16 10:40:57 PM,3.76,,,
378,01/17/16 10:40:58 PM,3.77,,,
379,01/17/16 10:41:55 PM,3.78,,,
380,01/17/16 10:42:48 PM,3.79,,,
381,01/17/16 10:43:31 PM,3.80,,,
382,01/17/16 10:44:11 PM,3.81,,,
383,01/17/16 10:44:45 PM,3.82,,,
384,01/17/16 10:45:28 PM,3.83,,,
385,01/17/16 10:46:05 PM,3.84,,,
386,01/17/16 10:46:44 PM,3.85,,,
387,01/17/16 10:47:26 PM,3.86,,,
388,01/17/16 10:48:14 PM,3.87,,,
389,01/17/16 10:48:15 PM,3.88,,,
390,01/17/16 10:49:05 PM,3.89,,,
391,01/17/16 10:49:58 PM,3.90,,,
392,01/17/16 10:50:38 PM,3.91,,,
393,01/17/16 10:51:15 PM,3.92,,,
394,01/17/16 10:51:16 PM,3.93,,,
395,01/17/16 10:51:53 PM,3.94,,,
396,01/17/16 10:52:37 PM,3.95,,,
397,01/17/16 10:53:20 PM,3.96,,,
398,01/17/16 10:54:05 PM,3.97,,,
399,01/17/16 10:54:57 PM,3.98,,,
400,01/17/16 10:55:52 PM,3.99,,,
401,01/17/16 10:56:47 PM,4.00,,,
402,01/17/16 10:57:41 PM,4.01,,,
403,01/17/16 10:58:41 PM,4.02,,,
404,01/17/16 10:59:46 PM,4.03,,,
405,01/17/16 11:00:35 PM,4.04,,,
406,01/17/16 11:01:27 PM,4.05,,,
407,01/17/16 11:02:11 PM,4.06,,,
408,01/17/16 11:03:00 PM,4.07,,,
409,01/17/16 11:03:01 PM,4.08,,,
410,01/17/16 11:03:46 PM,4.09,,,
411,01/17/16 11:04:39 PM,4.10,,,
412,01/17/16 11:05:36 PM,4.11,,,
413,01/17/16 11:06:30 PM,4.12,,,
414,01/17/16 11:06:31 PM,4.13,,,
415,01/17/16 11:07:09 PM,4.14,,,
416,01/17/16 11:07:47 PM,4.15,,,
417,01/17/16 11:08:32 PM,4.16,,,
418,01/17/16 11:09:24 PM,4.17,,,
419,01/17/16 11:10:38 PM,4.18,,,
420,01/17/16 11:12:10 PM,4.19,,,
421,01/17/16 11:13:34 PM,4.20,,,
422,01/17/16 11:15:14 PM,4.21,,,
423,01/17/16 11:16:49 PM,4.22,,,
424,01/17/16 11:18:33 PM,4.23,,,
425,01/17/16 11:19:47 PM,4.24,,,
426,01/17/16 11:21:16 PM,4.25,,,
427,01/17/16 11:23:08 PM,4.26,,,
428,01/17/16 11:25:22 PM,4.27,,,
429,01/17/16 11:27:13 PM,4.28,,,
430,01/17/16 11:28:24 PM,4.29,,,
431,01/17/16 11:29:05 PM,4.30,,,
432,01/17/16 11:30:02 PM,4.31,,,
433,01/17/16 11:30:54 PM,4.32,,,
434,01/17/16 11:31:45 PM,4.33,,,
435,01/17/16 11:31:46 PM,4.34,,,
436,01/17/16 11:33:00 PM,4.35,,,
437,01/17/16 11:34:23 PM,4.36,,,
438,01/17/16 11:36:08 PM,4.37,,,
439,01/17/16 11:38:27 PM,4.38,,,
440,01/17/16 11:39:26 PM,4.39,,,
441,01/17/16 11:40:16 PM,4.40,,,
442,01/17/16 11:41:11 PM,4.41,,,
443,01/17/16 11:42:19 PM,4.42,,,
444,01/17/16 11:43:30 PM,4.43,,,
445,01/17/16 11:45:21 PM,4.44,,,
446,01/17/16 11:47:17 PM,4.45,,,
447,01/17/16 11:49:15 PM,4.46,,,
448,01/17/16 11:50:47 PM,4.47,,,
449,01/17/16 11:51:45 PM,4.48,,,
450,01/17/16 11:52:39 PM,4.49,,,
451,01/17/16 11:53:47 PM,4.50,,,
452,01/17/16 11:54:53 PM,4.51,,,
453,01/17/16 11:56:08 PM,4.52,,,
454,01/17/16 11:57:14 PM,4.53,,,
455,01/17/16 11:58:42 PM,4.54,,,
456,01/18/16 12:00:08 AM,4.55,,,
457,01/18/16 12:02:07 AM,4.56,,,
458,01/18/16 12:02:08 AM,4.57,,,
459,01/18/16 12:04:21 AM,4.58,,,
460,01/18/16 12:06:24 AM,4.59,,,
461,01/18/16 12:08:02 AM,4.60,,,
462,01/18/16 12:10:14 AM,4.61,,,
463,01/18/16 12:10:15 AM,4.62,,,
464,01/18/16 12:11:46 AM,4.63,,,
465,01/18/16 12:13:25 AM,4.64,,,
466,01/18/16 12:14:27 AM,4.65,,,
467,01/18/16 12:16:03 AM,4.66,,,
468,01/18/16 12:17:40 AM,4.67,,,
469,01/18/16 12:19:18 AM,4.68,,,
470,01/18/16 12:19:19 AM,4.69,,,
471,01/18/16 12:20:05 AM,4.70,,,
472,01/18/16 12:21:12 AM,4.71,,,
473,01/18/16 12:21:13 AM,4.72,,,
474,01/18/16 12:22:31 AM,4.73,,,
475,01/18/16 12:23:38 AM,4.74,,,
476,01/18/16 12:23:39 AM,4.75,,,
477,01/18/16 12:24:46 AM,4.76,,,
478,01/18/16 12:26:08 AM,4.77,,,
479,01/18/16 12:26:57 AM,4.78,,,
480,01/18/16 12:27:55 AM,4.79,,,
481,01/18/16 12:28:41 AM,4.80,,,
482,01/18/16 12:29:27 AM,4.81,,,
483,01/18/16 12:30:07 AM,4.82,,,
484,01/18/16 12:30:51 AM,4.83,,,
485,01/18/16 12:31:40 AM,4.84,,,
486,01/18/16 12:32:49 AM,4.85,,,
487,01/18/16 12:33:35 AM,4.86,,,
488,01/18/16 12:34:38 AM,4.87,,,
489,01/18/16 12:34:39 AM,4.88,,,
490,01/18/16 12:35:22 AM,4.89,,,
491,01/18/16 12:36:18 AM,4.90,,,
492,01/18/16 12:37:04 AM,4.91,,,
493,01/18/16 12:38:15 AM,4.92,,,
494,01/18/16 12:38:16 AM,4.93,,,
495,01/18/16 12:39:36 AM,4.94,,,
496,01/18/16 12:41:09 AM,4.95,,,
497,01/18/16 12:42:23 AM,4.96,,,
498,01/18/16 12:43:17 AM,4.97,,,
499,01/18/16 12:44:05 AM,4.98,,,
500,01/18/16 12:45:11 AM,4.99,,,
501,01/18/16 12:46:11 AM,5.00,,,
502,01/18/16 12:47:47 AM,5.01,,,
503,01/18/16 12:49:14 AM,5.02,,,
504,01/18/16 12:50:40 AM,5.03,,,
505,01/18/16 12:51:59 AM,5.04,,,
506,01/18/16 12:54:05 AM,5.05,,,
507,01/18/16 12:56:19 AM,5.06,,,
508,01/18/16 12:57:59 AM,5.07,,,
509,01/18/16 01:00:11 AM,5.08,,,
510,01/18/16 01:02:32 AM,5.09,,,
511,01/18/16 01:02:33 AM,5.10,,,
512,01/18/16 01:04:23 AM,5.11,,,
513,01/18/16 01:07:37 AM,5.12,,,
514,01/18/16 01:09:58 AM,5.13,,,
515,01/18/16 01:13:01 AM,5.14,,,
516,01/18/16 01:15:29 AM,5.15,,,
517,01/18/16 01:19:17 AM,5.16,,,
518,01/18/16 01:20:58 AM,5.17,,,
519,01/18/16 01:24:12 AM,5.18,,,
520,01/18/16 01:26:02 AM,5.19,,,
521,01/18/16 01:28:13 AM,5.20,,,
522,01/18/16 01:31:37 AM,5.21,,,
523,01/18/16 01:36:32 AM,5.22,,,
524,01/18/16 01:39:27 AM,5.23,,,
525,01/18/16 01:42:39 AM,5.24,,,
526,01/18/16 01:42:40 AM,5.25,,,
527,01/18/16 01:45:32 AM,5.26,,,
528,01/18/16 01:49:26 AM,5.27,,,
529,01/18/16 01:51:34 AM,5.28,,,
530,01/18/16 01:54:17 AM,5.29,,,
531,01/18/16 01:54:18 AM,5.30,,,
532,01/18/16 01:57:34 AM,5.31,,,
533,01/18/16 02:02:57 AM,5.32,,,
534,01/18/16 02:06:40 AM,5.33,,,
535,01/18/16 02:11:05 AM,5.34,,,
536,01/18/16 02:14:53 AM,5.35,,,
537,01/18/16 02:17:04 AM,5.36,,,
538,01/18/16 02:19:07 AM,5.37,,,
539,01/18/16 02:23:09 AM,5.38,,,
540,01/18/16 02:26:53 AM,5.39,,,
541,01/18/16 02:34:22 AM,5.40,,,
542,01/18/16 02:52:49 AM,5.41,,,
543,01/18/16 03:07:14 AM,5.42,,,
544,01/18/16 03:13:17 AM,5.43,,,
545,01/18/16 03:20:43 AM,5.44,,,
546,01/18/16 03:30:09 AM,5.45,,,
547,01/18/16 03:43:10 AM,5.46,,,
548,01/19/16 02:01:51 AM,5.47,,,
549,01/19/16 02:15:40 AM,5.48,,,
550,01/19/16 02:20:41 AM,5.49,,,
551,01/19/16 02:35:48 AM,5.50,,,
552,01/19/16 02:49:38 AM,5.51,,,
553,01/19/16 03:03:59 AM,5.52,,,
554,01/19/16 03:17:56 AM,5.53,,,
555,01/19/16 03:26:42 AM,5.54,,,
556,01/19/16 03:49:32 AM,5.55,,,
557,01/19/16 03:52:56 AM,5.56,,,
558,01/19/16 03:54:13 AM,5.57,,,
559,01/19/16 03:56:23 AM,5.58,,,
560,01/19/16 03:59:37 AM,5.59,,,
561,01/19/16 04:02:32 AM,5.60,,,
562,01/19/16 04:04:40 AM,5.61,,,
563,01/19/16 04:07:06 AM,5.62,,,
564,01/19/16 04:11:19 AM,5.63,,,
565,01/19/16 04:23:09 AM,5.64,,,
566,01/19/16 04:30:47 AM,5.65,,,
567,01/19/16 04:35:24 AM,5.66,,,
568,01/19/16 04:35:25 AM,5.67,,,
569,01/19/16 04:37:16 AM,5.68,,,
570,01/19/16 04:39:07 AM,5.69,,,
