"Plot Title: LQC"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10592080, SEN S/N: 10592080)","Event, units (LGR S/N: 10592080, SEN S/N: 10592080)","Coupler Detached (LGR S/N: 10592080, SEN S/N: 10592080)","Coupler Attached (LGR S/N: 10592080, SEN S/N: 10592080)","Stopped (LGR S/N: 10592080, SEN S/N: 10592080)","End Of File (LGR S/N: 10592080, SEN S/N: 10592080)"
59,11/05/17 10:29:36 PM,41.994,,,,,
60,11/05/17 11:29:36 PM,41.067,,,,,
61,11/05/17 11:44:04 PM,,0.01,,,,
62,11/06/17 12:29:36 AM,39.947,,,,,
63,11/06/17 01:29:36 AM,40.881,,,,,
64,11/06/17 02:29:36 AM,41.254,,,,,
65,11/06/17 03:29:36 AM,44.379,,,,,
66,11/06/17 04:29:36 AM,45.104,,,,,
67,11/06/17 05:29:36 AM,45.648,,,,,
68,11/06/17 06:29:36 AM,46.548,,,,,
69,11/06/17 07:29:36 AM,46.728,,,,,
70,11/06/17 08:29:36 AM,45.104,,,,,
71,11/06/17 09:29:36 AM,47.446,,,,,
72,11/06/17 10:29:36 AM,64.996,,,,,
73,11/06/17 11:29:36 AM,70.651,,,,,
74,11/06/17 12:29:36 PM,72.545,,,,,
75,11/06/17 01:29:36 PM,67.735,,,,,
76,11/06/17 02:29:36 PM,72.028,,,,,
77,11/06/17 03:29:36 PM,62.769,,,,,
78,11/06/17 04:29:36 PM,63.626,,,,,
79,11/06/17 05:29:36 PM,58.647,,,,,
80,11/06/17 06:29:36 PM,52.576,,,,,
81,11/06/17 07:29:36 PM,47.266,,,,,
82,11/06/17 08:29:36 PM,44.742,,,,,
83,11/06/17 09:29:36 PM,42.548,,,,,
84,11/06/17 10:29:36 PM,41.625,,,,,
85,11/06/17 11:29:36 PM,40.696,,,,,
86,11/07/17 12:29:36 AM,40.321,,,,,
87,11/07/17 01:29:36 AM,39.947,,,,,
88,11/07/17 02:29:36 AM,39.196,,,,,
89,11/07/17 03:29:36 AM,39.007,,,,,
90,11/07/17 04:29:36 AM,38.250,,,,,
91,11/07/17 05:29:36 AM,38.440,,,,,
92,11/07/17 06:29:36 AM,37.870,,,,,
93,11/07/17 07:29:36 AM,36.914,,,,,
94,11/07/17 08:29:36 AM,37.870,,,,,
95,11/07/17 09:29:36 AM,41.625,,,,,
96,11/07/17 10:29:36 AM,59.680,,,,,
97,11/07/17 11:29:36 AM,70.824,,,,,
98,11/07/17 12:29:36 PM,77.225,,,,,
99,11/07/17 01:29:36 PM,74.791,,,,,
100,11/07/17 02:29:36 PM,74.446,,,,,
101,11/07/17 03:29:36 PM,72.199,,,,,
102,11/07/17 04:29:36 PM,67.221,,,,,
103,11/07/17 05:29:36 PM,61.054,,,,,
104,11/07/17 06:29:36 PM,51.699,,,,,
105,11/07/17 07:29:36 PM,46.548,,,,,
106,11/07/17 08:29:36 PM,43.648,,,,,
107,11/07/17 09:29:36 PM,41.994,,,,,
108,11/07/17 10:29:36 PM,41.254,,,,,
109,11/07/17 11:29:36 PM,41.254,,,,,
110,11/08/17 12:29:36 AM,41.625,,,,,
111,11/08/17 01:29:36 AM,41.439,,,,,
112,11/08/17 02:29:36 AM,41.810,,,,,
113,11/08/17 03:29:36 AM,41.625,,,,,
114,11/08/17 04:29:36 AM,41.439,,,,,
115,11/08/17 05:29:36 AM,40.881,,,,,
116,11/08/17 06:29:36 AM,43.466,,,,,
117,11/08/17 07:29:36 AM,46.008,,,,,
118,11/08/17 08:29:36 AM,48.517,,,,,
119,11/08/17 09:29:36 AM,52.925,,,,,
120,11/08/17 10:29:36 AM,61.741,,,,,
121,11/08/17 11:29:36 AM,64.139,,,,,
122,11/08/17 12:29:36 PM,64.996,,,,,
123,11/08/17 01:29:36 PM,63.968,,,,,
124,11/08/17 02:29:36 PM,66.022,,,,,
125,11/08/17 03:29:36 PM,63.455,,,,,
126,11/08/17 04:29:36 PM,60.883,,,,,
127,11/08/17 05:29:36 PM,60.368,,,,,
128,11/08/17 06:29:36 PM,59.337,,,,,
129,11/08/17 07:29:36 PM,59.337,,,,,
130,11/08/17 08:29:36 PM,59.508,,,,,
131,11/08/17 09:29:36 PM,59.337,,,,,
132,11/08/17 10:29:36 PM,59.164,,,,,
133,11/08/17 11:29:36 PM,59.337,,,,,
134,11/09/17 12:12:57 AM,,0.02,,,,
135,11/09/17 12:22:26 AM,,0.03,,,,
136,11/09/17 12:27:07 AM,,0.04,,,,
137,11/09/17 12:29:36 AM,58.993,,,,,
138,11/09/17 12:36:23 AM,,0.05,,,,
139,11/09/17 12:36:24 AM,,0.06,,,,
140,11/09/17 12:51:02 AM,,0.07,,,,
141,11/09/17 01:01:40 AM,,0.08,,,,
142,11/09/17 01:01:41 AM,,0.09,,,,
143,11/09/17 01:05:41 AM,,0.10,,,,
144,11/09/17 01:10:15 AM,,0.11,,,,
145,11/09/17 01:13:25 AM,,0.12,,,,
146,11/09/17 01:16:27 AM,,0.13,,,,
147,11/09/17 01:16:28 AM,,0.14,,,,
148,11/09/17 01:18:16 AM,,0.15,,,,
149,11/09/17 01:18:17 AM,,0.16,,,,
150,11/09/17 01:20:57 AM,,0.17,,,,
151,11/09/17 01:23:05 AM,,0.18,,,,
152,11/09/17 01:26:12 AM,,0.19,,,,
153,11/09/17 01:26:13 AM,,0.20,,,,
154,11/09/17 01:28:54 AM,,0.21,,,,
155,11/09/17 01:29:36 AM,58.303,,,,,
156,11/09/17 01:32:04 AM,,0.22,,,,
157,11/09/17 01:35:51 AM,,0.23,,,,
158,11/09/17 01:35:52 AM,,0.24,,,,
159,11/09/17 01:42:01 AM,,0.25,,,,
160,11/09/17 01:48:48 AM,,0.26,,,,
161,11/09/17 01:55:37 AM,,0.27,,,,
162,11/09/17 01:58:19 AM,,0.28,,,,
163,11/09/17 01:59:20 AM,,0.29,,,,
164,11/09/17 01:59:21 AM,,0.30,,,,
165,11/09/17 01:59:39 AM,,0.31,,,,
166,11/09/17 02:00:30 AM,,0.32,,,,
167,11/09/17 02:01:21 AM,,0.33,,,,
168,11/09/17 02:02:20 AM,,0.34,,,,
169,11/09/17 02:02:40 AM,,0.35,,,,
170,11/09/17 02:03:15 AM,,0.36,,,,
171,11/09/17 02:03:45 AM,,0.37,,,,
172,11/09/17 02:03:46 AM,,0.38,,,,
173,11/09/17 02:04:48 AM,,0.39,,,,
174,11/09/17 02:06:00 AM,,0.40,,,,
175,11/09/17 02:21:37 AM,,0.41,,,,
176,11/09/17 02:29:36 AM,58.131,,,,,
177,11/09/17 03:20:11 AM,,0.42,,,,
178,11/09/17 03:20:12 AM,,0.43,,,,
179,11/09/17 03:29:36 AM,58.303,,,,,
180,11/09/17 04:29:36 AM,58.131,,,,,
181,11/09/17 04:59:46 AM,,0.44,,,,
182,11/09/17 05:29:36 AM,58.131,,,,,
183,11/09/17 06:29:36 AM,58.476,,,,,
184,11/09/17 07:29:36 AM,58.647,,,,,
185,11/09/17 08:29:36 AM,59.337,,,,,
186,11/09/17 08:42:13 AM,,0.45,,,,
187,11/09/17 09:22:18 AM,,0.46,,,,
188,11/09/17 09:22:19 AM,,0.47,,,,
189,11/09/17 09:29:36 AM,59.164,,,,,
190,11/09/17 09:32:26 AM,,0.48,,,,
191,11/09/17 09:39:11 AM,,0.49,,,,
192,11/09/17 09:41:46 AM,,0.50,,,,
193,11/09/17 09:42:52 AM,,0.51,,,,
194,11/09/17 09:43:58 AM,,0.52,,,,
195,11/09/17 09:43:59 AM,,0.53,,,,
196,11/09/17 09:45:16 AM,,0.54,,,,
197,11/09/17 09:47:42 AM,,0.55,,,,
198,11/09/17 10:29:36 AM,60.024,,,,,
199,11/09/17 11:29:36 AM,62.083,,,,,
200,11/09/17 12:29:36 PM,62.083,,,,,
201,11/09/17 12:34:48 PM,,0.56,,,,
202,11/09/17 12:35:36 PM,,0.57,,,,
203,11/09/17 12:36:13 PM,,0.58,,,,
204,11/09/17 12:36:31 PM,,0.59,,,,
205,11/09/17 12:36:53 PM,,0.60,,,,
206,11/09/17 12:37:14 PM,,0.61,,,,
207,11/09/17 12:37:43 PM,,0.62,,,,
208,11/09/17 12:38:35 PM,,0.63,,,,
209,11/09/17 12:39:21 PM,,0.64,,,,
210,11/09/17 12:41:06 PM,,0.65,,,,
211,11/09/17 12:41:07 PM,,0.66,,,,
212,11/09/17 01:29:36 PM,61.227,,,,,
213,11/09/17 01:48:44 PM,,0.67,,,,
214,11/09/17 01:48:45 PM,,0.68,,,,
215,11/09/17 02:29:36 PM,62.940,,,,,
216,11/09/17 03:29:36 PM,62.254,,,,,
217,11/09/17 04:29:36 PM,62.254,,,,,
218,11/09/17 05:29:36 PM,61.227,,,,,
219,11/09/17 06:29:36 PM,58.820,,,,,
220,11/09/17 07:29:36 PM,57.785,,,,,
221,11/09/17 08:29:36 PM,57.268,,,,,
222,11/09/17 09:29:36 PM,56.404,,,,,
223,11/09/17 10:29:36 PM,52.225,,,,,
224,11/09/17 11:29:36 PM,50.113,,,,,
225,11/10/17 12:29:36 AM,50.643,,,,,
226,11/10/17 01:29:36 AM,50.466,,,,,
227,11/10/17 02:29:36 AM,49.228,,,,,
228,11/10/17 03:29:36 AM,49.228,,,,,
229,11/10/17 04:29:36 AM,49.759,,,,,
230,11/10/17 05:29:36 AM,51.346,,,,,
231,11/10/17 06:29:36 AM,52.225,,,,,
232,11/10/17 07:29:36 AM,50.995,,,,,
233,11/10/17 08:29:36 AM,52.576,,,,,
234,11/10/17 09:29:36 AM,56.404,,,,,
235,11/10/17 10:29:36 AM,65.509,,,,,
236,11/10/17 11:29:36 AM,74.619,,,,,
237,11/10/17 12:29:36 PM,67.392,,,,,
238,11/10/17 01:28:57 PM,,0.69,,,,
239,11/10/17 01:29:36 PM,64.481,,,,,
240,11/10/17 01:29:54 PM,,0.70,,,,
241,11/10/17 01:30:21 PM,,0.71,,,,
242,11/10/17 01:30:39 PM,,0.72,,,,
243,11/10/17 01:30:40 PM,,0.73,,,,
244,11/10/17 01:31:21 PM,,0.74,,,,
245,11/10/17 01:31:22 PM,,0.75,,,,
246,11/10/17 01:33:55 PM,,0.76,,,,
247,11/10/17 01:33:56 PM,,0.77,,,,
248,11/10/17 01:57:37 PM,,0.78,,,,
249,11/10/17 01:57:38 PM,,0.79,,,,
250,11/10/17 02:29:36 PM,65.851,,,,,
251,11/10/17 03:29:36 PM,66.879,,,,,
252,11/10/17 04:29:36 PM,66.708,,,,,
253,11/10/17 05:29:36 PM,62.083,,,,,
254,11/10/17 06:29:36 PM,56.923,,,,,
255,11/10/17 07:29:36 PM,53.100,,,,,
256,11/10/17 08:29:36 PM,53.798,,,,,
257,11/10/17 09:29:36 PM,54.842,,,,,
258,11/10/17 10:29:36 PM,51.523,,,,,
259,11/10/17 11:29:36 PM,49.582,,,,,
260,11/11/17 12:29:36 AM,49.050,,,,,
261,11/11/17 01:29:36 AM,48.160,,,,,
262,11/11/17 02:29:36 AM,46.369,,,,,
263,11/11/17 03:29:36 AM,45.828,,,,,
264,11/11/17 04:29:36 AM,45.466,,,,,
265,11/11/17 05:29:36 AM,45.828,,,,,
266,11/11/17 06:29:36 AM,44.195,,,,,
267,11/11/17 07:29:36 AM,43.099,,,,,
268,11/11/17 08:29:36 AM,43.831,,,,,
269,11/11/17 09:29:36 AM,46.369,,,,,
270,11/11/17 10:29:36 AM,60.195,,,,,
271,11/11/17 11:29:36 AM,69.107,,,,,
272,11/11/17 12:29:36 PM,68.421,,,,,
273,11/11/17 01:29:36 PM,69.793,,,,,
274,11/11/17 02:29:36 PM,69.793,,,,,
275,11/11/17 03:29:36 PM,69.278,,,,,
276,11/11/17 04:29:36 PM,66.537,,,,,
277,11/11/17 05:29:36 PM,62.083,,,,,
278,11/11/17 06:29:36 PM,56.577,,,,,
279,11/11/17 07:29:36 PM,51.346,,,,,
280,11/11/17 08:29:36 PM,49.050,,,,,
281,11/11/17 09:29:36 PM,47.982,,,,,
282,11/11/17 10:29:36 PM,47.266,,,,,
283,11/11/17 11:29:36 PM,46.728,,,,,
284,11/12/17 12:29:36 AM,45.828,,,,,
285,11/12/17 01:29:36 AM,45.104,,,,,
286,11/12/17 02:29:36 AM,43.831,,,,,
287,11/12/17 03:29:36 AM,43.466,,,,,
288,11/12/17 04:29:36 AM,43.648,,,,,
289,11/12/17 05:29:36 AM,45.466,,,,,
290,11/12/17 06:29:36 AM,45.104,,,,,
291,11/12/17 07:29:36 AM,45.286,,,,,
292,11/12/17 08:29:36 AM,43.831,,,,,
293,11/12/17 09:29:36 AM,44.742,,,,,
294,11/12/17 10:29:36 AM,57.785,,,,,
295,11/12/17 11:29:36 AM,70.995,,,,,
296,11/12/17 12:29:36 PM,73.407,,,,,
297,11/12/17 01:29:36 PM,71.168,,,,,
298,11/12/17 02:29:36 PM,72.891,,,,,
299,11/12/17 03:29:36 PM,71.168,,,,,
300,11/12/17 04:29:36 PM,67.050,,,,,
301,11/12/17 05:29:36 PM,61.912,,,,,
302,11/12/17 06:29:36 PM,53.449,,,,,
303,11/12/17 07:29:36 PM,50.290,,,,,
304,11/12/17 08:29:36 PM,48.339,,,,,
305,11/12/17 09:29:36 PM,47.624,,,,,
306,11/12/17 10:29:36 PM,46.908,,,,,
307,11/12/17 11:29:36 PM,46.908,,,,,
308,11/13/17 12:29:36 AM,46.548,,,,,
309,11/13/17 01:29:36 AM,46.008,,,,,
310,11/13/17 02:29:36 AM,45.648,,,,,
311,11/13/17 03:29:36 AM,45.104,,,,,
312,11/13/17 04:29:36 AM,45.466,,,,,
313,11/13/17 05:29:36 AM,47.446,,,,,
314,11/13/17 06:29:36 AM,49.404,,,,,
315,11/13/17 07:26:44 AM,,0.80,,,,
316,11/13/17 07:29:36 AM,50.643,,,,,
317,11/13/17 07:29:47 AM,,0.81,,,,
318,11/13/17 07:33:26 AM,,0.82,,,,
319,11/13/17 07:45:06 AM,,0.83,,,,
320,11/13/17 07:45:07 AM,,0.84,,,,
321,11/13/17 07:53:27 AM,,0.85,,,,
322,11/13/17 07:53:28 AM,,0.86,,,,
323,11/13/17 08:00:40 AM,,0.87,,,,
324,11/13/17 08:04:02 AM,,0.88,,,,
325,11/13/17 08:06:22 AM,,0.89,,,,
326,11/13/17 08:06:23 AM,,0.90,,,,
327,11/13/17 08:15:11 AM,,0.91,,,,
328,11/13/17 08:25:51 AM,,0.92,,,,
329,11/13/17 08:29:36 AM,51.874,,,,,
330,11/13/17 09:29:36 AM,54.842,,,,,
331,11/13/17 10:29:36 AM,64.652,,,,,
332,11/13/17 11:29:36 AM,75.139,,,,,
333,11/13/17 12:29:36 PM,78.800,,,,,
334,11/13/17 01:29:36 PM,73.753,,,,,
335,11/13/17 02:29:36 PM,73.926,,,,,
336,11/13/17 03:29:36 PM,67.050,,,,,
337,11/13/17 04:29:36 PM,64.996,,,,,
338,11/13/17 05:29:36 PM,62.598,,,,,
339,11/13/17 06:29:36 PM,60.195,,,,,
340,11/13/17 07:29:36 PM,59.680,,,,,
341,11/13/17 08:29:36 PM,59.164,,,,,
342,11/13/17 09:29:36 PM,59.164,,,,,
343,11/13/17 10:12:38 PM,,0.93,,,,
344,11/13/17 10:16:36 PM,,0.94,,,,
345,11/13/17 10:22:11 PM,,0.95,,,,
346,11/13/17 10:27:03 PM,,0.96,,,,
347,11/13/17 10:29:36 PM,59.164,,,,,
348,11/13/17 10:36:46 PM,,0.97,,,,
349,11/13/17 10:46:01 PM,,0.98,,,,
350,11/13/17 11:08:17 PM,,0.99,,,,
351,11/13/17 11:12:23 PM,,1.00,,,,
352,11/13/17 11:24:09 PM,,1.01,,,,
353,11/13/17 11:29:36 PM,58.820,,,,,
354,11/14/17 12:29:36 AM,58.303,,,,,
355,11/14/17 01:29:36 AM,58.131,,,,,
356,11/14/17 02:29:36 AM,56.923,,,,,
357,11/14/17 03:29:36 AM,55.884,,,,,
358,11/14/17 03:40:36 AM,,1.02,,,,
359,11/14/17 04:29:36 AM,55.189,,,,,
360,11/14/17 05:29:36 AM,52.750,,,,,
361,11/14/17 06:29:36 AM,50.113,,,,,
362,11/14/17 07:29:36 AM,48.871,,,,,
363,11/14/17 08:29:36 AM,48.517,,,,,
364,11/14/17 09:29:36 AM,50.113,,,,,
365,11/14/17 10:29:36 AM,59.680,,,,,
366,11/14/17 11:29:36 AM,72.545,,,,,
367,11/14/17 12:29:36 PM,74.791,,,,,
368,11/14/17 01:29:36 PM,77.400,,,,,
369,11/14/17 02:29:36 PM,74.446,,,,,
370,11/14/17 03:29:36 PM,74.619,,,,,
371,11/14/17 04:29:36 PM,68.248,,,,,
372,11/14/17 05:29:36 PM,63.797,,,,,
373,11/14/17 06:29:36 PM,54.495,,,,,
374,11/14/17 07:29:36 PM,50.113,,,,,
375,11/14/17 08:29:36 PM,49.759,,,,,
376,11/14/17 09:29:36 PM,48.695,,,,,
377,11/14/17 10:29:36 PM,49.759,,,,,
378,11/14/17 11:29:36 PM,47.802,,,,,
379,11/15/17 12:29:36 AM,47.266,,,,,
380,11/15/17 01:29:36 AM,46.728,,,,,
381,11/15/17 02:29:36 AM,47.624,,,,,
382,11/15/17 03:29:36 AM,48.160,,,,,
383,11/15/17 04:29:36 AM,48.160,,,,,
384,11/15/17 05:29:36 AM,48.339,,,,,
385,11/15/17 06:29:36 AM,48.517,,,,,
386,11/15/17 07:29:36 AM,48.871,,,,,
387,11/15/17 08:29:36 AM,49.759,,,,,
388,11/15/17 09:29:36 AM,52.050,,,,,
389,11/15/17 10:29:36 AM,55.711,,,,,
390,11/15/17 11:29:36 AM,61.569,,,,,
391,11/15/17 12:29:36 PM,64.996,,,,,
392,11/15/17 01:29:36 PM,72.028,,,,,
393,11/15/17 02:29:36 PM,68.763,,,,,
394,11/15/17 03:29:36 PM,65.680,,,,,
395,11/15/17 04:29:36 PM,61.398,,,,,
396,11/15/17 05:29:36 PM,61.227,,,,,
397,11/15/17 06:29:36 PM,56.404,,,,,
398,11/15/17 07:29:36 PM,57.096,,,,,
399,11/15/17 08:29:36 PM,58.820,,,,,
400,11/15/17 09:29:36 PM,59.851,,,,,
401,11/15/17 10:29:36 PM,60.195,,,,,
402,11/15/17 11:29:36 PM,60.195,,,,,
403,11/16/17 12:29:36 AM,60.024,,,,,
404,11/16/17 01:29:36 AM,59.680,,,,,
405,11/16/17 02:29:36 AM,59.337,,,,,
406,11/16/17 03:29:36 AM,59.337,,,,,
407,11/16/17 04:29:36 AM,59.680,,,,,
408,11/16/17 05:21:48 AM,,1.03,,,,
409,11/16/17 05:29:36 AM,59.508,,,,,
410,11/16/17 05:30:25 AM,,1.04,,,,
411,11/16/17 05:32:53 AM,,1.05,,,,
412,11/16/17 05:40:45 AM,,1.06,,,,
413,11/16/17 06:29:36 AM,59.508,,,,,
414,11/16/17 06:35:44 AM,,1.07,,,,
415,11/16/17 06:39:23 AM,,1.08,,,,
416,11/16/17 06:44:32 AM,,1.09,,,,
417,11/16/17 06:58:07 AM,,1.10,,,,
418,11/16/17 07:06:25 AM,,1.11,,,,
419,11/16/17 07:12:36 AM,,1.12,,,,
420,11/16/17 07:20:47 AM,,1.13,,,,
421,11/16/17 07:27:15 AM,,1.14,,,,
422,11/16/17 07:29:36 AM,58.993,,,,,
423,11/16/17 07:47:09 AM,,1.15,,,,
424,11/16/17 08:00:37 AM,,1.16,,,,
425,11/16/17 08:15:08 AM,,1.17,,,,
426,11/16/17 08:15:09 AM,,1.18,,,,
427,11/16/17 08:29:36 AM,59.337,,,,,
428,11/16/17 08:32:05 AM,,1.19,,,,
429,11/16/17 08:47:58 AM,,1.20,,,,
430,11/16/17 08:47:59 AM,,1.21,,,,
431,11/16/17 09:02:07 AM,,1.22,,,,
432,11/16/17 09:26:38 AM,,1.23,,,,
433,11/16/17 09:26:39 AM,,1.24,,,,
434,11/16/17 09:29:36 AM,59.680,,,,,
435,11/16/17 09:42:54 AM,,1.25,,,,
436,11/16/17 10:07:18 AM,,1.26,,,,
437,11/16/17 10:29:36 AM,60.024,,,,,
438,11/16/17 10:29:56 AM,,1.27,,,,
439,11/16/17 10:39:42 AM,,1.28,,,,
440,11/16/17 10:41:19 AM,,1.29,,,,
441,11/16/17 10:41:20 AM,,1.30,,,,
442,11/16/17 10:44:49 AM,,1.31,,,,
443,11/16/17 10:50:00 AM,,1.32,,,,
444,11/16/17 10:59:10 AM,,1.33,,,,
445,11/16/17 11:02:41 AM,,1.34,,,,
446,11/16/17 11:08:01 AM,,1.35,,,,
447,11/16/17 11:12:52 AM,,1.36,,,,
448,11/16/17 11:20:16 AM,,1.37,,,,
449,11/16/17 11:29:36 AM,60.368,,,,,
450,11/16/17 11:30:21 AM,,1.38,,,,
451,11/16/17 11:36:42 AM,,1.39,,,,
452,11/16/17 12:00:24 PM,,1.40,,,,
453,11/16/17 12:00:25 PM,,1.41,,,,
454,11/16/17 12:17:09 PM,,1.42,,,,
455,11/16/17 12:17:10 PM,,1.43,,,,
456,11/16/17 12:23:56 PM,,1.44,,,,
457,11/16/17 12:28:27 PM,,1.45,,,,
458,11/16/17 12:29:36 PM,60.195,,,,,
459,11/16/17 12:31:09 PM,,1.46,,,,
460,11/16/17 12:35:48 PM,,1.47,,,,
461,11/16/17 12:40:11 PM,,1.48,,,,
462,11/16/17 12:43:58 PM,,1.49,,,,
463,11/16/17 12:48:49 PM,,1.50,,,,
464,11/16/17 12:48:50 PM,,1.51,,,,
465,11/16/17 12:54:36 PM,,1.52,,,,
466,11/16/17 12:57:24 PM,,1.53,,,,
467,11/16/17 12:59:14 PM,,1.54,,,,
468,11/16/17 01:01:01 PM,,1.55,,,,
469,11/16/17 01:03:50 PM,,1.56,,,,
470,11/16/17 01:03:51 PM,,1.57,,,,
471,11/16/17 01:05:47 PM,,1.58,,,,
472,11/16/17 01:07:48 PM,,1.59,,,,
473,11/16/17 01:09:34 PM,,1.60,,,,
474,11/16/17 01:11:32 PM,,1.61,,,,
475,11/16/17 01:12:55 PM,,1.62,,,,
476,11/16/17 01:15:19 PM,,1.63,,,,
477,11/16/17 01:16:25 PM,,1.64,,,,
478,11/16/17 01:17:27 PM,,1.65,,,,
479,11/16/17 01:18:01 PM,,1.66,,,,
480,11/16/17 01:18:02 PM,,1.67,,,,
481,11/16/17 01:18:39 PM,,1.68,,,,
482,11/16/17 01:19:13 PM,,1.69,,,,
483,11/16/17 01:19:14 PM,,1.70,,,,
484,11/16/17 01:19:38 PM,,1.71,,,,
485,11/16/17 01:19:39 PM,,1.72,,,,
486,11/16/17 01:20:34 PM,,1.73,,,,
487,11/16/17 01:20:35 PM,,1.74,,,,
488,11/16/17 01:22:21 PM,,1.75,,,,
489,11/16/17 01:23:06 PM,,1.76,,,,
490,11/16/17 01:23:07 PM,,1.77,,,,
491,11/16/17 01:23:47 PM,,1.78,,,,
492,11/16/17 01:23:48 PM,,1.79,,,,
493,11/16/17 01:24:18 PM,,1.80,,,,
494,11/16/17 01:25:02 PM,,1.81,,,,
495,11/16/17 01:26:51 PM,,1.82,,,,
496,11/16/17 01:28:59 PM,,1.83,,,,
497,11/16/17 01:29:36 PM,59.851,,,,,
498,11/16/17 01:31:52 PM,,1.84,,,,
499,11/16/17 01:34:52 PM,,1.85,,,,
500,11/16/17 01:36:41 PM,,1.86,,,,
501,11/16/17 01:38:47 PM,,1.87,,,,
502,11/16/17 01:41:09 PM,,1.88,,,,
503,11/16/17 01:43:18 PM,,1.89,,,,
504,11/16/17 01:43:19 PM,,1.90,,,,
505,11/16/17 01:45:20 PM,,1.91,,,,
506,11/16/17 01:48:38 PM,,1.92,,,,
507,11/16/17 01:51:36 PM,,1.93,,,,
508,11/16/17 01:55:31 PM,,1.94,,,,
509,11/16/17 01:58:22 PM,,1.95,,,,
510,11/16/17 02:01:30 PM,,1.96,,,,
511,11/16/17 02:05:12 PM,,1.97,,,,
512,11/16/17 02:08:22 PM,,1.98,,,,
513,11/16/17 02:11:32 PM,,1.99,,,,
514,11/16/17 02:11:33 PM,,2.00,,,,
515,11/16/17 02:15:30 PM,,2.01,,,,
516,11/16/17 02:19:42 PM,,2.02,,,,
517,11/16/17 02:19:43 PM,,2.03,,,,
518,11/16/17 02:26:14 PM,,2.04,,,,
519,11/16/17 02:26:15 PM,,2.05,,,,
520,11/16/17 02:29:36 PM,60.539,,,,,
521,11/16/17 02:32:22 PM,,2.06,,,,
