"Plot Title: HS"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592074, SEN S/N: 10592074)","Event, units (LGR S/N: 10592074, SEN S/N: 10592074)","Coupler Detached (LGR S/N: 10592074, SEN S/N: 10592074)","Bad Battery (LGR S/N: 10592074, SEN S/N: 10592074)","Coupler Attached (LGR S/N: 10592074, SEN S/N: 10592074)","End Of File (LGR S/N: 10592074, SEN S/N: 10592074)"
53,01/19/18 04:51:08 PM,46.188,,,,,
54,01/19/18 05:51:08 PM,43.466,,,,,
55,01/19/18 06:51:08 PM,42.732,,,,,
56,01/19/18 07:51:08 PM,42.548,,,,,
57,01/19/18 08:51:08 PM,42.179,,,,,
58,01/19/18 09:51:08 PM,42.548,,,,,
59,01/19/18 10:51:08 PM,42.179,,,,,
60,01/19/18 11:51:08 PM,42.363,,,,,
61,01/20/18 12:25:17 AM,,0.02,,,,
62,01/20/18 12:25:28 AM,,0.03,,,,
63,01/20/18 12:25:31 AM,,0.04,,,,
64,01/20/18 12:31:38 AM,,0.05,,,,
65,01/20/18 12:31:39 AM,,0.06,,,,
66,01/20/18 12:31:40 AM,,0.07,,,,
67,01/20/18 12:31:47 AM,,0.08,,,,
68,01/20/18 12:31:48 AM,,0.09,,,,
69,01/20/18 12:31:49 AM,,0.10,,,,
70,01/20/18 12:31:57 AM,,0.11,,,,
71,01/20/18 12:31:58 AM,,0.12,,,,
72,01/20/18 12:32:00 AM,,0.13,,,,
73,01/20/18 12:32:01 AM,,0.14,,,,
74,01/20/18 12:32:02 AM,,0.15,,,,
75,01/20/18 12:32:03 AM,,0.16,,,,
76,01/20/18 12:32:04 AM,,0.17,,,,
77,01/20/18 12:51:08 AM,41.439,,,,,
78,01/20/18 01:51:08 AM,41.254,,,,,
79,01/20/18 02:51:08 AM,41.067,,,,,
80,01/20/18 03:51:08 AM,41.439,,,,,
81,01/20/18 04:51:08 AM,41.254,,,,,
82,01/20/18 05:51:08 AM,41.439,,,,,
83,01/20/18 06:51:08 AM,41.810,,,,,
84,01/20/18 07:51:08 AM,42.363,,,,,
85,01/20/18 08:51:08 AM,42.732,,,,,
86,01/20/18 09:51:08 AM,51.172,,,,,
87,01/20/18 10:51:08 AM,61.741,,,,,
88,01/20/18 11:51:08 AM,59.680,,,,,
89,01/20/18 12:51:08 PM,55.711,,,,,
90,01/20/18 01:51:08 PM,53.623,,,,,
91,01/20/18 02:51:08 PM,50.643,,,,,
92,01/20/18 03:51:08 PM,48.695,,,,,
93,01/20/18 04:51:08 PM,46.548,,,,,
94,01/20/18 05:51:08 PM,43.831,,,,,
95,01/20/18 06:51:08 PM,42.915,,,,,
96,01/20/18 07:51:08 PM,43.282,,,,,
97,01/20/18 08:51:08 PM,43.099,,,,,
98,01/20/18 09:51:08 PM,42.548,,,,,
99,01/20/18 10:51:08 PM,42.363,,,,,
100,01/20/18 11:51:08 PM,42.179,,,,,
101,01/21/18 12:51:08 AM,39.573,,,,,
102,01/21/18 01:51:08 AM,40.134,,,,,
103,01/21/18 02:51:08 AM,39.760,,,,,
104,01/21/18 03:51:08 AM,39.196,,,,,
105,01/21/18 04:51:08 AM,39.760,,,,,
106,01/21/18 05:51:08 AM,40.509,,,,,
107,01/21/18 06:51:08 AM,40.134,,,,,
108,01/21/18 07:51:08 AM,39.196,,,,,
109,01/21/18 08:51:08 AM,40.696,,,,,
110,01/21/18 09:51:08 AM,52.401,,,,,
111,01/21/18 10:51:08 AM,66.022,,,,,
112,01/21/18 11:51:08 AM,63.968,,,,,
113,01/21/18 12:51:08 PM,59.680,,,,,
114,01/21/18 01:51:08 PM,58.993,,,,,
115,01/21/18 02:51:08 PM,56.230,,,,,
116,01/21/18 03:51:08 PM,54.322,,,,,
117,01/21/18 04:51:08 PM,51.523,,,,,
118,01/21/18 05:51:08 PM,47.446,,,,,
119,01/21/18 06:51:08 PM,46.008,,,,,
120,01/21/18 07:51:08 PM,45.648,,,,,
121,01/21/18 08:51:08 PM,47.624,,,,,
122,01/21/18 09:51:08 PM,47.982,,,,,
123,01/21/18 10:51:08 PM,48.871,,,,,
124,01/21/18 11:51:08 PM,49.582,,,,,
125,01/22/18 12:51:08 AM,49.228,,,,,
126,01/22/18 01:51:08 AM,48.160,,,,,
127,01/22/18 02:51:08 AM,48.695,,,,,
128,01/22/18 03:51:08 AM,48.695,,,,,
129,01/22/18 04:19:46 AM,,0.18,,,,
130,01/22/18 04:51:08 AM,48.695,,,,,
131,01/22/18 05:51:08 AM,49.582,,,,,
132,01/22/18 06:51:08 AM,50.290,,,,,
133,01/22/18 07:51:08 AM,50.643,,,,,
134,01/22/18 08:27:42 AM,,0.19,,,,
135,01/22/18 08:51:08 AM,51.523,,,,,
136,01/22/18 09:51:08 AM,52.401,,,,,
137,01/22/18 10:51:08 AM,53.449,,,,,
138,01/22/18 11:51:08 AM,53.623,,,,,
139,01/22/18 12:51:08 PM,58.303,,,,,
140,01/22/18 01:51:08 PM,57.785,,,,,
141,01/22/18 02:51:08 PM,54.147,,,,,
142,01/22/18 03:51:08 PM,52.050,,,,,
143,01/22/18 04:51:08 PM,47.624,,,,,
144,01/22/18 05:51:08 PM,44.560,,,,,
145,01/22/18 06:51:08 PM,43.282,,,,,
146,01/22/18 07:51:08 PM,42.915,,,,,
147,01/22/18 08:51:08 PM,43.099,,,,,
148,01/22/18 09:51:08 PM,44.013,,,,,
149,01/22/18 10:51:08 PM,42.915,,,,,
150,01/22/18 11:51:08 PM,42.548,,,,,
151,01/23/18 12:51:08 AM,43.099,,,,,
152,01/23/18 01:51:08 AM,42.548,,,,,
153,01/23/18 02:51:08 AM,43.099,,,,,
154,01/23/18 03:51:08 AM,44.195,,,,,
155,01/23/18 04:51:08 AM,44.013,,,,,
156,01/23/18 05:51:08 AM,42.548,,,,,
157,01/23/18 06:51:08 AM,42.732,,,,,
158,01/23/18 07:51:08 AM,42.915,,,,,
159,01/23/18 08:51:08 AM,45.466,,,,,
160,01/23/18 09:51:08 AM,54.842,,,,,
161,01/23/18 10:51:08 AM,66.537,,,,,
162,01/23/18 11:51:08 AM,67.221,,,,,
163,01/23/18 12:51:08 PM,61.569,,,,,
164,01/23/18 01:51:08 PM,60.024,,,,,
165,01/23/18 02:51:08 PM,55.884,,,,,
166,01/23/18 03:51:08 PM,53.274,,,,,
167,01/23/18 04:51:08 PM,50.643,,,,,
168,01/23/18 05:51:08 PM,46.908,,,,,
169,01/23/18 06:51:08 PM,46.008,,,,,
170,01/23/18 07:51:08 PM,46.188,,,,,
171,01/23/18 08:51:08 PM,46.369,,,,,
172,01/23/18 09:51:08 PM,47.802,,,,,
173,01/23/18 10:51:08 PM,45.648,,,,,
174,01/23/18 11:51:08 PM,44.560,,,,,
175,01/24/18 12:51:08 AM,44.379,,,,,
176,01/24/18 01:51:08 AM,44.922,,,,,
177,01/24/18 02:51:08 AM,44.195,,,,,
178,01/24/18 03:51:08 AM,43.648,,,,,
179,01/24/18 04:51:08 AM,43.831,,,,,
180,01/24/18 05:51:08 AM,44.195,,,,,
181,01/24/18 06:51:08 AM,44.742,,,,,
182,01/24/18 07:51:08 AM,45.648,,,,,
183,01/24/18 08:51:08 AM,48.871,,,,,
184,01/24/18 09:51:08 AM,52.576,,,,,
185,01/24/18 10:51:08 AM,59.164,,,,,
186,01/24/18 11:51:08 AM,61.054,,,,,
187,01/24/18 12:51:08 PM,61.227,,,,,
188,01/24/18 01:51:08 PM,56.750,,,,,
189,01/24/18 02:51:08 PM,53.274,,,,,
190,01/24/18 03:51:08 PM,49.937,,,,,
191,01/24/18 04:51:08 PM,47.624,,,,,
192,01/24/18 05:51:08 PM,46.369,,,,,
193,01/24/18 06:51:08 PM,46.369,,,,,
194,01/24/18 07:51:08 PM,46.369,,,,,
195,01/24/18 08:51:08 PM,46.728,,,,,
196,01/24/18 09:51:08 PM,47.088,,,,,
197,01/24/18 10:51:08 PM,48.160,,,,,
198,01/24/18 11:51:08 PM,46.008,,,,,
199,01/25/18 12:51:08 AM,43.282,,,,,
200,01/25/18 01:51:08 AM,42.915,,,,,
201,01/25/18 02:51:08 AM,42.915,,,,,
202,01/25/18 03:51:08 AM,41.067,,,,,
203,01/25/18 04:51:08 AM,40.696,,,,,
204,01/25/18 05:51:08 AM,42.363,,,,,
205,01/25/18 06:51:08 AM,42.548,,,,,
206,01/25/18 07:51:08 AM,41.810,,,,,
207,01/25/18 08:51:08 AM,43.099,,,,,
208,01/25/18 09:51:08 AM,47.446,,,,,
209,01/25/18 10:51:08 AM,60.368,,,,,
210,01/25/18 11:51:08 AM,62.254,,,,,
211,01/25/18 12:51:08 PM,56.577,,,,,
212,01/25/18 01:51:08 PM,59.508,,,,,
213,01/25/18 02:51:08 PM,52.225,,,,,
214,01/25/18 03:51:08 PM,48.695,,,,,
215,01/25/18 04:51:08 PM,46.908,,,,,
216,01/25/18 05:51:08 PM,44.742,,,,,
217,01/25/18 06:51:08 PM,44.379,,,,,
218,01/25/18 07:51:08 PM,42.732,,,,,
219,01/25/18 08:51:08 PM,43.466,,,,,
220,01/25/18 09:51:08 PM,41.810,,,,,
221,01/25/18 10:51:08 PM,42.732,,,,,
222,01/25/18 11:51:08 PM,42.915,,,,,
223,01/26/18 12:51:08 AM,43.466,,,,,
224,01/26/18 01:51:08 AM,42.363,,,,,
225,01/26/18 02:51:08 AM,41.254,,,,,
226,01/26/18 03:51:08 AM,41.439,,,,,
227,01/26/18 04:51:08 AM,40.321,,,,,
228,01/26/18 05:51:08 AM,39.760,,,,,
229,01/26/18 06:51:08 AM,39.760,,,,,
230,01/26/18 07:51:08 AM,40.134,,,,,
231,01/26/18 08:51:08 AM,40.134,,,,,
232,01/26/18 09:51:08 AM,51.346,,,,,
233,01/26/18 10:51:08 AM,62.425,,,,,
234,01/26/18 11:51:08 AM,63.797,,,,,
235,01/26/18 12:51:08 PM,59.337,,,,,
236,01/26/18 01:51:08 PM,56.057,,,,,
237,01/26/18 02:51:08 PM,52.050,,,,,
238,01/26/18 03:51:08 PM,51.172,,,,,
239,01/26/18 04:51:08 PM,48.871,,,,,
240,01/26/18 05:51:08 PM,44.742,,,,,
241,01/26/18 06:51:08 PM,41.994,,,,,
242,01/26/18 07:51:08 PM,40.881,,,,,
243,01/26/18 08:51:08 PM,41.439,,,,,
244,01/26/18 09:51:08 PM,41.067,,,,,
245,01/26/18 10:51:08 PM,42.179,,,,,
246,01/26/18 11:51:08 PM,41.625,,,,,
247,01/27/18 12:51:08 AM,41.254,,,,,
248,01/27/18 01:51:08 AM,40.881,,,,,
249,01/27/18 02:51:08 AM,41.439,,,,,
250,01/27/18 03:51:08 AM,40.881,,,,,
251,01/27/18 04:51:08 AM,41.625,,,,,
252,01/27/18 05:51:08 AM,41.254,,,,,
253,01/27/18 06:51:08 AM,40.509,,,,,
254,01/27/18 07:51:08 AM,41.625,,,,,
255,01/27/18 08:51:08 AM,44.195,,,,,
256,01/27/18 09:51:08 AM,52.050,,,,,
257,01/27/18 10:51:08 AM,68.592,,,,,
258,01/27/18 11:51:08 AM,69.793,,,,,
259,01/27/18 12:51:08 PM,65.338,,,,,
260,01/27/18 01:51:08 PM,62.940,,,,,
261,01/27/18 02:51:08 PM,59.851,,,,,
262,01/27/18 03:51:08 PM,57.785,,,,,
263,01/27/18 04:51:08 PM,55.364,,,,,
264,01/27/18 05:51:08 PM,52.050,,,,,
265,01/27/18 06:51:08 PM,49.404,,,,,
266,01/27/18 07:51:08 PM,49.404,,,,,
267,01/27/18 08:51:08 PM,49.759,,,,,
268,01/27/18 09:51:08 PM,50.643,,,,,
269,01/27/18 10:51:08 PM,50.290,,,,,
270,01/27/18 11:51:08 PM,48.695,,,,,
271,01/28/18 12:51:08 AM,47.802,,,,,
272,01/28/18 01:51:08 AM,46.188,,,,,
273,01/28/18 02:51:08 AM,45.104,,,,,
274,01/28/18 03:51:08 AM,45.286,,,,,
275,01/28/18 04:51:08 AM,45.466,,,,,
276,01/28/18 05:51:08 AM,44.379,,,,,
277,01/28/18 06:51:08 AM,44.560,,,,,
278,01/28/18 07:51:08 AM,44.922,,,,,
279,01/28/18 08:51:08 AM,45.466,,,,,
280,01/28/18 09:51:08 AM,56.923,,,,,
281,01/28/18 10:51:08 AM,70.824,,,,,
282,01/28/18 11:51:08 AM,73.407,,,,,
283,01/28/18 12:51:08 PM,69.964,,,,,
284,01/28/18 01:51:08 PM,67.906,,,,,
285,01/28/18 02:51:08 PM,64.652,,,,,
286,01/28/18 03:51:08 PM,61.569,,,,,
287,01/28/18 04:51:08 PM,59.508,,,,,
288,01/28/18 05:51:08 PM,57.785,,,,,
289,01/28/18 06:51:08 PM,57.958,,,,,
290,01/28/18 07:51:08 PM,59.508,,,,,
291,01/28/18 08:51:08 PM,60.024,,,,,
292,01/28/18 09:51:08 PM,58.993,,,,,
293,01/28/18 10:51:08 PM,62.083,,,,,
294,01/28/18 11:51:08 PM,65.851,,,,,
295,01/29/18 12:51:08 AM,61.569,,,,,
296,01/29/18 01:51:08 AM,60.024,,,,,
297,01/29/18 02:51:08 AM,61.054,,,,,
298,01/29/18 03:51:08 AM,60.712,,,,,
299,01/29/18 04:51:08 AM,61.227,,,,,
300,01/29/18 05:51:08 AM,64.481,,,,,
301,01/29/18 06:51:08 AM,60.712,,,,,
302,01/29/18 07:51:08 AM,61.054,,,,,
303,01/29/18 08:51:08 AM,65.509,,,,,
304,01/29/18 09:51:08 AM,70.651,,,,,
305,01/29/18 10:51:08 AM,71.683,,,,,
306,01/29/18 11:51:08 AM,74.271,,,,,
307,01/29/18 12:51:08 PM,72.199,,,,,
308,01/29/18 01:51:08 PM,72.028,,,,,
309,01/29/18 02:51:08 PM,73.062,,,,,
310,01/29/18 03:51:08 PM,72.545,,,,,
311,01/29/18 04:51:08 PM,67.221,,,,,
312,01/29/18 05:51:08 PM,64.825,,,,,
313,01/29/18 06:51:08 PM,63.111,,,,,
314,01/29/18 07:51:08 PM,61.741,,,,,
315,01/29/18 08:51:08 PM,59.164,,,,,
316,01/29/18 09:51:08 PM,61.569,,,,,
317,01/29/18 10:51:08 PM,60.368,,,,,
318,01/29/18 11:51:08 PM,59.508,,,,,
319,01/30/18 12:51:08 AM,57.958,,,,,
320,01/30/18 01:51:08 AM,57.096,,,,,
321,01/30/18 02:51:08 AM,58.993,,,,,
322,01/30/18 03:51:08 AM,58.993,,,,,
323,01/30/18 04:51:08 AM,58.993,,,,,
324,01/30/18 05:51:08 AM,58.131,,,,,
325,01/30/18 06:51:08 AM,57.441,,,,,
326,01/30/18 07:51:08 AM,56.577,,,,,
327,01/30/18 08:51:08 AM,58.131,,,,,
328,01/30/18 09:51:08 AM,69.964,,,,,
329,01/30/18 10:51:08 AM,81.266,,,,,
330,01/30/18 11:29:12 AM,,0.20,,,,
331,01/30/18 11:51:08 AM,82.152,,,,,
332,01/30/18 12:51:08 PM,74.964,,,,,
333,01/30/18 01:51:08 PM,73.753,,,,,
334,01/30/18 02:51:08 PM,71.168,,,,,
335,01/30/18 03:51:08 PM,69.107,,,,,
336,01/30/18 04:51:08 PM,66.537,,,,,
337,01/30/18 05:51:08 PM,62.425,,,,,
338,01/30/18 06:51:08 PM,59.680,,,,,
339,01/30/18 07:51:08 PM,58.820,,,,,
340,01/30/18 08:51:08 PM,58.476,,,,,
341,01/30/18 09:51:08 PM,58.131,,,,,
342,01/30/18 10:51:08 PM,58.647,,,,,
343,01/30/18 11:51:08 PM,55.189,,,,,
344,01/31/18 12:51:08 AM,56.230,,,,,
345,01/31/18 01:51:08 AM,52.401,,,,,
346,01/31/18 02:51:08 AM,51.346,,,,,
347,01/31/18 03:51:08 AM,50.290,,,,,
348,01/31/18 04:51:08 AM,48.695,,,,,
349,01/31/18 05:51:08 AM,49.759,,,,,
350,01/31/18 06:51:08 AM,49.050,,,,,
351,01/31/18 07:51:08 AM,50.466,,,,,
352,01/31/18 08:51:08 AM,51.699,,,,,
353,01/31/18 09:51:08 AM,64.652,,,,,
354,01/31/18 10:51:08 AM,80.206,,,,,
355,01/31/18 11:51:08 AM,80.206,,,,,
356,01/31/18 12:51:08 PM,74.964,,,,,
357,01/31/18 01:51:08 PM,72.372,,,,,
358,01/31/18 02:51:08 PM,68.763,,,,,
359,01/31/18 03:51:08 PM,66.366,,,,,
360,01/31/18 04:51:08 PM,63.797,,,,,
361,01/31/18 05:51:08 PM,60.539,,,,,
362,01/31/18 06:51:08 PM,59.851,,,,,
363,01/31/18 07:51:08 PM,58.303,,,,,
364,01/31/18 08:51:08 PM,56.577,,,,,
365,01/31/18 09:51:08 PM,55.884,,,,,
366,01/31/18 10:51:08 PM,56.923,,,,,
367,01/31/18 11:51:08 PM,55.884,,,,,
368,02/01/18 12:51:08 AM,55.711,,,,,
369,02/01/18 01:51:08 AM,55.189,,,,,
370,02/01/18 02:51:08 AM,56.404,,,,,
371,02/01/18 03:51:08 AM,54.842,,,,,
372,02/01/18 04:51:08 AM,55.017,,,,,
373,02/01/18 05:51:08 AM,55.884,,,,,
374,02/01/18 06:51:08 AM,56.057,,,,,
375,02/01/18 07:51:08 AM,55.884,,,,,
376,02/01/18 08:51:08 AM,56.750,,,,,
377,02/01/18 09:51:08 AM,70.480,,,,,
378,02/01/18 10:51:08 AM,80.735,,,,,
379,02/01/18 11:51:08 AM,81.442,,,,,
380,02/01/18 12:51:08 PM,76.528,,,,,
381,02/01/18 01:51:08 PM,78.624,,,,,
382,02/01/18 02:51:08 PM,75.484,,,,,
383,02/01/18 03:51:08 PM,72.718,,,,,
384,02/01/18 04:51:08 PM,68.077,,,,,
385,02/01/18 05:51:08 PM,63.968,,,,,
386,02/01/18 06:51:08 PM,62.940,,,,,
387,02/01/18 07:51:08 PM,64.310,,,,,
388,02/01/18 08:51:08 PM,63.626,,,,,
389,02/01/18 09:51:08 PM,64.310,,,,,
390,02/01/18 10:51:08 PM,62.425,,,,,
391,02/01/18 11:51:08 PM,60.195,,,,,
392,02/02/18 12:51:08 AM,56.923,,,,,
393,02/02/18 01:51:08 AM,57.614,,,,,
394,02/02/18 02:51:08 AM,56.923,,,,,
395,02/02/18 03:51:08 AM,58.476,,,,,
396,02/02/18 04:51:08 AM,57.958,,,,,
397,02/02/18 05:51:08 AM,57.441,,,,,
398,02/02/18 06:51:08 AM,56.057,,,,,
399,02/02/18 07:51:08 AM,56.230,,,,,
400,02/02/18 08:51:08 AM,58.993,,,,,
401,02/02/18 09:51:08 AM,70.651,,,,,
402,02/02/18 10:51:08 AM,72.718,,,,,
403,02/02/18 11:51:08 AM,77.225,,,,,
404,02/02/18 12:51:08 PM,75.139,,,,,
405,02/02/18 01:51:08 PM,75.312,,,,,
406,02/02/18 02:51:08 PM,69.964,,,,,
407,02/02/18 03:51:08 PM,66.708,,,,,
408,02/02/18 04:51:08 PM,63.968,,,,,
409,02/02/18 05:51:08 PM,60.539,,,,,
410,02/02/18 06:51:08 PM,61.054,,,,,
411,02/02/18 07:51:08 PM,62.083,,,,,
412,02/02/18 08:51:08 PM,63.797,,,,,
413,02/02/18 09:51:08 PM,63.282,,,,,
414,02/02/18 10:51:08 PM,59.680,,,,,
415,02/02/18 11:51:08 PM,59.851,,,,,
416,02/03/18 12:51:08 AM,59.508,,,,,
417,02/03/18 01:51:08 AM,60.712,,,,,
418,02/03/18 02:51:08 AM,60.024,,,,,
419,02/03/18 03:51:08 AM,60.368,,,,,
420,02/03/18 04:51:08 AM,61.912,,,,,
421,02/03/18 05:51:08 AM,58.647,,,,,
422,02/03/18 06:51:08 AM,56.577,,,,,
423,02/03/18 07:51:08 AM,55.364,,,,,
424,02/03/18 08:51:08 AM,55.884,,,,,
425,02/03/18 09:51:08 AM,71.512,,,,,
426,02/03/18 10:51:08 AM,83.221,,,,,
427,02/03/18 11:51:08 AM,86.459,,,,,
428,02/03/18 12:51:08 PM,82.330,,,,,
429,02/03/18 01:51:08 PM,78.449,,,,,
430,02/03/18 02:51:08 PM,73.407,,,,,
431,02/03/18 03:51:08 PM,70.995,,,,,
432,02/03/18 04:51:08 PM,68.763,,,,,
433,02/03/18 05:51:08 PM,66.022,,,,,
434,02/03/18 06:51:08 PM,62.940,,,,,
435,02/03/18 07:51:08 PM,63.968,,,,,
436,02/03/18 08:51:08 PM,65.680,,,,,
437,02/03/18 09:51:08 PM,63.111,,,,,
438,02/03/18 10:51:08 PM,61.741,,,,,
439,02/03/18 11:51:08 PM,61.227,,,,,
440,02/04/18 12:51:08 AM,61.054,,,,,
441,02/04/18 01:51:08 AM,60.883,,,,,
442,02/04/18 02:51:08 AM,61.398,,,,,
443,02/04/18 03:51:08 AM,59.851,,,,,
444,02/04/18 04:51:08 AM,57.785,,,,,
445,02/04/18 05:51:08 AM,56.230,,,,,
446,02/04/18 06:51:08 AM,57.785,,,,,
447,02/04/18 07:51:08 AM,57.441,,,,,
448,02/04/18 08:51:08 AM,60.195,,,,,
449,02/04/18 09:51:08 AM,68.592,,,,,
450,02/04/18 10:51:08 AM,79.502,,,,,
451,02/04/18 11:51:08 AM,81.797,,,,,
452,02/04/18 12:51:08 PM,83.757,,,,,
453,02/04/18 01:51:08 PM,78.449,,,,,
454,02/04/18 02:51:08 PM,74.791,,,,,
455,02/04/18 03:51:08 PM,72.372,,,,,
456,02/04/18 04:51:08 PM,69.107,,,,,
457,02/04/18 05:51:08 PM,65.680,,,,,
458,02/04/18 06:51:08 PM,62.254,,,,,
459,02/04/18 07:51:08 PM,63.455,,,,,
460,02/04/18 08:51:08 PM,64.652,,,,,
461,02/04/18 09:51:08 PM,64.652,,,,,
462,02/04/18 10:51:08 PM,61.912,,,,,
463,02/04/18 11:51:08 PM,60.195,,,,,
464,02/05/18 12:51:08 AM,60.883,,,,,
465,02/05/18 01:51:08 AM,58.993,,,,,
466,02/05/18 02:51:08 AM,60.195,,,,,
467,02/05/18 03:51:08 AM,59.337,,,,,
468,02/05/18 04:51:08 AM,57.614,,,,,
469,02/05/18 05:51:08 AM,59.508,,,,,
470,02/05/18 06:51:08 AM,58.303,,,,,
471,02/05/18 07:51:08 AM,56.923,,,,,
472,02/05/18 08:51:08 AM,56.057,,,,,
473,02/05/18 09:51:08 AM,72.545,,,,,
474,02/05/18 10:51:08 AM,86.097,,,,,
475,02/05/18 11:51:08 AM,85.915,,,,,
476,02/05/18 12:51:08 PM,80.382,,,,,
477,02/05/18 01:51:08 PM,76.181,,,,,
478,02/05/18 02:51:08 PM,77.400,,,,,
479,02/05/18 03:51:08 PM,74.964,,,,,
480,02/05/18 04:51:08 PM,71.168,,,,,
481,02/05/18 05:51:08 PM,67.050,,,,,
482,02/05/18 06:51:08 PM,63.282,,,,,
483,02/05/18 07:51:08 PM,60.195,,,,,
484,02/05/18 08:51:08 PM,59.851,,,,,
485,02/05/18 09:51:08 PM,57.958,,,,,
486,02/05/18 10:51:08 PM,61.912,,,,,
487,02/05/18 11:51:08 PM,60.712,,,,,
488,02/06/18 12:51:08 AM,61.227,,,,,
489,02/06/18 01:51:08 AM,61.741,,,,,
490,02/06/18 02:51:08 AM,60.368,,,,,
491,02/06/18 03:51:08 AM,59.680,,,,,
492,02/06/18 04:51:08 AM,57.958,,,,,
493,02/06/18 05:51:08 AM,60.024,,,,,
494,02/06/18 06:51:08 AM,59.851,,,,,
495,02/06/18 07:51:08 AM,59.680,,,,,
496,02/06/18 08:51:08 AM,58.131,,,,,
497,02/06/18 09:51:08 AM,75.312,,,,,
498,02/06/18 10:51:08 AM,82.686,,,,,
499,02/06/18 11:51:08 AM,86.277,,,,,
500,02/06/18 12:51:08 PM,82.508,,,,,
501,02/06/18 01:51:08 PM,77.749,,,,,
502,02/06/18 02:51:08 PM,72.545,,,,,
503,02/06/18 03:51:08 PM,69.107,,,,,
504,02/06/18 04:51:08 PM,65.851,,,,,
505,02/06/18 05:51:08 PM,62.598,,,,,
506,02/06/18 06:51:08 PM,60.024,,,,,
507,02/06/18 07:51:08 PM,61.398,,,,,
508,02/06/18 08:51:08 PM,61.741,,,,,
509,02/06/18 09:51:08 PM,58.303,,,,,
510,02/06/18 10:51:08 PM,57.268,,,,,
511,02/06/18 11:51:08 PM,57.441,,,,,
512,02/07/18 12:51:08 AM,58.647,,,,,
513,02/07/18 01:51:08 AM,59.337,,,,,
514,02/07/18 02:51:08 AM,57.441,,,,,
515,02/07/18 03:51:08 AM,56.923,,,,,
516,02/07/18 04:51:08 AM,56.577,,,,,
517,02/07/18 05:51:08 AM,55.364,,,,,
518,02/07/18 06:51:08 AM,55.017,,,,,
519,02/07/18 07:51:08 AM,56.404,,,,,
520,02/07/18 08:51:08 AM,58.993,,,,,
521,02/07/18 09:51:08 AM,75.659,,,,,
