"Plot Title: UNF"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 10592083, SEN S/N: 10592083, LBL: UNF)","Coupler Attached (LGR S/N: 10592083, SEN S/N: 10592083)","Stopped (LGR S/N: 10592083, SEN S/N: 10592083)","End Of File (LGR S/N: 10592083, SEN S/N: 10592083)"
49,02/06/15 05:15:35 PM,48.00,,,
50,02/06/15 05:16:26 PM,49.00,,,
51,02/06/15 05:17:24 PM,50.00,,,
52,02/06/15 05:19:41 PM,51.00,,,
53,02/06/15 05:20:48 PM,52.00,,,
54,02/06/15 05:22:22 PM,53.00,,,
55,02/06/15 05:23:47 PM,54.00,,,
56,02/06/15 05:25:03 PM,55.00,,,
57,02/06/15 05:26:26 PM,56.00,,,
58,02/06/15 05:28:53 PM,57.00,,,
59,02/06/15 05:31:32 PM,58.00,,,
60,02/06/15 05:34:06 PM,59.00,,,
61,02/06/15 05:38:13 PM,60.00,,,
62,02/06/15 05:43:07 PM,61.00,,,
63,02/06/15 05:48:09 PM,62.00,,,
64,02/06/15 05:50:48 PM,63.00,,,
65,02/06/15 05:51:55 PM,64.00,,,
66,02/06/15 05:54:18 PM,65.00,,,
67,02/06/15 05:57:21 PM,66.00,,,
68,02/06/15 05:59:14 PM,67.00,,,
69,02/06/15 06:01:26 PM,68.00,,,
70,02/06/15 06:03:26 PM,69.00,,,
71,02/06/15 06:05:44 PM,70.00,,,
72,02/06/15 06:08:02 PM,71.00,,,
73,02/06/15 06:09:39 PM,72.00,,,
74,02/06/15 06:12:57 PM,73.00,,,
75,02/06/15 06:18:29 PM,74.00,,,
76,02/06/15 06:23:42 PM,75.00,,,
77,02/06/15 06:50:18 PM,76.00,,,
78,02/06/15 06:56:37 PM,77.00,,,
79,02/06/15 06:58:53 PM,78.00,,,
80,02/06/15 07:07:21 PM,79.00,,,
81,02/06/15 07:20:42 PM,80.00,,,
82,02/06/15 07:35:22 PM,81.00,,,
83,02/06/15 07:44:56 PM,82.00,,,
84,02/06/15 07:51:20 PM,83.00,,,
85,02/06/15 08:01:06 PM,84.00,,,
86,02/06/15 08:05:40 PM,85.00,,,
87,02/06/15 08:11:54 PM,86.00,,,
88,02/06/15 08:20:03 PM,87.00,,,
89,02/06/15 08:23:57 PM,88.00,,,
90,02/06/15 08:29:44 PM,89.00,,,
91,02/06/15 08:35:27 PM,90.00,,,
92,02/06/15 08:40:35 PM,91.00,,,
93,02/06/15 08:46:08 PM,92.00,,,
94,02/06/15 08:56:26 PM,93.00,,,
95,02/06/15 09:06:32 PM,94.00,,,
96,02/06/15 09:27:01 PM,95.00,,,
97,02/06/15 09:34:59 PM,96.00,,,
98,02/06/15 09:47:36 PM,97.00,,,
99,02/06/15 09:53:32 PM,98.00,,,
100,02/06/15 09:57:24 PM,99.00,,,
101,02/06/15 10:48:40 PM,100.00,,,
102,02/06/15 10:57:00 PM,101.00,,,
103,02/06/15 10:58:40 PM,102.00,,,
104,02/07/15 01:10:03 AM,103.00,,,
105,02/07/15 02:09:58 AM,104.00,,,
106,02/07/15 02:35:56 AM,105.00,,,
107,02/07/15 02:36:22 AM,106.00,,,
108,02/07/15 02:36:44 AM,107.00,,,
109,02/07/15 02:37:41 AM,108.00,,,
110,02/07/15 02:43:11 AM,109.00,,,
111,02/07/15 02:48:55 AM,110.00,,,
112,02/07/15 06:08:50 AM,111.00,,,
113,02/07/15 06:10:12 AM,112.00,,,
114,02/07/15 06:12:06 AM,113.00,,,
115,02/07/15 06:13:02 AM,114.00,,,
116,02/07/15 06:37:55 AM,115.00,,,
117,02/07/15 06:42:23 AM,116.00,,,
118,02/07/15 07:16:06 AM,117.00,,,
119,02/07/15 07:18:58 AM,118.00,,,
120,02/07/15 07:21:22 AM,119.00,,,
121,02/07/15 07:22:48 AM,120.00,,,
122,02/07/15 07:25:54 AM,121.00,,,
123,02/07/15 07:30:23 AM,122.00,,,
124,02/07/15 07:56:49 AM,123.00,,,
125,02/07/15 08:29:53 AM,124.00,,,
126,02/07/15 08:36:54 AM,125.00,,,
127,02/07/15 08:45:01 AM,126.00,,,
128,02/07/15 11:42:26 AM,127.00,,,
129,02/07/15 12:29:31 PM,128.00,,,
130,02/07/15 01:01:27 PM,129.00,,,
131,02/07/15 01:42:55 PM,130.00,,,
132,02/07/15 05:18:20 PM,131.00,,,
133,02/07/15 08:32:50 PM,132.00,,,
134,02/08/15 02:21:50 AM,133.00,,,
135,02/08/15 06:09:16 AM,134.00,,,
136,02/08/15 06:22:10 AM,135.00,,,
137,02/08/15 06:24:16 AM,136.00,,,
138,02/08/15 06:26:33 AM,137.00,,,
139,02/08/15 06:28:26 AM,138.00,,,
140,02/08/15 06:30:45 AM,139.00,,,
141,02/08/15 06:32:41 AM,140.00,,,
142,02/08/15 06:34:31 AM,141.00,,,
143,02/08/15 06:36:20 AM,142.00,,,
144,02/08/15 06:38:21 AM,143.00,,,
145,02/08/15 06:40:55 AM,144.00,,,
146,02/08/15 06:43:23 AM,145.00,,,
147,02/08/15 06:44:53 AM,146.00,,,
148,02/08/15 06:47:14 AM,147.00,,,
149,02/08/15 06:49:25 AM,148.00,,,
150,02/08/15 06:52:41 AM,149.00,,,
151,02/08/15 06:54:28 AM,150.00,,,
152,02/08/15 06:56:51 AM,151.00,,,
153,02/08/15 06:59:05 AM,152.00,,,
154,02/08/15 07:01:15 AM,153.00,,,
155,02/08/15 07:03:47 AM,154.00,,,
156,02/08/15 07:06:39 AM,155.00,,,
157,02/08/15 07:09:35 AM,156.00,,,
158,02/08/15 07:11:51 AM,157.00,,,
159,02/08/15 07:14:26 AM,158.00,,,
160,02/08/15 07:17:33 AM,159.00,,,
161,02/08/15 07:19:20 AM,160.00,,,
162,02/08/15 07:21:52 AM,161.00,,,
163,02/08/15 07:25:49 AM,162.00,,,
164,02/08/15 07:31:46 AM,163.00,,,
165,02/08/15 07:36:04 AM,164.00,,,
166,02/08/15 07:41:26 AM,165.00,,,
167,02/08/15 07:45:09 AM,166.00,,,
168,02/08/15 07:48:34 AM,167.00,,,
169,02/08/15 07:55:52 AM,168.00,,,
170,02/08/15 08:01:59 AM,169.00,,,
171,02/08/15 08:07:26 AM,170.00,,,
172,02/08/15 08:10:55 AM,171.00,,,
173,02/08/15 08:12:31 AM,172.00,,,
174,02/08/15 08:15:51 AM,173.00,,,
175,02/08/15 08:17:04 AM,174.00,,,
176,02/08/15 08:19:19 AM,175.00,,,
177,02/08/15 08:20:47 AM,176.00,,,
178,02/08/15 08:23:03 AM,177.00,,,
179,02/08/15 08:23:29 AM,178.00,,,
180,02/08/15 08:23:42 AM,179.00,,,
181,02/08/15 08:23:50 AM,180.00,,,
182,02/08/15 08:24:17 AM,181.00,,,
183,02/08/15 08:26:02 AM,182.00,,,
184,02/08/15 08:27:01 AM,183.00,,,
185,02/08/15 08:27:43 AM,184.00,,,
186,02/08/15 08:30:48 AM,185.00,,,
187,02/08/15 08:32:07 AM,186.00,,,
188,02/08/15 08:54:37 AM,187.00,,,
189,02/08/15 10:19:31 AM,188.00,,,
190,02/08/15 10:22:17 AM,189.00,,,
191,02/08/15 10:23:37 AM,190.00,,,
192,02/08/15 10:27:57 AM,191.00,,,
193,02/08/15 10:30:42 AM,192.00,,,
194,02/08/15 10:32:34 AM,193.00,,,
195,02/08/15 10:36:58 AM,194.00,,,
196,02/08/15 10:38:30 AM,195.00,,,
197,02/08/15 10:47:45 AM,196.00,,,
198,02/08/15 11:07:48 AM,197.00,,,
199,02/08/15 11:16:29 AM,198.00,,,
200,02/08/15 11:19:22 AM,199.00,,,
201,02/08/15 11:20:22 AM,200.00,,,
202,02/08/15 11:20:54 AM,201.00,,,
203,02/08/15 11:21:40 AM,202.00,,,
204,02/08/15 11:42:29 AM,203.00,,,
205,02/08/15 11:49:29 AM,204.00,,,
206,02/08/15 11:55:15 AM,205.00,,,
207,02/08/15 11:58:58 AM,206.00,,,
208,02/08/15 12:08:28 PM,207.00,,,
209,02/08/15 12:18:47 PM,208.00,,,
210,02/08/15 12:22:24 PM,209.00,,,
211,02/08/15 12:24:30 PM,210.00,,,
212,02/08/15 12:29:57 PM,211.00,,,
213,02/08/15 12:47:12 PM,212.00,,,
214,02/08/15 12:52:52 PM,213.00,,,
215,02/08/15 12:54:11 PM,214.00,,,
216,02/08/15 12:57:06 PM,215.00,,,
217,02/08/15 01:04:42 PM,216.00,,,
218,02/08/15 01:41:32 PM,217.00,,,
219,02/08/15 01:47:04 PM,218.00,,,
220,02/08/15 02:07:47 PM,219.00,,,
221,02/08/15 02:08:28 PM,220.00,,,
222,02/08/15 02:09:31 PM,221.00,,,
223,02/08/15 02:13:08 PM,222.00,,,
224,02/08/15 02:25:12 PM,223.00,,,
225,02/08/15 11:06:34 PM,224.00,,,
226,02/08/15 11:07:18 PM,225.00,,,
227,02/08/15 11:09:00 PM,226.00,,,
228,02/08/15 11:10:13 PM,227.00,,,
229,02/08/15 11:11:46 PM,228.00,,,
230,02/08/15 11:27:34 PM,229.00,,,
231,02/09/15 07:50:12 PM,230.00,,,
232,02/11/15 12:47:42 PM,,Logged,,
233,02/11/15 12:47:45 PM,230.00,,Logged,Logged
