"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
40,05/10/18 01:36:34 AM,50.466,,,
41,05/10/18 02:36:34 AM,50.113,,,
42,05/10/18 03:36:34 AM,50.819,,,
43,05/10/18 04:36:34 AM,48.871,,,
44,05/10/18 05:36:34 AM,47.802,,,
45,05/10/18 06:36:34 AM,48.871,,,
46,05/10/18 07:36:34 AM,49.228,,,
47,05/10/18 08:36:34 AM,52.576,,,
48,05/10/18 09:36:34 AM,57.785,,,
49,05/10/18 10:36:34 AM,63.111,,,
50,05/10/18 11:36:34 AM,95.016,,,
51,05/10/18 12:36:34 PM,88.282,,,
52,05/10/18 01:36:34 PM,87.004,,,
53,05/10/18 02:36:34 PM,78.975,,,
54,05/10/18 03:36:34 PM,84.654,,,
55,05/10/18 04:36:34 PM,82.152,,,
56,05/10/18 05:36:34 PM,67.392,,,
57,05/10/18 06:36:34 PM,61.398,,,
58,05/10/18 07:36:34 PM,57.785,,,
59,05/10/18 08:36:34 PM,54.669,,,
60,05/10/18 09:36:34 PM,51.699,,,
61,05/10/18 10:36:34 PM,49.937,,,
62,05/10/18 11:36:34 PM,48.517,,,
63,05/11/18 12:36:34 AM,47.446,,,
64,05/11/18 01:36:34 AM,46.548,,,
65,05/11/18 02:36:34 AM,46.008,,,
66,05/11/18 03:36:34 AM,45.466,,,
67,05/11/18 04:36:34 AM,46.369,,,
68,05/11/18 05:36:34 AM,45.286,,,
69,05/11/18 06:36:34 AM,44.379,,,
70,05/11/18 07:36:34 AM,47.446,,,
71,05/11/18 08:36:34 AM,51.523,,,
72,05/11/18 09:36:34 AM,55.537,,,
73,05/11/18 10:36:34 AM,61.054,,,
74,05/11/18 11:36:34 AM,96.748,,,
75,05/11/18 12:36:34 PM,93.115,,,
76,05/11/18 01:36:34 PM,91.240,,,
77,05/11/18 02:36:34 PM,84.474,,,
78,05/11/18 03:36:34 PM,89.569,,,
79,05/11/18 04:36:34 PM,89.938,,,
80,05/11/18 05:36:34 PM,74.271,,,
81,05/11/18 06:36:34 PM,66.708,,,
82,05/11/18 07:36:34 PM,62.254,,,
83,05/11/18 08:36:34 PM,58.820,,,
84,05/11/18 09:36:34 PM,57.268,,,
85,05/11/18 10:36:34 PM,56.750,,,
86,05/11/18 11:36:34 PM,56.577,,,
87,05/12/18 12:36:34 AM,56.750,,,
88,05/12/18 01:36:34 AM,55.537,,,
89,05/12/18 02:36:34 AM,52.050,,,
90,05/12/18 03:36:34 AM,49.937,,,
91,05/12/18 04:36:34 AM,48.339,,,
92,05/12/18 05:36:34 AM,47.802,,,
93,05/12/18 06:36:34 AM,49.759,,,
94,05/12/18 07:36:34 AM,52.050,,,
95,05/12/18 08:36:34 AM,53.449,,,
96,05/12/18 09:36:34 AM,53.100,,,
97,05/12/18 10:36:34 AM,54.322,,,
98,05/12/18 11:36:34 AM,55.189,,,
99,05/12/18 12:36:34 PM,59.164,,,
100,05/12/18 01:36:34 PM,70.824,,,
101,05/12/18 02:36:34 PM,69.278,,,
102,05/12/18 03:36:34 PM,77.574,,,
103,05/12/18 04:36:34 PM,76.876,,,
104,05/12/18 05:36:34 PM,62.940,,,
105,05/12/18 06:36:34 PM,56.923,,,
106,05/12/18 07:36:34 PM,54.147,,,
107,05/12/18 08:36:34 PM,52.050,,,
108,05/12/18 09:36:34 PM,51.523,,,
109,05/12/18 10:36:34 PM,52.750,,,
110,05/12/18 11:36:34 PM,52.750,,,
111,05/13/18 12:36:34 AM,52.750,,,
112,05/13/18 01:36:34 AM,52.401,,,
113,05/13/18 02:36:34 AM,52.050,,,
114,05/13/18 03:36:34 AM,51.523,,,
115,05/13/18 04:36:34 AM,51.346,,,
116,05/13/18 05:36:34 AM,51.346,,,
117,05/13/18 06:36:34 AM,51.699,,,
118,05/13/18 07:36:34 AM,52.576,,,
119,05/13/18 08:36:34 AM,54.147,,,
120,05/13/18 09:36:34 AM,56.404,,,
121,05/13/18 10:36:34 AM,57.441,,,
122,05/13/18 11:36:34 AM,59.680,,,
123,05/13/18 12:36:34 PM,60.539,,,
124,05/13/18 01:36:34 PM,61.227,,,
125,05/13/18 02:36:34 PM,61.227,,,
126,05/13/18 03:36:34 PM,61.227,,,
127,05/13/18 04:36:34 PM,61.741,,,
128,05/13/18 05:36:34 PM,59.851,,,
129,05/13/18 06:36:34 PM,56.750,,,
130,05/13/18 07:36:34 PM,54.842,,,
131,05/13/18 08:36:34 PM,53.449,,,
132,05/13/18 09:36:34 PM,50.819,,,
133,05/13/18 10:36:34 PM,49.228,,,
134,05/13/18 11:36:34 PM,47.624,,,
135,05/14/18 12:36:34 AM,46.908,,,
136,05/14/18 01:36:34 AM,46.188,,,
137,05/14/18 02:36:34 AM,45.828,,,
138,05/14/18 03:36:34 AM,46.008,,,
139,05/14/18 04:36:34 AM,47.266,,,
140,05/14/18 05:36:34 AM,48.695,,,
141,05/14/18 06:36:34 AM,49.404,,,
142,05/14/18 07:36:34 AM,50.819,,,
143,05/14/18 08:36:34 AM,52.225,,,
144,05/14/18 09:36:34 AM,54.495,,,
145,05/14/18 10:36:34 AM,56.750,,,
146,05/14/18 11:36:34 AM,60.883,,,
147,05/14/18 12:36:34 PM,83.579,,,
148,05/14/18 01:36:34 PM,74.791,,,
149,05/14/18 02:36:34 PM,72.028,,,
150,05/14/18 03:36:34 PM,77.225,,,
151,05/14/18 04:36:34 PM,70.995,,,
152,05/14/18 05:36:34 PM,59.851,,,
153,05/14/18 06:36:34 PM,55.189,,,
154,05/14/18 07:36:34 PM,54.147,,,
155,05/14/18 08:36:34 PM,52.401,,,
156,05/14/18 09:36:34 PM,50.819,,,
157,05/14/18 10:36:34 PM,51.346,,,
158,05/14/18 11:36:34 PM,51.523,,,
159,05/15/18 12:36:34 AM,51.346,,,
160,05/15/18 01:36:34 AM,51.172,,,
161,05/15/18 02:36:34 AM,50.819,,,
162,05/15/18 03:36:34 AM,50.643,,,
163,05/15/18 04:36:34 AM,50.290,,,
164,05/15/18 05:36:34 AM,50.113,,,
165,05/15/18 06:36:34 AM,50.290,,,
166,05/15/18 07:36:34 AM,51.523,,,
167,05/15/18 08:36:34 AM,53.973,,,
168,05/15/18 09:36:34 AM,56.404,,,
169,05/15/18 10:36:34 AM,59.337,,,
170,05/15/18 11:36:34 AM,64.652,,,
171,05/15/18 12:36:34 PM,86.097,,,
172,05/15/18 01:36:34 PM,82.152,,,
173,05/15/18 02:36:34 PM,75.832,,,
174,05/15/18 03:36:34 PM,78.975,,,
175,05/15/18 04:36:34 PM,76.181,,,
176,05/15/18 05:36:34 PM,61.741,,,
177,05/15/18 06:36:34 PM,56.404,,,
178,05/15/18 07:36:34 PM,55.189,,,
179,05/15/18 08:36:34 PM,52.750,,,
180,05/15/18 09:36:34 PM,51.172,,,
181,05/15/18 10:36:34 PM,50.290,,,
182,05/15/18 11:36:34 PM,49.050,,,
183,05/16/18 12:36:34 AM,48.160,,,
184,05/16/18 01:36:34 AM,47.088,,,
185,05/16/18 02:36:34 AM,46.369,,,
186,05/16/18 03:36:34 AM,47.446,,,
187,05/16/18 04:36:34 AM,46.908,,,
188,05/16/18 05:36:34 AM,45.828,,,
189,05/16/18 06:36:34 AM,45.648,,,
190,05/16/18 07:36:34 AM,47.088,,,
191,05/16/18 08:36:34 AM,53.274,,,
192,05/16/18 09:36:34 AM,57.268,,,
193,05/16/18 10:36:34 AM,62.425,,,
194,05/16/18 11:36:34 AM,85.735,,,
195,05/16/18 12:36:34 PM,69.278,,,
196,05/16/18 01:36:34 PM,64.652,,,
197,05/16/18 02:36:34 PM,70.308,,,
198,05/16/18 03:36:34 PM,78.449,,,
199,05/16/18 04:36:34 PM,74.098,,,
200,05/16/18 05:36:34 PM,66.022,,,
201,05/16/18 06:36:34 PM,60.368,,,
202,05/16/18 07:36:34 PM,56.230,,,
203,05/16/18 08:36:34 PM,52.750,,,
204,05/16/18 09:36:34 PM,50.466,,,
205,05/16/18 10:36:34 PM,48.695,,,
206,05/16/18 11:36:34 PM,47.088,,,
207,05/17/18 12:36:34 AM,46.008,,,
208,05/17/18 01:36:34 AM,45.466,,,
209,05/17/18 02:36:34 AM,45.466,,,
210,05/17/18 03:36:34 AM,44.742,,,
211,05/17/18 04:36:34 AM,45.104,,,
212,05/17/18 05:36:34 AM,47.088,,,
213,05/17/18 06:36:34 AM,49.050,,,
214,05/17/18 07:36:34 AM,50.995,,,
215,05/17/18 08:36:34 AM,54.495,,,
216,05/17/18 09:36:34 AM,58.993,,,
217,05/17/18 10:36:34 AM,63.282,,,
218,05/17/18 11:36:34 AM,98.307,,,
219,05/17/18 12:36:34 PM,90.495,,,
220,05/17/18 01:36:34 PM,84.654,,,
221,05/17/18 02:36:34 PM,80.911,,,
222,05/17/18 03:36:34 PM,83.399,,,
223,05/17/18 04:36:34 PM,81.621,,,
224,05/17/18 05:36:34 PM,65.851,,,
225,05/17/18 06:36:34 PM,58.820,,,
226,05/17/18 07:36:34 PM,55.884,,,
227,05/17/18 08:36:34 PM,53.973,,,
228,05/17/18 09:36:34 PM,52.750,,,
229,05/17/18 10:36:34 PM,52.401,,,
230,05/17/18 11:36:34 PM,52.050,,,
231,05/18/18 12:36:34 AM,51.874,,,
232,05/18/18 01:36:34 AM,51.874,,,
233,05/18/18 02:36:34 AM,51.523,,,
234,05/18/18 03:36:34 AM,50.995,,,
235,05/18/18 04:36:34 AM,50.995,,,
236,05/18/18 05:36:34 AM,50.819,,,
237,05/18/18 06:36:34 AM,50.819,,,
238,05/18/18 07:36:34 AM,52.750,,,
239,05/18/18 08:36:34 AM,54.842,,,
240,05/18/18 09:36:34 AM,58.993,,,
241,05/18/18 10:36:34 AM,63.797,,,
242,05/18/18 11:36:34 AM,96.555,,,
243,05/18/18 12:36:34 PM,88.099,,,
244,05/18/18 01:36:34 PM,82.152,,,
245,05/18/18 02:36:34 PM,78.975,,,
246,05/18/18 03:36:34 PM,79.853,,,
247,05/18/18 04:36:34 PM,78.098,,,
248,05/18/18 05:36:34 PM,64.825,,,
249,05/18/18 06:36:34 PM,59.851,,,
250,05/18/18 07:36:34 PM,56.923,,,
251,05/18/18 08:36:34 PM,53.798,,,
252,05/18/18 09:36:34 PM,51.523,,,
253,05/18/18 10:36:34 PM,51.874,,,
254,05/18/18 11:36:34 PM,51.874,,,
255,05/19/18 12:36:34 AM,50.819,,,
256,05/19/18 01:36:34 AM,49.404,,,
257,05/19/18 02:36:34 AM,49.050,,,
258,05/19/18 03:36:34 AM,47.802,,,
259,05/19/18 04:36:34 AM,47.624,,,
260,05/19/18 05:36:34 AM,48.160,,,
261,05/19/18 06:36:34 AM,48.695,,,
262,05/19/18 07:36:34 AM,50.995,,,
263,05/19/18 08:36:34 AM,53.449,,,
264,05/19/18 09:36:34 AM,58.303,,,
265,05/19/18 10:36:34 AM,61.741,,,
266,05/19/18 11:36:34 AM,97.916,,,
267,05/19/18 12:36:34 PM,88.282,,,
268,05/19/18 01:36:34 PM,85.014,,,
269,05/19/18 02:36:34 PM,80.911,,,
270,05/19/18 03:36:34 PM,81.797,,,
271,05/19/18 04:36:34 PM,78.975,,,
272,05/19/18 05:36:34 PM,63.797,,,
273,05/19/18 06:36:34 PM,57.268,,,
274,05/19/18 07:36:34 PM,55.189,,,
275,05/19/18 08:36:34 PM,53.100,,,
276,05/19/18 09:36:34 PM,52.225,,,
277,05/19/18 10:36:34 PM,51.874,,,
278,05/19/18 11:36:34 PM,51.346,,,
279,05/20/18 12:36:34 AM,50.995,,,
280,05/20/18 01:36:34 AM,50.819,,,
281,05/20/18 02:36:34 AM,50.643,,,
282,05/20/18 03:36:34 AM,50.290,,,
283,05/20/18 04:36:34 AM,50.290,,,
284,05/20/18 05:36:34 AM,50.290,,,
285,05/20/18 06:36:34 AM,50.290,,,
286,05/20/18 07:36:34 AM,50.819,,,
287,05/20/18 08:36:34 AM,51.699,,,
288,05/20/18 09:36:34 AM,52.925,,,
289,05/20/18 10:36:34 AM,56.230,,,
290,05/20/18 11:36:34 AM,61.741,,,
291,05/20/18 12:36:34 PM,67.735,,,
292,05/20/18 01:36:34 PM,64.652,,,
293,05/20/18 02:36:34 PM,64.996,,,
294,05/20/18 03:36:34 PM,61.569,,,
295,05/20/18 04:36:34 PM,57.958,,,
296,05/20/18 05:36:34 PM,55.884,,,
297,05/20/18 06:36:34 PM,55.189,,,
298,05/20/18 07:36:34 PM,53.274,,,
299,05/20/18 08:36:34 PM,51.874,,,
300,05/20/18 09:36:34 PM,51.523,,,
301,05/20/18 10:36:34 PM,51.172,,,
302,05/20/18 11:36:34 PM,50.995,,,
303,05/21/18 12:36:34 AM,50.643,,,
304,05/21/18 01:36:34 AM,50.290,,,
305,05/21/18 02:36:34 AM,50.113,,,
306,05/21/18 03:36:34 AM,49.937,,,
307,05/21/18 04:36:34 AM,49.759,,,
308,05/21/18 05:36:34 AM,49.582,,,
309,05/21/18 06:36:34 AM,49.582,,,
310,05/21/18 07:36:34 AM,51.172,,,
311,05/21/18 08:36:34 AM,53.798,,,
312,05/21/18 09:36:34 AM,54.842,,,
313,05/21/18 10:36:34 AM,56.577,,,
314,05/21/18 11:36:34 AM,58.993,,,
315,05/21/18 12:36:34 PM,70.137,,,
316,05/21/18 01:36:34 PM,81.442,,,
317,05/21/18 02:36:34 PM,80.911,,,
318,05/21/18 03:36:34 PM,81.797,,,
319,05/21/18 04:36:34 PM,81.090,,,
320,05/21/18 05:36:34 PM,66.537,,,
321,05/21/18 06:36:34 PM,59.680,,,
322,05/21/18 07:36:34 PM,56.404,,,
323,05/21/18 08:36:34 PM,53.100,,,
324,05/21/18 09:36:34 PM,50.643,,,
325,05/21/18 10:36:34 PM,49.050,,,
326,05/21/18 11:36:34 PM,48.517,,,
327,05/22/18 12:36:34 AM,49.404,,,
328,05/22/18 01:36:34 AM,50.113,,,
329,05/22/18 02:36:34 AM,50.466,,,
330,05/22/18 03:36:34 AM,50.643,,,
331,05/22/18 04:36:34 AM,50.466,,,
332,05/22/18 05:36:34 AM,50.290,,,
333,05/22/18 06:36:34 AM,50.466,,,
334,05/22/18 07:36:34 AM,51.346,,,
335,05/22/18 08:36:34 AM,53.100,,,
336,05/22/18 09:36:34 AM,53.449,,,
337,05/22/18 10:36:34 AM,56.750,,,
338,05/22/18 11:36:34 AM,58.303,,,
339,05/22/18 12:36:34 PM,59.851,,,
340,05/22/18 01:36:34 PM,57.441,,,
341,05/22/18 02:36:34 PM,56.404,,,
342,05/22/18 03:36:34 PM,55.017,,,
343,05/22/18 04:36:34 PM,54.842,,,
344,05/22/18 05:36:34 PM,55.017,,,
345,05/22/18 06:36:34 PM,53.798,,,
346,05/22/18 07:36:34 PM,53.100,,,
347,05/22/18 08:36:34 PM,52.401,,,
348,05/22/18 09:36:34 PM,51.874,,,
349,05/22/18 10:36:34 PM,51.523,,,
350,05/22/18 11:36:34 PM,51.172,,,
351,05/23/18 12:36:34 AM,51.172,,,
352,05/23/18 01:36:34 AM,50.995,,,
353,05/23/18 02:36:34 AM,50.819,,,
354,05/23/18 03:36:34 AM,50.466,,,
355,05/23/18 04:36:34 AM,50.113,,,
356,05/23/18 05:28:54 AM,,0.01,,
357,05/23/18 05:36:34 AM,49.937,,,
358,05/23/18 06:36:34 AM,49.759,,,
359,05/23/18 07:36:34 AM,50.995,,,
360,05/23/18 08:36:34 AM,54.322,,,
361,05/23/18 09:36:34 AM,54.147,,,
362,05/23/18 10:36:34 AM,55.189,,,
363,05/23/18 10:43:43 AM,,0.02,,
364,05/23/18 11:36:34 AM,55.711,,,
365,05/23/18 12:36:34 PM,56.577,,,
366,05/23/18 01:36:34 PM,57.441,,,
367,05/23/18 02:36:34 PM,58.476,,,
368,05/23/18 03:36:34 PM,58.993,,,
369,05/23/18 04:36:34 PM,58.993,,,
370,05/23/18 05:36:34 PM,57.958,,,
371,05/23/18 06:36:34 PM,56.577,,,
372,05/23/18 07:36:34 PM,54.322,,,
373,05/23/18 08:36:34 PM,52.750,,,
374,05/23/18 09:36:34 PM,52.050,,,
375,05/23/18 10:36:34 PM,51.523,,,
376,05/23/18 11:36:34 PM,51.346,,,
377,05/24/18 12:36:34 AM,50.995,,,
378,05/24/18 01:36:34 AM,50.643,,,
379,05/24/18 02:36:34 AM,50.643,,,
380,05/24/18 03:36:34 AM,50.466,,,
381,05/24/18 04:36:34 AM,50.290,,,
382,05/24/18 05:36:34 AM,50.113,,,
383,05/24/18 06:36:34 AM,50.290,,,
384,05/24/18 07:36:34 AM,50.643,,,
385,05/24/18 08:36:34 AM,51.874,,,
386,05/24/18 09:36:34 AM,53.973,,,
387,05/24/18 10:36:34 AM,54.495,,,
388,05/24/18 11:36:34 AM,53.798,,,
389,05/24/18 12:36:34 PM,55.711,,,
390,05/24/18 01:36:34 PM,67.564,,,
391,05/24/18 02:36:34 PM,69.793,,,
392,05/24/18 03:36:34 PM,63.968,,,
393,05/24/18 04:36:34 PM,63.282,,,
394,05/24/18 05:36:34 PM,58.820,,,
395,05/24/18 06:36:34 PM,56.230,,,
396,05/24/18 07:36:34 PM,54.322,,,
397,05/24/18 08:36:34 PM,53.100,,,
398,05/24/18 09:36:34 PM,52.050,,,
399,05/24/18 10:36:34 PM,51.523,,,
400,05/24/18 11:36:34 PM,50.466,,,
401,05/25/18 12:36:34 AM,49.937,,,
402,05/25/18 01:36:34 AM,50.113,,,
403,05/25/18 02:36:34 AM,50.290,,,
404,05/25/18 02:55:31 AM,,0.03,,
405,05/25/18 03:00:41 AM,,0.04,,
406,05/25/18 03:36:34 AM,49.937,,,
407,05/25/18 03:59:09 AM,,0.05,,
408,05/25/18 04:29:27 AM,,0.06,,
409,05/25/18 04:36:08 AM,,0.07,,
410,05/25/18 04:36:34 AM,49.937,,,
411,05/25/18 04:42:55 AM,,0.08,,
412,05/25/18 05:36:34 AM,50.113,,,
413,05/25/18 05:51:47 AM,,0.09,,
414,05/25/18 06:36:34 AM,50.466,,,
415,05/25/18 06:51:30 AM,,0.10,,
416,05/25/18 07:04:55 AM,,0.11,,
417,05/25/18 07:08:10 AM,,0.12,,
418,05/25/18 07:11:31 AM,,0.13,,
419,05/25/18 07:16:44 AM,,0.14,,
420,05/25/18 07:23:07 AM,,0.15,,
421,05/25/18 07:32:30 AM,,0.16,,
422,05/25/18 07:36:34 AM,51.172,,,
423,05/25/18 07:41:12 AM,,0.17,,
424,05/25/18 08:36:34 AM,53.274,,,
425,05/25/18 08:58:39 AM,,0.18,,
426,05/25/18 09:36:34 AM,54.669,,,
427,05/25/18 10:36:34 AM,54.842,,,
428,05/25/18 11:36:34 AM,54.669,,,
429,05/25/18 11:42:39 AM,,0.19,,
430,05/25/18 12:01:38 PM,,0.20,,
431,05/25/18 12:11:05 PM,,0.21,,
432,05/25/18 12:36:34 PM,55.884,,,
433,05/25/18 12:44:54 PM,,0.22,,
434,05/25/18 01:36:34 PM,60.195,,,
435,05/25/18 02:36:34 PM,58.303,,,
436,05/25/18 03:36:34 PM,59.508,,,
437,05/25/18 04:36:34 PM,57.441,,,
438,05/25/18 05:36:34 PM,56.404,,,
439,05/25/18 06:36:34 PM,55.884,,,
440,05/25/18 07:36:34 PM,54.842,,,
441,05/25/18 08:36:34 PM,53.623,,,
442,05/25/18 09:36:34 PM,53.100,,,
443,05/25/18 10:36:34 PM,51.523,,,
444,05/25/18 11:36:34 PM,49.937,,,
445,05/26/18 12:36:34 AM,49.937,,,
446,05/26/18 01:36:34 AM,50.113,,,
447,05/26/18 02:36:34 AM,50.819,,,
448,05/26/18 03:36:34 AM,50.995,,,
449,05/26/18 04:36:34 AM,50.643,,,
450,05/26/18 05:30:40 AM,,0.23,,
451,05/26/18 05:36:34 AM,50.643,,,
452,05/26/18 06:36:34 AM,50.819,,,
453,05/26/18 07:36:34 AM,50.466,,,
454,05/26/18 08:36:34 AM,51.172,,,
455,05/26/18 09:36:34 AM,52.050,,,
456,05/26/18 10:36:34 AM,53.798,,,
457,05/26/18 11:36:34 AM,55.189,,,
458,05/26/18 12:36:34 PM,57.785,,,
459,05/26/18 01:36:34 PM,57.785,,,
460,05/26/18 02:36:34 PM,59.851,,,
461,05/26/18 03:36:34 PM,72.545,,,
462,05/26/18 04:36:34 PM,71.856,,,
463,05/26/18 05:36:34 PM,60.539,,,
464,05/26/18 06:36:34 PM,56.577,,,
465,05/26/18 07:36:34 PM,55.364,,,
466,05/26/18 08:36:34 PM,54.147,,,
467,05/26/18 09:36:34 PM,51.523,,,
468,05/26/18 10:36:34 PM,49.582,,,
469,05/26/18 11:36:34 PM,48.517,,,
470,05/27/18 12:36:34 AM,47.982,,,
471,05/27/18 01:36:34 AM,47.982,,,
472,05/27/18 02:36:34 AM,47.982,,,
473,05/27/18 03:36:34 AM,46.908,,,
474,05/27/18 04:36:34 AM,47.266,,,
475,05/27/18 05:36:34 AM,47.446,,,
476,05/27/18 06:36:34 AM,46.548,,,
477,05/27/18 07:36:34 AM,48.871,,,
478,05/27/18 08:36:34 AM,53.274,,,
479,05/27/18 09:36:34 AM,56.404,,,
480,05/27/18 10:36:34 AM,60.712,,,
481,05/27/18 11:36:34 AM,93.304,,,
482,05/27/18 12:36:34 PM,87.004,,,
483,05/27/18 01:36:34 PM,84.834,,,
484,05/27/18 02:36:34 PM,83.935,,,
485,05/27/18 03:36:34 PM,87.004,,,
486,05/27/18 04:36:34 PM,86.823,,,
487,05/27/18 05:36:34 PM,72.891,,,
488,05/27/18 06:36:34 PM,67.050,,,
489,05/27/18 07:36:34 PM,63.797,,,
490,05/27/18 08:36:34 PM,61.227,,,
491,05/27/18 09:36:34 PM,58.476,,,
492,05/27/18 10:36:34 PM,56.923,,,
493,05/27/18 11:36:34 PM,56.057,,,
494,05/28/18 12:36:34 AM,55.189,,,
495,05/28/18 01:36:34 AM,53.623,,,
496,05/28/18 02:36:34 AM,53.623,,,
497,05/28/18 03:36:34 AM,53.623,,,
498,05/28/18 04:36:34 AM,53.449,,,
499,05/28/18 05:36:34 AM,53.274,,,
500,05/28/18 06:36:34 AM,52.576,,,
501,05/28/18 07:36:34 AM,53.623,,,
502,05/28/18 08:36:34 AM,56.577,,,
503,05/28/18 09:36:34 AM,61.741,,,
504,05/28/18 10:36:34 AM,67.564,,,
505,05/28/18 11:36:34 AM,104.954,,,
506,05/28/18 12:36:34 PM,99.291,,,
507,05/28/18 01:36:34 PM,94.062,,,
508,05/28/18 02:36:34 PM,93.873,,,
509,05/28/18 03:36:34 PM,92.737,,,
510,05/28/18 04:36:34 PM,89.569,,,
511,05/28/18 05:36:34 PM,75.312,,,
512,05/28/18 06:36:34 PM,69.964,,,
513,05/28/18 07:36:34 PM,67.564,,,
514,05/28/18 08:36:34 PM,65.509,,,
515,05/28/18 09:36:34 PM,63.111,,,
516,05/28/18 10:36:34 PM,57.958,,,
517,05/28/18 11:36:34 PM,55.884,,,
518,05/29/18 12:36:34 AM,53.973,,,
519,05/29/18 01:36:34 AM,53.973,,,
520,05/29/18 02:36:34 AM,53.449,,,
521,05/29/18 03:36:34 AM,54.669,,,
522,05/29/18 04:36:34 AM,56.404,,,
523,05/29/18 05:36:34 AM,55.884,,,
524,05/29/18 06:36:34 AM,55.364,,,
525,05/29/18 07:36:34 AM,55.711,,,
526,05/29/18 08:36:34 AM,57.268,,,
527,05/29/18 09:36:34 AM,61.741,,,
528,05/29/18 10:36:34 AM,65.680,,,
529,05/29/18 11:36:34 AM,101.887,,,
530,05/29/18 12:36:34 PM,95.400,,,
531,05/29/18 01:36:34 PM,91.612,,,
532,05/29/18 02:36:34 PM,88.099,,,
533,05/29/18 03:36:34 PM,87.004,,,
534,05/29/18 04:36:34 PM,86.459,,,
535,05/29/18 05:36:34 PM,73.062,,,
536,05/29/18 06:36:34 PM,66.022,,,
537,05/29/18 07:36:34 PM,62.254,,,
538,05/29/18 08:36:34 PM,57.614,,,
539,05/29/18 09:36:34 PM,54.147,,,
540,05/29/18 10:36:34 PM,51.523,,,
541,05/29/18 11:36:34 PM,50.113,,,
542,05/30/18 12:36:34 AM,48.871,,,
543,05/30/18 01:36:34 AM,48.160,,,
544,05/30/18 02:36:34 AM,47.624,,,
545,05/30/18 03:36:34 AM,47.446,,,
546,05/30/18 04:36:34 AM,46.728,,,
547,05/30/18 05:36:34 AM,46.008,,,
548,05/30/18 06:36:34 AM,46.728,,,
549,05/30/18 07:36:34 AM,49.759,,,
550,05/30/18 08:36:34 AM,54.842,,,
551,05/30/18 09:36:34 AM,57.441,,,
552,05/30/18 10:36:34 AM,62.254,,,
553,05/30/18 11:36:34 AM,83.399,,,
554,05/30/18 12:36:34 PM,84.834,,,
555,05/30/18 01:36:34 PM,81.442,,,
556,05/30/18 02:36:34 PM,80.206,,,
557,05/30/18 03:36:34 PM,79.678,,,
558,05/30/18 04:36:34 PM,75.659,,,
559,05/30/18 05:36:34 PM,63.455,,,
560,05/30/18 06:36:34 PM,56.057,,,
561,05/30/18 07:36:34 PM,53.973,,,
562,05/30/18 08:36:34 PM,52.225,,,
563,05/30/18 09:36:34 PM,50.995,,,
564,05/30/18 10:36:34 PM,50.466,,,
565,05/30/18 11:36:34 PM,50.995,,,
566,05/31/18 12:36:34 AM,50.995,,,
567,05/31/18 01:36:34 AM,50.819,,,
568,05/31/18 02:36:34 AM,50.819,,,
569,05/31/18 03:36:34 AM,50.819,,,
570,05/31/18 04:36:34 AM,50.643,,,
