"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
973,03/14/19 10:30:00 AM,55.537,,,,,,
974,03/14/19 11:00:00 AM,57.958,,,,,,
975,03/14/19 11:30:00 AM,80.382,,,,,,
976,03/14/19 12:00:00 PM,95.016,,,,,,
977,03/14/19 12:30:00 PM,86.277,,,,,,
978,03/14/19 01:00:00 PM,67.735,,,,,,
979,03/14/19 01:30:00 PM,64.481,,,,,,
980,03/14/19 02:00:00 PM,74.098,,,,,,
981,03/14/19 02:30:00 PM,66.022,,,,,,
982,03/14/19 03:00:00 PM,67.735,,,,,,
983,03/14/19 03:30:00 PM,74.098,,,,,,
984,03/14/19 04:00:00 PM,71.512,,,,,,
985,03/14/19 04:30:00 PM,61.054,,,,,,
986,03/14/19 05:00:00 PM,57.614,,,,,,
987,03/14/19 05:30:00 PM,55.017,,,,,,
988,03/14/19 06:00:00 PM,52.750,,,,,,
989,03/14/19 06:30:00 PM,50.643,,,,,,
990,03/14/19 07:00:00 PM,48.695,,,,,,
991,03/14/19 07:30:00 PM,47.088,,,,,,
992,03/14/19 08:00:00 PM,46.188,,,,,,
993,03/14/19 08:30:00 PM,46.008,,,,,,
994,03/14/19 09:00:00 PM,45.828,,,,,,
995,03/14/19 09:30:00 PM,45.466,,,,,,
996,03/14/19 10:00:00 PM,45.286,,,,,,
997,03/14/19 10:30:00 PM,44.742,,,,,,
998,03/14/19 11:00:00 PM,44.195,,,,,,
999,03/14/19 11:30:00 PM,43.831,,,,,,
1000,03/15/19 12:00:00 AM,43.831,,,,,,
1001,03/15/19 12:30:00 AM,43.648,,,,,,
1002,03/15/19 01:00:00 AM,43.466,,,,,,
1003,03/15/19 01:30:00 AM,43.282,,,,,,
1004,03/15/19 02:00:00 AM,43.099,,,,,,
1005,03/15/19 02:30:00 AM,43.099,,,,,,
1006,03/15/19 03:00:00 AM,42.915,,,,,,
1007,03/15/19 03:30:00 AM,42.548,,,,,,
1008,03/15/19 04:00:00 AM,42.363,,,,,,
1009,03/15/19 04:30:00 AM,41.994,,,,,,
1010,03/15/19 05:00:00 AM,41.994,,,,,,
1011,03/15/19 05:30:00 AM,41.994,,,,,,
1012,03/15/19 06:00:00 AM,42.179,,,,,,
1013,03/15/19 06:30:00 AM,42.363,,,,,,
1014,03/15/19 07:00:00 AM,42.548,,,,,,
1015,03/15/19 07:30:00 AM,42.915,,,,,,
1016,03/15/19 08:00:00 AM,43.831,,,,,,
1017,03/15/19 08:30:00 AM,46.188,,,,,,
1018,03/15/19 09:00:00 AM,49.404,,,,,,
1019,03/15/19 09:30:00 AM,50.643,,,,,,
1020,03/15/19 10:00:00 AM,54.147,,,,,,
1021,03/15/19 10:30:00 AM,57.441,,,,,,
1022,03/15/19 11:00:00 AM,60.712,,,,,,
1023,03/15/19 11:30:00 AM,84.115,,,,,,
1024,03/15/19 12:00:00 PM,99.489,,,,,,
1025,03/15/19 12:30:00 PM,88.833,,,,,,
1026,03/15/19 01:00:00 PM,69.278,,,,,,
1027,03/15/19 01:30:00 PM,66.193,,,,,,
1028,03/15/19 02:00:00 PM,74.446,,,,,,
1029,03/15/19 02:30:00 PM,65.851,,,,,,
1030,03/15/19 03:00:00 PM,67.735,,,,,,
1031,03/15/19 03:30:00 PM,80.206,,,,,,
1032,03/15/19 04:00:00 PM,69.622,,,,,,
1033,03/15/19 04:30:00 PM,59.851,,,,,,
1034,03/15/19 05:00:00 PM,57.096,,,,,,
1035,03/15/19 05:30:00 PM,55.364,,,,,,
1036,03/15/19 06:00:00 PM,53.973,,,,,,
1037,03/15/19 06:30:00 PM,52.750,,,,,,
1038,03/15/19 07:00:00 PM,51.699,,,,,,
1039,03/15/19 07:30:00 PM,50.643,,,,,,
1040,03/15/19 08:00:00 PM,49.582,,,,,,
1041,03/15/19 08:30:00 PM,48.871,,,,,,
1042,03/15/19 09:00:00 PM,48.517,,,,,,
1043,03/15/19 09:30:00 PM,48.160,,,,,,
1044,03/15/19 10:00:00 PM,47.982,,,,,,
1045,03/15/19 10:30:00 PM,47.446,,,,,,
1046,03/15/19 11:00:00 PM,46.908,,,,,,
1047,03/15/19 11:30:00 PM,46.548,,,,,,
1048,03/16/19 12:00:00 AM,46.369,,,,,,
1049,03/16/19 12:30:00 AM,46.188,,,,,,
1050,03/16/19 01:00:00 AM,46.188,,,,,,
1051,03/16/19 01:30:00 AM,46.008,,,,,,
1052,03/16/19 02:00:00 AM,45.648,,,,,,
1053,03/16/19 02:30:00 AM,45.104,,,,,,
1054,03/16/19 03:00:00 AM,44.742,,,,,,
1055,03/16/19 03:30:00 AM,44.379,,,,,,
1056,03/16/19 04:00:00 AM,44.013,,,,,,
1057,03/16/19 04:30:00 AM,43.648,,,,,,
1058,03/16/19 05:00:00 AM,43.466,,,,,,
1059,03/16/19 05:30:00 AM,43.099,,,,,,
1060,03/16/19 06:00:00 AM,43.099,,,,,,
1061,03/16/19 06:30:00 AM,43.099,,,,,,
1062,03/16/19 07:00:00 AM,43.099,,,,,,
1063,03/16/19 07:30:00 AM,43.466,,,,,,
1064,03/16/19 08:00:00 AM,45.104,,,,,,
1065,03/16/19 08:27:05 AM,,,Logged,,,,
1066,03/16/19 08:28:40 AM,,,,Logged,,,
1067,03/16/19 08:28:43 AM,,,Logged,,,,
1068,03/16/19 08:29:13 AM,,,,Logged,,,
1069,03/16/19 08:29:57 AM,,,Logged,,,,
1070,03/16/19 08:30:00 AM,50.290,,,,,,
1071,03/16/19 08:31:36 AM,,,,Logged,,,
1072,03/16/19 08:33:03 AM,,,Logged,,,,
1073,03/16/19 08:33:27 AM,,,,Logged,,,
1074,03/16/19 08:33:43 AM,,,Logged,,,,
1075,03/16/19 08:33:47 AM,,,,,Logged,,
1076,03/16/19 08:34:23 AM,,,,Logged,,,
1077,03/16/19 08:34:25 AM,,,Logged,,,,
1078,03/16/19 08:35:06 AM,,,,,Logged,,
1079,03/16/19 08:35:27 AM,,3.99,,,,Logged,Logged
