"Plot Title: Landing"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Bad Battery (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
146,01/12/12 02:54:36 AM,48.517,,,,,
147,01/12/12 03:09:36 AM,47.802,,,,,
148,01/12/12 03:24:36 AM,47.266,,,,,
149,01/12/12 03:39:36 AM,47.266,,,,,
150,01/12/12 03:54:36 AM,47.266,,,,,
151,01/12/12 04:09:36 AM,47.266,,,,,
152,01/12/12 04:24:36 AM,47.446,,,,,
153,01/12/12 04:39:36 AM,47.446,,,,,
154,01/12/12 04:54:36 AM,47.802,,,,,
155,01/12/12 05:09:36 AM,48.160,,,,,
156,01/12/12 05:24:36 AM,48.339,,,,,
157,01/12/12 05:39:36 AM,48.339,,,,,
158,01/12/12 05:54:36 AM,48.160,,,,,
159,01/12/12 06:09:36 AM,48.160,,,,,
160,01/12/12 06:24:36 AM,47.266,,,,,
161,01/12/12 06:39:36 AM,46.188,,,,,
162,01/12/12 06:54:36 AM,46.008,,,,,
163,01/12/12 07:09:36 AM,45.828,,,,,
164,01/12/12 07:24:36 AM,45.466,,,,,
165,01/12/12 07:39:36 AM,46.008,,,,,
166,01/12/12 07:54:36 AM,45.104,,,,,
167,01/12/12 08:09:36 AM,44.922,,,,,
168,01/12/12 08:24:36 AM,45.286,,,,,
169,01/12/12 08:39:36 AM,44.379,,,,,
170,01/12/12 08:54:36 AM,45.104,,,,,
171,01/12/12 09:09:36 AM,49.050,,,,,
172,01/12/12 09:24:36 AM,47.982,,,,,
173,01/12/12 09:39:36 AM,48.339,,,,,
174,01/12/12 09:54:36 AM,49.050,,,,,
175,01/12/12 10:09:36 AM,51.523,,,,,
176,01/12/12 10:24:36 AM,55.537,,,,,
177,01/12/12 10:39:36 AM,57.096,,,,,
178,01/12/12 10:54:36 AM,58.131,,,,,
179,01/12/12 11:09:36 AM,61.054,,,,,
180,01/12/12 11:24:36 AM,64.310,,,,,
181,01/12/12 11:39:36 AM,64.310,,,,,
182,01/12/12 11:54:36 AM,67.221,,,,,
183,01/12/12 12:09:36 PM,66.537,,,,,
184,01/12/12 12:24:36 PM,68.763,,,,,
185,01/12/12 12:39:36 PM,65.680,,,,,
186,01/12/12 12:54:36 PM,70.995,,,,,
187,01/12/12 01:09:36 PM,71.683,,,,,
188,01/12/12 01:24:36 PM,71.339,,,,,
189,01/12/12 01:39:36 PM,73.062,,,,,
190,01/12/12 01:54:36 PM,70.651,,,,,
191,01/12/12 02:09:36 PM,67.392,,,,,
192,01/12/12 02:24:36 PM,67.221,,,,,
193,01/12/12 02:39:36 PM,68.077,,,,,
194,01/12/12 02:54:36 PM,67.050,,,,,
195,01/12/12 03:09:36 PM,65.851,,,,,
196,01/12/12 03:24:36 PM,64.139,,,,,
197,01/12/12 03:39:36 PM,62.254,,,,,
198,01/12/12 03:54:36 PM,61.054,,,,,
199,01/12/12 04:09:36 PM,60.195,,,,,
200,01/12/12 04:24:36 PM,58.993,,,,,
201,01/12/12 04:39:36 PM,57.614,,,,,
202,01/12/12 04:54:36 PM,56.404,,,,,
203,01/12/12 05:09:36 PM,55.537,,,,,
204,01/12/12 05:24:36 PM,53.798,,,,,
205,01/12/12 05:39:36 PM,53.274,,,,,
206,01/12/12 05:54:36 PM,52.750,,,,,
207,01/12/12 06:09:36 PM,53.100,,,,,
208,01/12/12 06:24:36 PM,52.925,,,,,
209,01/12/12 06:39:36 PM,53.100,,,,,
210,01/12/12 06:54:36 PM,52.925,,,,,
211,01/12/12 07:09:36 PM,52.925,,,,,
212,01/12/12 07:24:36 PM,52.750,,,,,
213,01/12/12 07:39:36 PM,52.925,,,,,
214,01/12/12 07:54:36 PM,53.100,,,,,
215,01/12/12 08:09:36 PM,52.576,,,,,
216,01/12/12 08:24:36 PM,52.050,,,,,
217,01/12/12 08:39:36 PM,51.874,,,,,
218,01/12/12 08:54:36 PM,52.225,,,,,
219,01/12/12 09:09:36 PM,51.699,,,,,
220,01/12/12 09:24:36 PM,51.346,,,,,
221,01/12/12 09:39:36 PM,50.995,,,,,
222,01/12/12 09:54:36 PM,50.643,,,,,
223,01/12/12 10:09:36 PM,50.995,,,,,
224,01/12/12 10:24:36 PM,50.995,,,,,
225,01/12/12 10:39:36 PM,50.995,,,,,
226,01/12/12 10:54:36 PM,50.466,,,,,
227,01/12/12 11:09:36 PM,50.643,,,,,
228,01/12/12 11:24:36 PM,50.643,,,,,
229,01/12/12 11:39:36 PM,51.172,,,,,
230,01/12/12 11:54:36 PM,50.995,,,,,
231,01/13/12 12:09:36 AM,50.290,,,,,
232,01/13/12 12:24:36 AM,50.290,,,,,
233,01/13/12 12:39:36 AM,50.643,,,,,
234,01/13/12 12:54:36 AM,50.819,,,,,
235,01/13/12 01:09:36 AM,50.995,,,,,
236,01/13/12 01:24:36 AM,50.466,,,,,
237,01/13/12 01:39:36 AM,50.290,,,,,
238,01/13/12 01:54:36 AM,50.643,,,,,
239,01/13/12 02:09:36 AM,50.643,,,,,
240,01/13/12 02:24:36 AM,51.172,,,,,
241,01/13/12 02:39:36 AM,51.523,,,,,
242,01/13/12 02:54:36 AM,52.576,,,,,
243,01/13/12 03:09:36 AM,53.449,,,,,
244,01/13/12 03:24:36 AM,52.401,,,,,
245,01/13/12 03:39:36 AM,52.225,,,,,
246,01/13/12 03:54:36 AM,52.576,,,,,
247,01/13/12 04:09:36 AM,51.874,,,,,
248,01/13/12 04:24:36 AM,51.874,,,,,
249,01/13/12 04:39:36 AM,51.172,,,,,
250,01/13/12 04:54:36 AM,50.819,,,,,
251,01/13/12 05:09:36 AM,51.523,,,,,
252,01/13/12 05:24:36 AM,50.643,,,,,
253,01/13/12 05:39:36 AM,50.466,,,,,
254,01/13/12 05:54:36 AM,50.995,,,,,
255,01/13/12 06:09:36 AM,50.643,,,,,
256,01/13/12 06:24:36 AM,50.995,,,,,
257,01/13/12 06:39:36 AM,51.172,,,,,
258,01/13/12 06:54:36 AM,51.346,,,,,
259,01/13/12 07:09:36 AM,51.346,,,,,
260,01/13/12 07:24:36 AM,51.699,,,,,
261,01/13/12 07:39:36 AM,51.172,,,,,
262,01/13/12 07:54:36 AM,52.050,,,,,
263,01/13/12 08:09:36 AM,52.576,,,,,
264,01/13/12 08:24:36 AM,52.050,,,,,
265,01/13/12 08:39:36 AM,53.274,,,,,
266,01/13/12 08:54:36 AM,54.842,,,,,
267,01/13/12 09:09:36 AM,59.508,,,,,
268,01/13/12 09:24:36 AM,57.958,,,,,
269,01/13/12 09:39:36 AM,57.785,,,,,
270,01/13/12 09:54:36 AM,59.164,,,,,
271,01/13/12 10:09:36 AM,62.769,,,,,
272,01/13/12 10:24:36 AM,66.537,,,,,
273,01/13/12 10:39:36 AM,68.592,,,,,
274,01/13/12 10:54:36 AM,69.793,,,,,
275,01/13/12 11:09:36 AM,70.995,,,,,
276,01/13/12 11:24:36 AM,72.718,,,,,
277,01/13/12 11:39:36 AM,76.703,,,,,
278,01/13/12 11:54:36 AM,76.876,,,,,
279,01/13/12 12:09:36 PM,78.098,,,,,
280,01/13/12 12:24:36 PM,78.800,,,,,
281,01/13/12 12:39:36 PM,79.326,,,,,
282,01/13/12 12:54:36 PM,79.326,,,,,
283,01/13/12 01:09:36 PM,80.911,,,,,
284,01/13/12 01:24:36 PM,79.678,,,,,
285,01/13/12 01:39:36 PM,79.151,,,,,
286,01/13/12 01:54:36 PM,77.400,,,,,
287,01/13/12 02:09:36 PM,74.446,,,,,
288,01/13/12 02:24:36 PM,73.580,,,,,
289,01/13/12 02:39:36 PM,73.926,,,,,
290,01/13/12 02:54:36 PM,74.791,,,,,
291,01/13/12 03:09:36 PM,73.580,,,,,
292,01/13/12 03:24:36 PM,70.995,,,,,
293,01/13/12 03:39:36 PM,69.107,,,,,
294,01/13/12 03:54:36 PM,66.879,,,,,
295,01/13/12 04:09:36 PM,65.680,,,,,
296,01/13/12 04:24:36 PM,64.310,,,,,
297,01/13/12 04:39:36 PM,63.455,,,,,
298,01/13/12 04:54:36 PM,62.083,,,,,
299,01/13/12 05:09:36 PM,60.368,,,,,
300,01/13/12 05:24:36 PM,58.993,,,,,
301,01/13/12 05:39:36 PM,58.476,,,,,
302,01/13/12 05:54:36 PM,57.441,,,,,
303,01/13/12 06:09:36 PM,56.923,,,,,
304,01/13/12 06:24:36 PM,56.577,,,,,
305,01/13/12 06:39:36 PM,56.404,,,,,
306,01/13/12 06:54:36 PM,56.057,,,,,
307,01/13/12 07:09:36 PM,55.711,,,,,
308,01/13/12 07:24:36 PM,55.537,,,,,
309,01/13/12 07:39:36 PM,55.711,,,,,
310,01/13/12 07:54:36 PM,55.537,,,,,
311,01/13/12 08:09:36 PM,55.537,,,,,
312,01/13/12 08:24:36 PM,55.364,,,,,
313,01/13/12 08:39:36 PM,55.364,,,,,
314,01/13/12 08:54:36 PM,55.189,,,,,
315,01/13/12 09:09:36 PM,55.364,,,,,
316,01/13/12 09:24:36 PM,55.017,,,,,
317,01/13/12 09:39:36 PM,55.364,,,,,
318,01/13/12 09:54:36 PM,55.364,,,,,
319,01/13/12 10:09:36 PM,55.189,,,,,
320,01/13/12 10:24:36 PM,54.842,,,,,
321,01/13/12 10:39:36 PM,54.322,,,,,
322,01/13/12 10:54:36 PM,53.798,,,,,
323,01/13/12 11:09:36 PM,52.750,,,,,
324,01/13/12 11:24:36 PM,52.750,,,,,
325,01/13/12 11:39:36 PM,52.050,,,,,
326,01/13/12 11:54:36 PM,51.874,,,,,
327,01/14/12 12:09:36 AM,51.523,,,,,
328,01/14/12 12:24:36 AM,51.699,,,,,
329,01/14/12 12:39:36 AM,51.874,,,,,
330,01/14/12 12:54:36 AM,51.874,,,,,
331,01/14/12 01:09:36 AM,51.874,,,,,
332,01/14/12 01:24:36 AM,52.401,,,,,
333,01/14/12 01:39:36 AM,52.050,,,,,
334,01/14/12 01:54:36 AM,52.225,,,,,
335,01/14/12 02:09:36 AM,52.225,,,,,
336,01/14/12 02:24:36 AM,51.874,,,,,
337,01/14/12 02:39:36 AM,51.699,,,,,
338,01/14/12 02:54:36 AM,52.050,,,,,
339,01/14/12 03:09:36 AM,52.576,,,,,
340,01/14/12 03:24:36 AM,52.225,,,,,
341,01/14/12 03:39:36 AM,52.225,,,,,
342,01/14/12 03:54:36 AM,52.576,,,,,
343,01/14/12 04:09:36 AM,53.100,,,,,
344,01/14/12 04:24:36 AM,52.401,,,,,
345,01/14/12 04:39:36 AM,51.699,,,,,
346,01/14/12 04:54:36 AM,51.874,,,,,
347,01/14/12 05:09:36 AM,51.523,,,,,
348,01/14/12 05:24:36 AM,51.172,,,,,
349,01/14/12 05:39:36 AM,51.172,,,,,
350,01/14/12 05:54:36 AM,51.346,,,,,
351,01/14/12 06:09:36 AM,50.643,,,,,
352,01/14/12 06:24:36 AM,50.819,,,,,
353,01/14/12 06:39:36 AM,50.995,,,,,
354,01/14/12 06:54:36 AM,50.995,,,,,
355,01/14/12 07:09:36 AM,50.643,,,,,
356,01/14/12 07:24:36 AM,50.466,,,,,
357,01/14/12 07:39:36 AM,50.819,,,,,
358,01/14/12 07:54:36 AM,51.523,,,,,
359,01/14/12 08:09:36 AM,51.874,,,,,
360,01/14/12 08:24:36 AM,51.346,,,,,
361,01/14/12 08:39:36 AM,51.699,,,,,
362,01/14/12 08:54:36 AM,52.401,,,,,
363,01/14/12 09:09:36 AM,55.884,,,,,
364,01/14/12 09:24:36 AM,56.057,,,,,
365,01/14/12 09:39:36 AM,56.404,,,,,
366,01/14/12 09:54:36 AM,57.441,,,,,
367,01/14/12 10:09:36 AM,59.680,,,,,
368,01/14/12 10:24:36 AM,63.111,,,,,
369,01/14/12 10:39:36 AM,65.851,,,,,
370,01/14/12 10:54:36 AM,66.366,,,,,
371,01/14/12 11:09:36 AM,66.879,,,,,
372,01/14/12 11:24:36 AM,68.934,,,,,
373,01/14/12 11:39:36 AM,70.651,,,,,
374,01/14/12 11:54:36 AM,72.891,,,,,
375,01/14/12 12:09:36 PM,73.753,,,,,
376,01/14/12 12:24:36 PM,73.580,,,,,
377,01/14/12 12:39:36 PM,75.312,,,,,
378,01/14/12 12:54:36 PM,74.619,,,,,
379,01/14/12 01:09:36 PM,74.619,,,,,
380,01/14/12 01:24:36 PM,71.856,,,,,
381,01/14/12 01:39:36 PM,72.891,,,,,
382,01/14/12 01:54:36 PM,71.168,,,,,
383,01/14/12 02:09:36 PM,67.221,,,,,
384,01/14/12 02:24:36 PM,66.879,,,,,
385,01/14/12 02:39:36 PM,67.564,,,,,
386,01/14/12 02:54:36 PM,66.708,,,,,
387,01/14/12 03:09:36 PM,64.652,,,,,
388,01/14/12 03:24:36 PM,62.940,,,,,
389,01/14/12 03:39:36 PM,61.912,,,,,
390,01/14/12 03:54:36 PM,62.083,,,,,
391,01/14/12 04:09:36 PM,61.227,,,,,
392,01/14/12 04:24:36 PM,60.368,,,,,
393,01/14/12 04:39:36 PM,59.337,,,,,
394,01/14/12 04:54:36 PM,57.958,,,,,
395,01/14/12 05:09:36 PM,56.230,,,,,
396,01/14/12 05:24:36 PM,55.189,,,,,
397,01/14/12 05:39:36 PM,54.147,,,,,
398,01/14/12 05:54:36 PM,53.100,,,,,
399,01/14/12 06:09:36 PM,52.925,,,,,
400,01/14/12 06:24:36 PM,52.401,,,,,
401,01/14/12 06:39:36 PM,51.346,,,,,
402,01/14/12 06:54:36 PM,50.995,,,,,
403,01/14/12 07:09:36 PM,50.819,,,,,
404,01/14/12 07:24:36 PM,50.466,,,,,
405,01/14/12 07:39:36 PM,50.290,,,,,
406,01/14/12 07:54:36 PM,50.290,,,,,
407,01/14/12 08:09:36 PM,50.290,,,,,
408,01/14/12 08:24:36 PM,49.759,,,,,
409,01/14/12 08:39:36 PM,49.228,,,,,
410,01/14/12 08:54:36 PM,49.050,,,,,
411,01/14/12 09:09:36 PM,49.050,,,,,
412,01/14/12 09:24:36 PM,49.228,,,,,
413,01/14/12 09:39:36 PM,48.871,,,,,
414,01/14/12 09:54:36 PM,48.339,,,,,
415,01/14/12 10:09:36 PM,47.802,,,,,
416,01/14/12 10:24:36 PM,47.802,,,,,
417,01/14/12 10:39:36 PM,47.446,,,,,
418,01/14/12 10:54:36 PM,47.624,,,,,
419,01/14/12 11:09:36 PM,47.446,,,,,
420,01/14/12 11:24:36 PM,47.446,,,,,
421,01/14/12 11:39:36 PM,47.624,,,,,
422,01/14/12 11:54:36 PM,47.446,,,,,
423,01/15/12 12:09:36 AM,47.266,,,,,
424,01/15/12 12:24:36 AM,46.908,,,,,
425,01/15/12 12:39:36 AM,46.188,,,,,
426,01/15/12 12:54:36 AM,46.188,,,,,
427,01/15/12 01:09:36 AM,46.369,,,,,
428,01/15/12 01:24:36 AM,46.548,,,,,
429,01/15/12 01:39:36 AM,45.648,,,,,
430,01/15/12 01:54:36 AM,44.922,,,,,
431,01/15/12 02:09:36 AM,45.104,,,,,
432,01/15/12 02:24:36 AM,45.648,,,,,
433,01/15/12 02:39:36 AM,45.104,,,,,
434,01/15/12 02:54:36 AM,44.379,,,,,
435,01/15/12 03:09:36 AM,44.379,,,,,
436,01/15/12 03:24:36 AM,43.831,,,,,
437,01/15/12 03:39:36 AM,44.195,,,,,
438,01/15/12 03:54:36 AM,43.466,,,,,
439,01/15/12 04:09:36 AM,43.831,,,,,
440,01/15/12 04:24:36 AM,43.466,,,,,
441,01/15/12 04:39:36 AM,43.466,,,,,
442,01/15/12 04:54:36 AM,43.466,,,,,
443,01/15/12 05:09:36 AM,42.915,,,,,
444,01/15/12 05:24:36 AM,42.179,,,,,
445,01/15/12 05:39:36 AM,42.179,,,,,
446,01/15/12 05:54:36 AM,42.548,,,,,
447,01/15/12 06:09:36 AM,41.994,,,,,
448,01/15/12 06:24:36 AM,41.810,,,,,
449,01/15/12 06:39:36 AM,41.625,,Logged,,,
450,01/15/12 06:54:36 AM,41.810,,,,,
451,01/15/12 07:09:36 AM,41.994,,,,,
452,01/15/12 07:24:36 AM,42.363,,,,,
453,01/15/12 07:39:36 AM,42.363,,,,,
454,01/15/12 07:54:36 AM,42.548,,,,,
455,01/15/12 08:09:36 AM,42.363,,,,,
456,01/15/12 08:24:36 AM,42.915,,,,,
457,01/15/12 08:39:36 AM,42.732,,,,,
458,01/15/12 08:54:36 AM,42.548,,,,,
459,01/15/12 09:09:36 AM,44.560,,,,,
460,01/15/12 09:24:36 AM,45.286,,,,,
461,01/15/12 09:39:36 AM,45.828,,,,,
462,01/15/12 09:54:36 AM,48.160,,,,,
463,01/15/12 10:09:36 AM,50.819,,,,,
464,01/15/12 10:24:36 AM,53.449,,,,,
465,01/15/12 10:39:36 AM,54.669,,,,,
466,01/15/12 10:54:36 AM,52.750,,,,,
467,01/15/12 11:09:36 AM,52.576,,,,,
468,01/15/12 11:24:36 AM,52.401,,,,,
469,01/15/12 11:39:36 AM,53.973,,,,,
470,01/15/12 11:54:36 AM,55.711,,,,,
471,01/15/12 12:09:36 PM,56.404,,,,,
472,01/15/12 12:24:36 PM,54.842,,,,,
473,01/15/12 12:39:36 PM,51.346,,,,,
474,01/15/12 12:54:36 PM,50.113,,,,,
475,01/15/12 01:09:36 PM,50.290,,,,,
476,01/15/12 01:24:36 PM,49.404,,,,,
477,01/15/12 01:39:36 PM,48.517,,,,,
478,01/15/12 01:54:36 PM,48.871,,,,,
479,01/15/12 02:09:36 PM,49.937,,,,,
480,01/15/12 02:24:36 PM,49.759,,,,,
481,01/15/12 02:39:36 PM,49.582,,,,,
482,01/15/12 02:54:36 PM,49.228,,,,,
483,01/15/12 03:09:36 PM,48.339,,,,,
484,01/15/12 03:24:36 PM,48.517,,,,,
485,01/15/12 03:39:36 PM,47.982,,,,,
486,01/15/12 03:54:36 PM,47.266,,,,,
487,01/15/12 04:09:36 PM,47.088,,,,,
488,01/15/12 04:24:36 PM,46.908,,,,,
489,01/15/12 04:39:36 PM,47.266,,,,,
490,01/15/12 04:54:36 PM,46.008,,,,,
491,01/15/12 05:09:36 PM,45.648,,,,,
492,01/15/12 05:24:36 PM,45.104,,,,,
493,01/15/12 05:39:36 PM,44.922,,,,,
494,01/15/12 05:54:36 PM,44.742,,,,,
495,01/15/12 06:09:36 PM,44.560,,,,,
496,01/15/12 06:24:36 PM,44.379,,,,,
497,01/15/12 06:39:36 PM,43.648,,,,,
498,01/15/12 06:54:36 PM,44.195,,,,,
499,01/15/12 07:09:36 PM,44.013,,,,,
500,01/15/12 07:24:36 PM,43.648,,,,,
501,01/15/12 07:39:36 PM,43.831,,,,,
502,01/15/12 07:54:36 PM,43.282,,,,,
503,01/15/12 08:09:36 PM,43.282,,,,,
504,01/15/12 08:24:36 PM,43.466,,,,,
505,01/15/12 08:39:36 PM,43.282,,,,,
506,01/15/12 08:54:36 PM,43.099,,,,,
507,01/15/12 09:09:36 PM,43.282,,,,,
508,01/15/12 09:24:36 PM,43.282,,,,,
509,01/15/12 09:39:36 PM,43.099,,,,,
510,01/15/12 09:54:36 PM,43.099,,,,,
511,01/15/12 10:09:36 PM,43.099,,,,,
512,01/15/12 10:24:36 PM,42.915,,,,,
513,01/15/12 10:39:36 PM,42.915,,,,,
514,01/15/12 10:54:36 PM,41.994,,,,,
515,01/15/12 11:09:36 PM,40.509,,,,,
516,01/15/12 11:24:36 PM,41.254,,,,,
517,01/15/12 11:39:36 PM,40.321,,,,,
518,01/15/12 11:54:36 PM,40.881,,,,,
519,01/16/12 12:09:36 AM,40.509,,,,,
520,01/16/12 12:24:36 AM,40.696,,,,,
521,01/16/12 12:39:36 AM,40.134,,,,,
