Date/Time	Cumulative Precipitation	Event Starts	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min Time	EI15	60-min Time	60-min Amount	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360	Year	Gage	Start Date/Time	Cumulative Precipitation	Event Number	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min time	EI15	60-min Amount	60-min Time	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360
39:07.5	2.38																																																				
40:27.5	2.39																																																				
41:34.0	2.40																																																				
42:16.0	2.41																																																				
43:00.5	2.43																																																				
43:45.5	2.44																																																				
44:45.0	2.45																																																				
45:50.0	2.46																																																				
47:46.0	2.47																																																				
49:43.0	2.48																																																				
50:39.0	2.49																																																				
51:51.5	2.50																																																				
52:57.0	2.51																																																				
54:18.0	2.52																																																				
55:22.5	2.53																																																				
56:52.5	2.54																																																				
59:48.0	2.55																																																				
03:28.0	2.56																																																				
08:40.0	2.57																																																				
10:45.5	2.59																																																				
12:43.0	2.60																																																				
15:06.5	2.61																																																				
16:46.5	2.62																																																				
18:30.5	2.63																																																				
20:06.0	2.64																																																				
22:18.5	2.65																																																				
27:07.5	2.66																																																				
33:03.0	2.67																																																				
42:04.5	2.68																																																				
48:27.5	2.69																																																				
55:31.5	2.70																																																				
00:32.0	2.71																																																				
04:32.0	2.72																																																				
06:51.0	2.73																																																				
11:05.0	2.74																																																				
22:01.0	2.76																																																				
27:50.5	2.77																																																				
30:46.0	2.78																																																				
33:56.0	2.79																																																				
36:05.0	2.80																																																				
38:01.5	2.81																																																				
39:18.0	2.82																																																				
40:33.5	2.83																																																				
41:36.5	2.84																																																				
42:51.5	2.85																																																				
44:03.5	2.86																																																				
46:22.5	2.87																																																				
47:58.5	2.88																																																				
49:31.0	2.89																																																				
51:03.5	2.90																																																				
53:22.0	2.91																																																				
56:25.5	2.93																																																				
59:39.0	2.94																																																				
01:51.5	2.95																																																				
04:01.0	2.96																																																				
05:41.0	2.97																																																				
06:55.5	2.98																																																				
08:20.0	2.99																																																				
09:49.0	3.00																																																				
11:43.5	3.01																																																				
14:08.0	3.02																																																				
16:11.0	3.03																																																				
18:15.0	3.04																																																				
19:53.5	3.05																																																				
21:27.5	3.06																																																				
23:01.0	3.07																																																				
24:39.0	3.09																																																				
26:28.0	3.10																																																				
28:28.0	3.11																																																				
30:11.5	3.12																																																				
32:15.0	3.13																																																				
33:37.0	3.14																																																				
35:34.5	3.15																																																				
37:56.0	3.16																																																				
40:12.0	3.17																																																				
42:21.0	3.18																																																				
44:42.0	3.19																																																				
47:19.5	3.20																																																				
49:13.5	3.21																																																				
51:26.0	3.22																																																				
53:22.5	3.23																																																				
55:05.0	3.24																																																				
56:40.5	3.26																																																				
58:13.5	3.27																																																				
59:27.0	3.28																																																				
00:40.0	3.29																																																				
02:07.0	3.30																																																				
03:02.0	3.31																																																				
03:53.0	3.32																																																				
05:15.5	3.33																																																				
07:10.0	3.34																																																				
09:26.0	3.35																																																				
11:08.5	3.36																																																				
12:52.0	3.37																																																				
14:34.0	3.38																																																				
15:50.5	3.39																																																				
17:01.5	3.40																																																				
18:10.5	3.41																																																				
19:23.0	3.43																																																				
20:34.0	3.44																																																				
21:25.0	3.45																																																				
22:14.0	3.46																																																				
23:14.5	3.47																																																				
23:55.0	3.48																																																				
24:25.5	3.49																																																				
24:56.0	3.50																																																				
25:23.0	3.51																																																				
25:55.0	3.52																																																				
26:23.5	3.53																																																				
26:53.0	3.54																																																				
27:21.5	3.55																																																				
27:44.0	3.56																																																				
28:00.5	3.57																																																				
28:25.0	3.59																																																				
28:45.0	3.60																																																				
29:09.0	3.61																																																				
29:42.0	3.62																																																				
30:14.0	3.63																																																				
30:39.0	3.64																																																				
31:11.0	3.65																																																				
31:48.5	3.66																																																				
32:37.0	3.67																																																				
33:30.5	3.68																																																				
34:08.5	3.69																																																				
34:59.5	3.70																																																				
36:07.0	3.71																																																				
37:18.5	3.72																																																				
38:29.5	3.73																																																				
39:30.5	3.74																																																				
40:49.0	3.76																																																				
42:18.5	3.77																																																				
43:58.5	3.78																																																				
46:12.5	3.79																																																				
47:43.0	3.80																																																				
49:13.5	3.81																																																				
51:50.0	3.82																																																				
54:47.5	3.83																																																				
58:02.0	3.84																																																				
01:00.5	3.85																																																				
02:59.0	3.86																																																				
04:32.5	3.87																																																				
07:39.0	3.88																																																				
13:13.5	3.89																																																				
19:31.0	3.90																																																				
27:07.0	3.91																																																				
39:23.0	3.93																																																				
52:43.5	3.94																																																				
54:40.0	3.95																																																				
25:13.0	3.96																																																				
27:38.5	3.97																																																				
28:53.0	3.98																																																				
29:57.5	3.99																																																				
31:21.0	4.00																																																				
33:43.0	4.01																																																				
36:48.5	4.02																																																				
40:07.0	4.03																																																				
46:36.5	4.04																																																				
52:35.5	4.05																																																				
57:49.5	4.06																																																				
03:44.5	4.07																																																				
10:07.5	4.09																																																				
21:35.5	4.10																																																				
25:22.5	4.11																																																				
27:13.5	4.12																																																				
29:33.0	4.13																																																				
39:09.5	4.14																																																				
42:18.0	4.15																																																				
10:15.0	4.16																																																				
49:33.5	4.17																																																				
18:56.5	4.18																																																				
42:50.5	4.19																																																				
03:18.5	4.20																																																				
43:48.0	4.21																																																				
44:14.0	4.22																																																				
44:45.0	4.23																																																				
45:57.5	4.24																																																				
10:02.0	4.26																																																				
11:29.5	4.27																																																				
11:54.0	4.28																																																				
12:03.0	4.29																																																				
12:13.0	4.30																																																				
12:17.5	4.31																																																				
24:27.0	4.32																																																				
29:43.5	4.33																																																				
34:09.5	4.34																																																				
35:29.0	4.35																																																				
36:08.0	4.36																																																				
37:02.0	4.37																																																				
02:47.5	4.38																																																				
03:40.0	4.39																																																				
04:07.5	4.40																																																				
14:08.0	4.41																																																				
16:32.0	4.43																																																				
16:33.5	4.44																																																				
17:40.0	4.45																																																				
18:24.0	4.46																																																				
00:10.0	4.47																																																				
																																																					
