Date/Time	Cumulative Precipitation	Event Starts	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min Time	EI15	60-min Time	60-min Amount	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360	Year	Gage	Start Date/Time	Cumulative Precipitation	Event Number	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min time	EI15	60-min Amount	60-min Time	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360
08:13.5	4.63																																																				
09:28.5	4.65																																																				
10:45.0	4.66																																																				
12:16.0	4.67																																																				
13:22.0	4.68																																																				
14:29.0	4.69																																																				
15:49.0	4.70																																																				
17:27.5	4.71																																																				
18:58.0	4.72																																																				
20:42.5	4.73																																																				
21:56.0	4.74																																																				
23:25.0	4.75																																																				
24:37.5	4.76																																																				
25:42.5	4.77																																																				
26:46.0	4.78																																																				
27:49.0	4.80																																																				
28:51.5	4.81																																																				
30:25.0	4.82																																																				
31:39.0	4.83																																																				
33:11.5	4.84																																																				
34:25.0	4.85																																																				
35:43.5	4.86																																																				
36:35.0	4.87																																																				
38:17.5	4.88																																																				
39:58.0	4.89																																																				
41:33.5	4.90																																																				
42:40.0	4.91																																																				
44:18.5	4.92																																																				
45:55.0	4.94																																																				
47:38.0	4.95																																																				
49:21.0	4.96																																																				
50:56.0	4.97																																																				
52:17.0	4.98																																																				
54:29.0	4.99																																																				
56:11.0	5.00																																																				
57:52.0	5.01																																																				
59:01.5	5.02																																																				
00:16.5	5.03																																																				
01:15.5	5.04																																																				
02:22.0	5.05																																																				
03:22.0	5.06																																																				
04:35.0	5.08																																																				
05:35.0	5.09																																																				
06:48.5	5.10																																																				
07:40.5	5.11																																																				
08:38.0	5.12																																																				
09:30.0	5.13																																																				
10:49.5	5.14																																																				
11:42.5	5.15																																																				
12:56.0	5.16																																																				
14:07.0	5.17																																																				
15:26.0	5.18																																																				
16:17.0	5.19																																																				
17:16.0	5.20																																																				
18:22.0	5.22																																																				
19:20.5	5.23																																																				
19:59.5	5.24																																																				
20:54.0	5.25																																																				
21:35.5	5.26																																																				
22:31.0	5.27																																																				
23:17.0	5.28																																																				
24:11.0	5.29																																																				
24:44.5	5.30																																																				
25:32.5	5.31																																																				
26:10.0	5.32																																																				
26:43.0	5.33																																																				
27:19.5	5.34																																																				
28:02.5	5.35																																																				
28:34.5	5.37																																																				
28:59.5	5.38																																																				
29:17.0	5.39																																																				
29:37.0	5.40																																																				
29:53.5	5.41																																																				
30:21.5	5.42																																																				
30:42.5	5.43																																																				
31:13.0	5.44																																																				
31:42.5	5.45																																																				
32:17.0	5.46																																																				
32:45.5	5.47																																																				
33:34.0	5.48																																																				
34:00.5	5.49																																																				
34:32.0	5.51																																																				
35:05.5	5.52																																																				
35:42.0	5.53																																																				
36:21.0	5.54																																																				
37:26.0	5.55																																																				
38:27.0	5.56																																																				
39:33.0	5.57																																																				
40:22.0	5.58																																																				
41:20.0	5.59																																																				
42:13.5	5.60																																																				
43:06.5	5.61																																																				
43:56.5	5.62																																																				
44:49.0	5.63																																																				
45:44.5	5.65																																																				
46:52.5	5.66																																																				
47:54.5	5.67																																																				
49:08.5	5.68																																																				
50:07.5	5.69																																																				
51:44.0	5.70																																																				
53:57.5	5.71																																																				
56:19.0	5.72																																																				
57:39.0	5.73																																																				
59:21.5	5.74																																																				
00:52.0	5.75																																																				
02:27.0	5.76																																																				
04:08.0	5.77																																																				
05:56.0	5.78																																																				
07:24.0	5.80																																																				
12:30.5	5.81																																																				
14:53.0	5.82																																																				
16:50.0	5.83																																																				
20:03.5	5.84																																																				
22:29.5	5.85																																																				
24:55.5	5.86																																																				
28:39.5	5.87																																																				
30:49.0	5.88																																																				
35:53.0	5.89																																																				
42:08.5	5.90																																																				
49:35.0	5.91																																																				
59:53.5	5.92																																																				
07:01.0	5.94																																																				
39:23.5	5.95																																																				
49:34.0	5.96																																																				
53:19.0	5.97																																																				
57:12.0	5.98																																																				
16:31.5	5.99																																																				
27:39.5	6.00																																																				
29:11.5	6.01																																																				
30:34.0	6.02																																																				
31:55.0	6.03																																																				
33:34.5	6.04																																																				
35:21.5	6.05																																																				
36:54.0	6.06																																																				
38:08.0	6.08																																																				
40:10.0	6.09																																																				
41:46.5	6.10																																																				
44:18.0	6.11																																																				
47:04.5	6.12																																																				
50:49.5	6.13																																																				
53:49.5	6.14																																																				
56:35.0	6.15																																																				
59:11.0	6.16																																																				
01:17.0	6.17																																																				
02:56.5	6.18																																																				
05:04.0	6.19																																																				
08:28.0	6.20																																																				
12:46.5	6.22																																																				
20:41.5	6.23																																																				
22:41.5	6.24																																																				
24:09.0	6.25																																																				
26:33.0	6.26																																																				
31:29.5	6.27																																																				
45:09.0	6.28																																																				
58:12.5	6.29																																																				
07:26.0	6.30	Start	10/14/2009 12:58:40	8:51:15	0 days  7:09	0.16	58	0.03	0:26:50	0.037	0.02	0:08:40	0.050	0.05	0:54:00	0.031	0.06	1:10:56	0.019	6.13	6.29	6.29	0.12	5:52:26	0.011																												
46:20.0	6.31																																																				
36:48.5	6.32																																																				
06:04.0	6.33																																																				
06:14.5	6.34																																																				
11:39.5	6.35																																																				
36:37.0	6.37																																																				
48:05.5	6.38																																																				
06:13.0	6.39																																																				
47:44.5	6.40																																																				
11:12.0	6.41																																																				
22:04.0	6.42																																																				
33:04.0	6.43																																																				
38:02.0	6.44																																																				
41:44.0	6.45																																																				
58:40.5	6.46																																																				
23:16.0	6.47																																																				
06:21.0	6.48																																																				
45:55.5	6.49																																																				
																																																					
